date,ticker,mu,theta,kappa,xi,rho,lam,v0,mu_j,sigma_j,kappa_j
2018-01-02,AAPL,0.21206038913687386,0.026969267144185405,252.0,1e-06,-0.19182272107181464,3.968503937007874,0.024460297328728457,0.04068587415300251,0.007753865869099708,0.041556194244560585
2018-01-02,MSFT,0.4179610623139818,0.01604039905933474,242.8016105999858,2.7881353451563835,0.2579265839984668,3.968503937007874,0.021192235367725642,0.011837976037381459,0.07114764374988988,0.01447269952227681
2018-01-02,SPY,0.27316384043141845,0.0033150510472679767,252.0,1e-06,0.40266947190064134,3.968503937007874,0.0029661289941257277,-0.014810537645934208,0.0009019416067456555,-0.01470100031831667
2018-03-23,AAPL,0.19156256116518317,0.038797568886941955,231.64125863944184,4.235363606790125,0.06350575351403312,4.032,0.04017047345396129,-0.001709090189182083,0.06031706178212475,0.00010998983027010745
2018-03-23,MSFT,0.3250006298455592,0.03971225012171051,165.6328091696589,3.623396975399293,-0.09961121078556695,4.032,0.05455655443018764,0.004724612033864872,0.08120745959775962,0.00805419973399979
2018-03-23,SPY,0.2329621205356318,0.012021409596283249,152.2432989148668,1.9112930317536154,-0.10454385617473366,4.032,0.03238542123150088,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-06-13,AAPL,0.12943456749287827,0.055118084416271834,217.46371616206028,4.891262226491294,0.08709587511325154,2.032258064516129,0.012121384332144833,0.04637942867296463,0.0,0.047471776392334464
2018-06-13,MSFT,0.3214160664021402,0.05387472235351952,179.50805037124542,4.393543934495448,-0.08323685117066719,4.064516129032258,0.017322452597915212,0.01013956475401212,0.08886535917420094,0.01418779560220429
2018-06-13,SPY,0.25035060972955264,0.02054586547618587,167.05467476108524,2.6174115997842207,-0.07196078268670966,4.064516129032258,0.008844268590114881,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-08-30,AAPL,0.2766185615610988,0.03138252729783084,252.0,1e-06,0.06137811026477742,7.875,0.026886850682055728,0.026253004634794408,0.04578727573499858,0.02767733565782371
2018-08-30,MSFT,0.3188894066789718,0.03825104524823792,238.83979651219755,4.2702714798038155,-0.014444378124935056,3.9375,0.0166214032901523,0.012964325655487219,0.0848705439968736,0.0167038044737835
2018-08-30,SPY,0.13150909760752683,0.013940713034788813,218.8471782846331,2.467706218496508,-0.20026793582548713,3.9375,0.00563034617026533,0.0006789169397038997,0.03693935771260458,0.001362101832996121
2018-11-19,AAPL,0.13637231460343346,0.05007280392528141,240.1391012572706,4.899061395864037,-0.18163980001485194,5.90625,0.11565788548902471,-0.02102646463459627,0.06830872173385967,-0.018519785502317365
2018-11-19,MSFT,0.29114351537835337,0.041519756046303334,252.0,1e-06,0.14439761515966124,5.90625,0.08719796319665815,-0.018007123630659667,0.06478651241002525,-0.015782606065204763
2018-11-19,SPY,0.11265295652282425,0.01318184466426522,223.91519567871836,2.427226832566719,0.012106016107167423,3.9375,0.03230532386834462,-0.03235007473084073,0.0014504418095946322,-0.031831389855360714
2019-02-12,AAPL,-0.16444264709072567,0.11778083645711186,252.0,1e-06,0.05183943217956761,2.0,0.10416278017293745,-0.10492448438305502,0.0,-0.09960748628479688
2019-02-12,MSFT,-0.15618723620355027,0.09194759153792448,212.52919805097522,6.245395798191988,-0.16816298784646544,2.0,0.06777589214582219,0.06607771472832269,0.0,0.0683097373410082
2019-02-12,SPY,-0.162519706594495,0.032260830275456086,205.44249762718934,3.637168317240064,-0.2797280160923135,2.0,0.016349898516672474,0.04838696385542551,0.0,0.04957672500833232
2019-05-03,AAPL,-0.0022996566037804204,0.08173177292149705,231.50990309633428,6.145549661503732,0.05005600774328492,6.146341463414634,0.047830889550695574,0.009742964810111499,0.09930971836813023,0.014782369168453435
2019-05-03,MSFT,0.2821244758474173,0.06869016360552631,215.65402071599505,5.437591039890897,-0.05217529130774733,2.048780487804878,0.03366004360190554,0.06607771472832269,0.0,0.0683097373410082
2019-05-03,SPY,-0.007389278578682826,0.023503293044963902,222.75784382065447,3.2326698040973074,-0.2654926543537607,4.097560975609756,0.0046636296551242525,0.04105282350113182,0.010372040757389959,0.041963186565967314
2019-07-23,AAPL,0.5352232774201797,0.04203620946275018,242.46726376042432,4.510439018615194,0.23030929639810296,6.048,0.03534406969160799,0.0180476280454472,0.06809414594616954,0.020574837165909354
2019-07-23,MSFT,0.5531896399865643,0.03892966585716882,199.25720757318894,3.934846943516957,-0.002445078062222544,0.0,0.022900192834982756,0.0,0.0,0.0
2019-07-23,SPY,0.2736129959475449,0.009618753600123302,252.0,1e-06,0.06093508893046683,4.032,0.006126888447711352,-0.001582188620335323,0.03216680458334325,-0.0010642702240851731
