ticker,date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
AAPL,2018-01-02,2017-07-03,2018-01-02,127,0.21206038913687386,252.0,0.026969267144185405,1e-06,-0.19182272107181464,0.024460297328728457,3.968503937007874,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-03,2017-07-05,2018-01-03,127,0.219000255826305,252.0,0.026942957240032442,1e-06,-0.18939528234462288,0.02419941490597552,3.968503937007874,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-04,2017-07-05,2018-01-04,128,0.22653070915003237,252.0,0.02677207726110393,1e-06,-0.18901546497385144,0.023811521398591124,3.9375,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-05,2017-07-06,2018-01-05,128,0.2409671708506549,252.0,0.026994739025405348,1e-06,-0.18270322364574015,0.025338811748032142,3.9375,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-08,2017-07-10,2018-01-08,127,0.23413459343521562,252.0,0.02685131127846617,1e-06,-0.18064967360802248,0.02533884443398692,3.968503937007874,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-09,2017-07-10,2018-01-09,128,0.23204709361291087,252.0,0.026638231920067465,1e-06,-0.1805948802542529,0.025298686182939668,3.9375,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-10,2017-07-11,2018-01-10,128,0.21941829143194447,252.0,0.026564285175296957,1e-06,-0.18042570984411466,0.025298275316645327,3.9375,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-11,2017-07-12,2018-01-11,128,0.22427678712714805,252.0,0.026607521035068034,1e-06,-0.17972839643724692,0.021214889773325474,3.9375,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-12,2017-07-13,2018-01-12,128,0.24193901667863482,252.0,0.026814445441831633,1e-06,-0.18662075853714674,0.022100577201283684,3.9375,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-16,2017-07-17,2018-01-16,127,0.1884637662437724,252.0,0.026547923440519712,1e-06,-0.18179545480308712,0.022280311498588192,3.968503937007874,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-17,2017-07-18,2018-01-17,127,0.2144671474382682,252.0,0.027064465369490344,1e-06,-0.16684668116227316,0.02549952558690838,3.968503937007874,0.04068587415300251,0.007753865869099708,0.041556194244560585
AAPL,2018-01-18,2017-07-19,2018-01-18,127,0.20927101815998467,252.0,0.027041790916901863,1e-06,-0.16670271155082836,0.024282548055302257,3.968503937007874,0.04068587415300251,0.007753865869099708,0.041556194244560585
