date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2014-01-02,2012-07-03,2014-01-02,379,-0.023364523865930048,20.0,0.08342489092832397,3.0,-0.1986429672681385,0.04248274776976192,13.263203694182922,6.736796305817078,0.24766932868754954,0.05329195093470827,24,True,False
2014-01-31,2012-08-01,2014-01-31,379,-0.10987230799809374,20.0,0.08702782957733549,3.0,-0.22831351808674993,0.12346256757147803,-24.10026087465717,44.10026087465717,0.039468169961483036,0.3431241744849018,24,True,False
2014-02-28,2012-08-29,2014-02-28,378,-0.14221527903109826,20.0,0.08706728558278402,3.0,-0.23103746731665722,0.028431230671885056,-11.344641953781526,31.344641953781526,0.05555481266059249,0.04657060952374182,24,True,False
2014-03-31,2012-10-01,2014-03-31,377,-0.12171548830591282,20.0,0.08513318622995301,3.0,-0.23391571224743032,0.011483673097575796,-0.8170275617631864,20.817027561763187,0.08179187540331267,0.0186146154019621,24,True,False
2014-04-30,2012-10-31,2014-04-30,377,0.00804592162190328,20.0,0.08651774126968281,3.0,-0.1757232432579177,0.10929280681005932,-22.11598861151757,42.115988611517565,0.04108546142308652,0.05198870815372515,24,True,False
2014-05-31,2012-12-03,2014-05-30,376,0.07689259148205511,20.0,0.08002446538652461,3.0,-0.2138044643131694,0.02121422846252599,-18.56482343628327,38.56482343628327,0.04150127409178517,0.09305674504637149,24,True,False
2014-06-30,2012-12-31,2014-06-30,378,0.18699937414427126,20.0,0.07422548202261975,3.0,-0.19613699704991502,0.0197797959214146,14.841391251148965,5.1586087488510355,0.2877732568462449,0.012485192740252121,24,True,False
2014-07-31,2013-02-01,2014-07-31,378,0.2807053549878157,20.0,0.05791600506887919,3.0,0.0019653661510888624,0.03729344488375626,-4.9122532617314665,24.912253261731465,0.046495998945102146,0.03359421695426192,23,True,False
2014-08-31,2013-03-01,2014-08-29,380,0.3457182894561476,20.0,0.054819910553021836,3.0,0.008627471757068362,0.012731303369046092,8.235296784532292,11.764703215467708,0.09319386906581213,0.05351200044786106,24,True,False
2014-09-30,2013-04-01,2014-09-30,381,0.3315353454833195,20.0,0.05488769066860467,3.0,-0.014983365024098376,0.07183153928912833,12.269190272910695,7.730809727089305,0.1419972618813119,0.03120770155967504,24,True,False
2014-10-31,2013-05-01,2014-10-31,382,0.376329619521514,20.0,0.05068847915202839,3.0,0.004291071726658982,0.03775781472130826,-8.897686904295512,28.89768690429551,0.0350813401224122,0.03647680080208718,23,True,False
2014-11-30,2013-05-31,2014-11-28,380,0.4276848639938722,20.0,0.04941911131078572,3.0,0.012083129923440076,0.02305465869263093,6.318987730693941,13.68101226930606,0.07224481688633469,0.05425427498489269,24,True,False
2014-12-31,2013-07-01,2014-12-31,381,0.4632012707127197,20.0,0.05123279844082222,3.0,0.006453048886377806,0.05354345002858639,19.980493493561088,0.01950650643891194,52.528932949902384,0.034488433657633474,22,True,False
