date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j,eta_v,kappa_q,theta_q,v0_q,mu_j_q,kappa_j_q,n_quotes,q_success,q_explosive,jump_premium_identified
2014-01-02,2012-07-03,2014-01-02,379,-0.023364523865930048,20.0,0.08342489092832397,3.0,-0.1986429672681385,0.04248274776976192,3.324538258575198,-0.048264713429480556,0.0730623324495465,-0.04457179922517385,8.92589670732991,11.07410329267009,0.1506666295654703,0.040292165731244674,-0.03885211037587064,-0.035536275636592785,24,True,False,True
2014-01-31,2012-08-01,2014-01-31,379,-0.10987230799809374,20.0,0.08702782957733549,3.0,-0.22831351808674993,0.12346256757147803,3.9894459102902373,-0.05410443206328922,0.06689616895388523,-0.05054475326994823,-40.0,60.0,0.029009276525778494,0.36825788923073455,0.01229367351602666,0.014637313692757337,24,True,False,True
2014-02-28,2012-08-29,2014-02-28,378,-0.14221527903109826,20.0,0.08706728558278402,3.0,-0.23103746731665722,0.028431230671885056,4.0,-0.05410443206328922,0.06689616895388523,-0.05054475326994823,-34.45946035305328,54.45946035305328,0.03197508202187045,0.035966752974901164,-0.03404501525829674,-0.03130693005321472,24,True,False,True
2014-03-31,2012-10-01,2014-03-31,377,-0.12171548830591282,20.0,0.08513318622995301,3.0,-0.23391571224743032,0.011483673097575796,4.010610079575597,-0.05410443206328922,0.06689616895388523,-0.05054475326994823,-19.271934729951205,39.271934729951205,0.043355738297774865,0.004436354941686584,-0.047494790151053394,-0.04424840870845792,24,True,False,True
2014-04-30,2012-10-31,2014-04-30,377,0.00804592162190328,20.0,0.08651774126968281,3.0,-0.1757232432579177,0.10929280681005932,4.679045092838196,-0.03511884310491104,0.07907221994647934,-0.03148628496101813,-40.0,60.0,0.02883924708989427,0.02747358762367777,-0.031029359152467535,-0.027517453961489413,24,True,False,True
2014-05-31,2012-12-03,2014-05-30,376,0.07689259148205511,20.0,0.08002446538652461,3.0,-0.2138044643131694,0.02121422846252599,4.0212765957446805,-0.05257646166219517,0.07030536406923434,-0.048870486966121396,-40.0,60.0,0.026674821795508206,0.0708076932383218,-0.008516631449282054,-0.006026973827177429,24,True,False,True
2014-06-30,2012-12-31,2014-06-30,378,0.18699937414427126,20.0,0.07422548202261975,3.0,-0.19613699704991502,0.0197797959214146,3.3333333333333335,-0.04978749794598114,0.07823182141275245,-0.045652472239486985,5.592910299780449,14.40708970021955,0.10304021640330124,0.0001,-0.050890867121542074,-0.046704889175417486,24,True,False,True
2014-07-31,2013-02-01,2014-07-31,378,0.2807053549878157,20.0,0.05791600506887919,3.0,0.0019653661510888624,0.03729344488375626,4.666666666666667,0.003994996624957154,0.06631539082888772,0.006213083784432305,-36.648764262905615,56.648764262905615,0.020447402806561616,0.029365775221913196,-0.03290903190174244,-0.030243399577119745,23,True,False,True
2014-08-31,2013-03-01,2014-08-29,380,0.3457182894561476,20.0,0.054819910553021836,3.0,0.008627471757068362,0.012731303369046092,4.6421052631578945,0.003994996624957154,0.06631539082888772,0.006213083784432305,-0.3146613957389527,20.314661395738952,0.0539707844350489,0.03913718307127691,-0.018799853557327308,-0.016463950989839993,24,True,False,True
2014-09-30,2013-04-01,2014-09-30,381,0.3315353454833195,20.0,0.05488769066860467,3.0,-0.014983365024098376,0.07183153928912833,4.6299212598425195,0.003994996624957154,0.06631539082888772,0.006213083784432305,-2.682697046989237,22.682697046989237,0.048396088485333034,0.020638293221317734,-0.07496694834707901,-0.07018355456660774,24,True,False,True
2014-10-31,2013-05-01,2014-10-31,382,0.376329619521514,20.0,0.05068847915202839,3.0,0.004291071726658982,0.03775781472130826,4.617801047120419,0.00591485290569725,0.06443798276377137,0.008022992810628127,-39.17021766654302,59.17021766654302,0.017133105521999623,0.03308623643420588,-0.046837182776955255,-0.04377406097858272,23,True,False,True
2014-11-30,2013-05-31,2014-11-28,380,0.4276848639938722,20.0,0.04941911131078572,3.0,0.012083129923440076,0.02305465869263093,4.6421052631578945,0.00591485290569725,0.06443798276377137,0.008022992810628127,-6.41029101435042,26.41029101435042,0.03742413234593524,0.04686276360272661,-0.04027486038030935,-0.037478363477514764,24,True,False,True
2014-12-31,2013-07-01,2014-12-31,381,0.4632012707127197,20.0,0.05123279844082222,3.0,0.006453048886377806,0.05354345002858639,4.6299212598425195,0.00591485290569725,0.06443798276377137,0.008022992810628127,9.239398834240172,10.760601165759828,0.09522292974456613,0.022161087935921645,-0.09200565441512298,-0.08600440553866717,22,True,False,True
