date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
2019-09-03,2018-03-05,2019-09-03,378,0.11766298397732258,3.055177132464432,0.5123311582778216,3.715041552086296,-0.9899163161107404,0.03571348006955407,4.0,0.0024676416120326117,0.08016679755261766,0.005697166804941256
2019-09-30,2018-04-02,2019-09-30,378,0.12120296474976773,19.99999999999999,0.08842239967070409,2.0260120127394714,-0.849952045413397,0.032622492164673444,5.333333333333333,-0.013317664127612594,0.07378917940867209,-0.010539310757069265
2019-10-31,2018-05-01,2019-10-31,380,0.08364248097376488,19.999999999999996,0.02164141230635466,1.7212546130076765,-0.9899999997358732,0.03346545199065509,6.631578947368421,-0.010618168154654217,0.07098962138406761,-0.008065701243152645
2019-11-30,2018-05-31,2019-11-29,379,0.06834646447562262,2.129056946122244,0.03255778496061771,1.2903809453668469,-0.9899999999999999,0.019148450642027623,6.649076517150396,-0.010618168154654217,0.07098962138406761,-0.008065701243152645
2019-12-31,2018-07-02,2019-12-31,378,0.055671196125024025,2.1189707088162812,0.024179033827193063,1.3449970438006817,-0.9899999999837441,0.02032416620521689,6.666666666666667,-0.010618168154654217,0.07098962138406761,-0.008065701243152645
2020-01-31,2018-08-01,2020-01-31,378,0.08154901604792286,19.999999999999996,0.00010000000000043755,3.9999999999999996,-0.4192863169596277,0.1551807858024391,6.666666666666667,0.0023784800694528485,0.07306119532653237,0.005060209031606977
2020-02-29,2018-08-30,2020-02-28,376,-0.039497144973617115,19.999999999999996,0.01980676015709725,1.5974430594663416,-0.45659696628960605,0.0802788971176195,6.031914893617021,-0.003927289850002186,0.07455098781868696,-0.001147705838920321
2020-03-31,2018-10-01,2020-03-31,377,-0.01802121124980642,6.8888930396312915,0.19453936983068176,1.828408109188828,-0.9899999999990607,0.28024069125603707,4.679045092838196,0.028603638196556296,0.07597380211339884,0.03199069185705694
2020-04-30,2018-10-31,2020-04-30,376,0.3218991634486428,19.99999999999747,0.02903195296565565,3.999999999999419,-0.12516621293673977,0.4354721407397519,3.351063829787234,0.04263235121390494,0.07062475670646266,0.04615995996107092
2020-05-31,2018-12-03,2020-05-29,374,0.24805139960479705,19.999999999999996,0.05656338322627262,0.6503330817229754,-0.9899999999990113,0.0690215599202388,4.042780748663102,0.021741892940990493,0.07996189442283384,0.02525241952191082
2020-06-30,2018-12-31,2020-06-30,378,0.41606642720989484,16.398950685313476,0.15402110911090827,3.528170964087234,-0.20801573103967314,0.07864453727799002,4.0,0.01668363479757007,0.07560222235361101,0.01973366740122695
2020-07-31,2019-02-01,2020-07-31,378,0.4069774993886579,19.999999999999996,0.03899281074455587,3.9999999999999996,0.17868581414902088,0.4003439625400785,4.666666666666667,0.025201435095650458,0.0726013117932214,0.02822797738741256
2020-08-31,2019-03-01,2020-08-31,380,0.49342918773324823,19.999999999999996,0.16262303295348055,3.9999999999999996,0.05025210837956654,0.1795159507360985,4.6421052631578945,0.025201435095650458,0.0726013117932214,0.02822797738741256
