date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2019-09-03,2018-03-05,2019-09-03,378,0.11766298397732258,19.5757023651149,0.09549798738106069,1.46599755558123,-0.7811301790250196,0.057249144698908634
2019-09-30,2018-04-02,2019-09-30,378,0.12120296474976773,12.2733438168596,0.17808669928976922,3.9999999970609292,-0.5122102535337081,0.0614806120174135
2019-10-31,2018-05-01,2019-10-31,380,0.08364248097376488,19.999999999999673,0.05614805892313602,2.9376862649639066,-0.3820978712576197,0.06352449350329513
2019-11-30,2018-05-31,2019-11-29,379,0.06834646447562262,19.999999999164913,0.06741857785244391,3.9999999999996647,-0.3963338056867711,0.04762725561361105
2019-12-31,2018-07-02,2019-12-31,378,0.055671196125024025,0.6614484779751834,1.4977098198599117,3.9999999999689404,-0.4093910935629958,0.02087457571571467
2020-01-31,2018-08-01,2020-01-31,378,0.08154901604792286,19.999999998511598,0.030968024880202817,3.9999999999997007,-0.23227077078412295,0.19177053179182296
2020-02-29,2018-08-30,2020-02-28,376,-0.039497144973617115,19.999999999999996,0.06153554026635759,2.5557014802497395,-0.24757375598977283,0.10683516801682777
2020-03-31,2018-10-01,2020-03-31,377,-0.01802121124980642,7.261431607925094,0.20656438811392935,1.5896271575513599,-0.9899999999993286,0.3068520723726255
2020-04-30,2018-10-31,2020-04-30,376,0.3218991634486428,19.999999999999996,0.057882865784183765,3.9999999999999996,-0.05236717762642445,0.45295865996635165
2020-05-31,2018-12-03,2020-05-29,374,0.24805139960479705,7.146550994848145,0.10586607203367893,1.8059608576155286,-0.1456744961354703,0.09027539841083289
2020-06-30,2018-12-31,2020-06-30,378,0.41606642720989484,14.585429201960366,0.19743214802093534,3.999999999992482,-0.05496764957794674,0.09896704443492069
2020-07-31,2019-02-01,2020-07-31,378,0.4069774993886579,19.999999999999957,0.07339046803154323,3.9999999999973466,0.2007961606859212,0.4261519679859082
2020-08-31,2019-03-01,2020-08-31,380,0.49342918773324823,19.999999999999996,0.19461447784947072,3.9999999999999996,0.12679453381258363,0.2046842238578195
