date,ticker,mu,omega,alpha,beta,lam,kappa,sigma0,mu_j,sigma_j
2023-03-09 09:30:00,AAPL,-2.981723108988904,1.8233647108896107e-08,0.1822430975795031,0.720277012264048,1512.0,0.0001793192287602441,0.0006161065375951051,0.0001767522830933288,0.002258703121633806
2023-03-09 09:30:00,MSFT,-9.34927025181902,2.5014925978796564e-08,0.18224310201792043,0.720277013750721,1512.0,0.0015694083093391598,0.0005584573993912335,0.001562966221225981,0.0032285767403270474
2023-03-09 09:30:00,SPY,-4.388739068877628,8.862565236731524e-09,0.18224309478721556,0.7202770165630421,2520.0,0.000161390047714427,0.0002483195580416244,0.00016026159410476026,0.0014936074698982064
2023-03-09 13:00:00,AAPL,0.2744413795271319,5.78027023619623e-08,0.11648532014775424,0.6999343390807592,1008.0,-0.00011216642676936672,0.0005202567353699269,-0.00011567375652710155,0.002646143848569277
2023-03-09 13:00:00,MSFT,-5.333926945301317,2.6359617946413844e-07,0.5000000460279719,0.02357522323090718,1008.0,0.001174112647529757,0.0005656269774800678,0.0011637531935695389,0.004397891029038012
2023-03-09 13:00:00,SPY,-0.48791091309456586,4.947621778014107e-09,0.01613689251953694,0.9459906718721215,1260.0,-0.0007297728279953564,0.00036238918745733136,-0.0007311796744158272,0.0015102533615248507
2023-03-10 10:00:00,AAPL,-5.5223937484193995,2.7012081880343874e-07,0.2388178715271942,0.2077664865194192,1008.0,0.00022544698727311463,0.0008012612476079697,0.0002208745957166247,0.0030156200700140853
2023-03-10 10:00:00,MSFT,-7.497697085831931,4.4504397999429047e-07,0.20603340976778464,0.016022629942730637,1260.0,-0.0008466588937859898,0.0009167514078386104,-0.0008526922412407601,0.0033688957778904576
2023-03-10 10:00:00,SPY,-6.323427904913192,4.21460631021246e-09,0.04802410745487776,0.9375569412524306,1260.0,-0.0001516879359891865,0.0008313109714618403,-0.0001550095025502074,0.0025729596897383425
2023-03-10 13:30:00,AAPL,-7.888427611191617,1.2028574821275226e-08,0.06007415947315518,0.9212595290466986,252.0,0.0029645870706269672,0.0007076769494586809,0.002960201348143343,0.0
2023-03-10 13:30:00,MSFT,-4.534122238081646,6.412546005850218e-07,0.24277831998684432,0.01584491403665121,756.0,-0.0015028995416955793,0.0008377261669910326,-0.0015119694692907377,0.003984831556133361
2023-03-10 13:30:00,SPY,-7.943318733897218,4.125405288057106e-09,0.056506523450079844,0.9381088604224502,1260.0,0.0012628890776658075,0.0006121215837442707,0.0012593140359745902,0.0023572305928383766
2023-03-13 11:29:00,AAPL,21.537922029192266,1.0042758538770897e-12,0.010548099921296619,0.9842821282844084,819.0,0.005572339711312324,0.0012142327326965772,0.005556871661929641,0.0
2023-03-13 11:29:00,MSFT,21.85080395058595,2.407825075758462e-06,0.04984018818737096,0.02033960538005057,819.0,0.005310308484332449,0.0015820549011090921,0.005296258514068342,0.0
2023-03-13 11:29:00,SPY,10.92869892870694,8.560767404746612e-08,9.999999993389983e-05,0.9393474081799813,1638.0,-0.0028263348041835945,0.0011891405573588704,-0.002882125729700924,0.010177357178521102
2023-03-13 14:59:00,AAPL,3.878461205718225,1.004336949523009e-12,0.025795703539253367,0.970256739587533,297.8181818181818,0.005572339711312324,0.0006850778326401247,0.005556871661929641,0.0
2023-03-13 14:59:00,MSFT,6.2103223436425505,1.236861723574068e-06,0.17130209977899047,0.018025637192544335,595.6363636363636,0.004543204468510309,0.0011399259299637154,0.004532331683078983,0.0010803556850458504
2023-03-13 14:59:00,SPY,2.574020266456618,6.245570004066487e-08,0.0001002907630005413,0.9369123362348593,893.4545454545454,-0.0008354362163498497,0.0009952029226342539,-0.0008677665021042577,0.007997638955529877
