Date,SPY,AAPL,JPM,XOM
2007-11-26,140.969338,5.216869,26.556486,47.783733
2007-11-27,143.072148,5.285502,27.797012,48.174133
2007-11-28,147.187942,5.449077,28.853754,49.033009
2007-11-29,147.267458,5.572137,28.650276,49.406628
2007-11-30,148.408225,5.509546,29.943331,49.724537
2007-12-03,147.540763,5.407956,29.674202,49.551659
2007-12-04,146.580253,5.43668,28.978462,49.144543
2007-12-05,148.874618,5.608722,29.470732,50.148392
2007-12-06,151.117096,5.743271,30.330584,50.996109
2007-12-07,150.849727,5.874796,30.245245,51.029564
2007-12-10,151.982452,5.872074,31.124771,51.325146
2007-12-11,148.160425,5.700636,30.153364,50.349178
2007-12-12,149.071253,5.770785,30.291197,51.263783
2007-12-13,149.257644,5.800112,30.035204,51.709961
2007-12-14,147.220575,5.756575,29.66765,50.851089
2007-12-17,145.022811,5.575463,29.227877,50.13166
2007-12-18,145.929391,5.532527,28.814373,50.98494
2007-12-19,145.736175,5.536761,28.866882,50.990517
2007-12-20,146.483529,5.660425,28.440252,51.380913
2007-12-21,148.160353,5.863003,28.952208,52.105919
2007-12-24,149.358406,6.010858,29.424784,52.234207
2007-12-26,149.48051,6.015394,29.497004,52.875561
2007-12-27,147.390345,6.003903,28.643723,52.239784
2007-12-28,147.604212,6.042,28.3943,52.981533
2007-12-31,146.595394,5.989088,28.650276,52.250919
2008-01-02,144.508517,5.891123,27.921951,52.150536
2008-01-03,144.50795,5.893844,27.729925,52.329006
2008-01-04,140.960431,5.443937,27.100903,51.353016
2008-01-07,141.416348,5.371069,27.372374,50.873394
2008-01-08,138.868473,5.177862,26.286486,50.220894
2008-01-09,140.769213,5.424283,26.657276,51.063011
2008-01-10,141.890147,5.382558,27.365751,51.118805
2008-01-11,139.969153,5.221405,27.054556,50.360321
2008-01-14,141.489049,5.405538,27.385616,50.655891
2008-01-15,137.967457,5.111042,25.935549,49.646473
2008-01-16,137.211117,4.826826,27.431978,48.257793
2008-01-17,133.229283,4.864621,26.511599,46.796631
2008-01-18,132.426977,4.878832,26.213646,47.449135
2008-01-22,130.965805,4.705884,27.054556,45.98238
2008-01-23,133.774962,4.204879,30.272491,46.540081
2008-01-24,135.121318,4.099959,29.769279,47.962204
2008-01-25,132.980572,3.930942,28.895267,46.81337
2008-01-28,135.314898,3.930942,30.173183,47.477009
2008-01-29,136.153353,3.977204,31.417988,47.449135
2008-01-30,135.514153,3.996553,31.35177,47.560658
2008-01-31,137.805793,4.092705,31.384878,47.794884
2008-02-01,139.488051,4.044024,31.947691,47.934322
2008-02-04,138.033006,3.98053,30.603558,47.649899
2008-02-05,133.637077,3.911288,29.060799,45.792755
2008-02-06,132.674058,3.688756,28.948242,45.419086
2008-02-07,133.751027,3.665776,29.868591,45.867188
2008-02-08,133.190536,3.793975,29.01445,45.766357
2008-02-11,133.978345,3.914011,28.703257,46.612141
2008-02-12,134.955028,3.775229,28.676767,47.261841
2008-02-13,136.837071,3.912498,29.199844,47.88356
2008-02-14,135.009036,3.853843,28.21327,47.917179
2008-02-15,135.129375,3.768273,28.637039,47.816349
2008-02-19,135.018114,3.694196,28.358944,48.734943
2008-02-20,136.148075,3.743784,28.570818,49.345444
2008-02-21,134.448027,3.674846,28.517851,48.684502
2008-02-22,135.51685,3.611955,29.08729,48.824543
2008-02-25,137.384153,3.620423,29.153484,49.92234
2008-02-26,138.331878,3.602583,28.948242,50.34803
2008-02-27,138.23907,3.717782,29.405115,50.067993
2008-02-28,137.021391,3.92792,28.100716,50.062386
2008-02-29,133.327456,3.780066,26.91552,48.734943
2008-03-03,133.402902,3.680591,26.365948,49.14941
2008-03-04,132.945719,3.767973,25.948807,48.555702
2008-03-05,133.705739,3.764042,25.650843,48.835739
2008-03-06,130.794888,3.656404,24.743727,47.334671
2008-03-07,129.701495,3.696314,24.86953,46.203239
2008-03-10,127.711092,3.61891,24.15443,46.186436
2008-03-11,132.433666,3.850515,25.717058,48.550095
2008-03-12,131.284769,3.810602,25.56477,48.152416
2008-03-13,131.959613,3.868354,25.233707,48.757355
2008-03-14,129.234044,3.828142,24.194145,48.118816
2008-03-17,128.101672,3.83177,26.690378,48.05159
2008-03-18,133.509541,4.015906,28.279493,49.552692
2008-03-19,130.285602,3.920663,28.120596,47.289856
2008-03-20,132.746264,4.029512,30.438026,47.609116
2008-03-24,134.777921,4.218787,30.822073,48.141216
2008-03-25,135.08865,4.262628,30.49762,47.721123
2008-03-26,133.911648,4.385989,29.206467,48.314831
2008-03-27,132.405877,4.240556,28.378813,48.281258
2008-03-28,131.35888,4.324007,28.279493,47.732338
2008-03-31,132.108046,4.338821,28.438402,47.373871
2008-04-01,136.845215,4.521145,31.120018,48.740524
2008-04-02,136.607921,4.459463,30.866364,49.580673
2008-04-03,136.785439,4.584033,30.893066,49.41827
2008-04-04,136.895529,4.62848,30.419125,49.703907
2008-04-07,137.109659,4.713444,30.399105,49.804729
2008-04-08,136.45673,4.621222,29.945175,50.191189
2008-04-09,135.364721,4.578894,29.571358,50.2416
2008-04-10,135.975599,4.672925,29.277662,50.157608
2008-04-11,133.218192,4.44888,28.389845,49.636711
2008-04-14,132.770327,4.468231,27.702286,50.2416
2008-04-15,133.381272,4.486374,28.116148,50.857742
2008-04-16,136.417362,4.647226,30.011927,52.028351
2008-04-17,136.504865,4.671113,30.118734,52.302807
2008-04-18,138.976832,4.869156,30.545946,52.650066
2008-04-21,138.764423,5.084434,30.192158,52.795734
2008-04-22,137.546836,4.84376,30.47253,52.868519
2008-04-23,137.947269,4.925094,30.138763,52.773304
2008-04-24,138.833786,5.108019,31.353661,51.865906
2008-04-25,139.734863,5.131905,31.901016,51.78751
2008-04-28,139.593642,5.207798,31.600637,51.781925
2008-04-29,139.054725,5.292759,31.427092,51.412247
2008-04-30,138.526044,5.259499,31.807575,52.129189
2008-05-01,140.9228,5.442425,32.87561,50.2416
2008-05-02,141.377041,5.470847,32.481781,50.191189
2008-05-05,140.749151,5.58544,32.041218,50.135189
2008-05-06,141.828661,5.643796,32.174713,50.448841
2008-05-07,139.321423,5.520735,31.086655,49.748734
2008-05-08,139.837937,5.595417,30.739532,50.370422
2008-05-09,138.929206,5.546738,31.086655,49.970989
2008-05-12,140.460067,5.689148,31.533897,50.17915
2008-05-13,140.437479,5.743574,30.359047,50.454845
2008-05-14,141.022296,5.631699,30.64608,50.584232
2008-05-15,142.536131,5.736618,31.387035,51.366249
2008-05-16,142.716531,5.672822,31.05994,52.137039
2008-05-19,142.849276,5.551274,30.699474,53.087852
2008-05-20,141.528449,5.620817,29.170851,53.200367
2008-05-21,139.27315,5.387699,28.316404,52.699646
2008-05-22,139.662367,5.353231,28.736956,52.047035
2008-05-23,137.823936,5.4778,28.24967,51.028683
2008-05-27,138.764352,5.636841,28.710258,50.522339
2008-05-28,139.33861,5.654377,28.610134,50.876766
2008-05-29,140.095052,5.644702,29.084063,50.26918
2008-05-30,140.307736,5.706986,28.703583,49.937233
2008-06-02,138.843752,5.626863,28.136183,49.402756
2008-06-03,138.048067,5.604791,27.962612,48.221283
2008-06-04,138.070585,5.599349,27.789082,48.243771
2008-06-05,140.761144,5.727547,28.10281,50.246677
2008-06-06,136.447826,5.612953,26.761076,48.828892
2008-06-09,136.561341,5.491104,25.038872,50.111649
2008-06-10,136.230332,5.612953,25.559536,49.447746
2008-06-11,133.968889,5.466917,24.785212,49.852837
2008-06-12,134.41555,5.238636,25.372625,48.980774
2008-06-13,136.429729,5.211727,26.420643,49.712181
2008-06-16,136.440598,5.34688,26.660952,49.504025
2008-06-17,135.521929,5.485662,26.060183,49.858482
2008-06-18,134.214351,5.404633,25.859926,49.413994
2008-06-19,134.750492,5.469638,25.799849,48.26627
2008-06-20,131.595819,5.29941,25.272501,47.771179
2008-06-23,131.602636,5.235614,24.611652,49.340874
2008-06-24,131.233158,5.238334,25.17905,48.902012
2008-06-25,132.005793,5.363509,25.305878,49.284599
2008-06-26,128.170623,5.087459,24.244513,48.615105
2008-06-27,127.697823,5.142791,23.396757,48.693863
2008-06-30,127.865097,5.062665,22.902786,49.582783
2008-07-01,128.380625,5.281569,22.963537,49.706566
2008-07-02,126.051352,5.085041,23.355043,49.177711
2008-07-03,126.19091,5.143697,23.834286,49.661564
2008-07-07,125.136929,5.296084,22.977034,48.918903
2008-07-08,127.32126,5.428818,24.144796,48.350685
2008-07-09,124.437689,5.26857,23.139036,47.433632
2008-07-10,125.30653,5.34053,23.294289,48.418186
2008-07-11,123.927666,5.218074,22.383039,48.091873
2008-07-14,122.810346,5.257384,21.390789,48.058109
2008-07-15,121.476256,5.129183,20.938532,46.240894
2008-07-16,124.53306,5.225029,24.259542,45.464478
2008-07-17,126.030402,5.194796,27.540049,45.194431
2008-07-18,126.065179,4.993424,27.013546,45.875191
2008-07-21,125.999075,5.027894,26.0888,46.685345
2008-07-22,127.699055,4.898787,27.580547,46.617832
2008-07-23,128.216982,5.026986,28.323044,45.565754
2008-07-24,125.266895,4.808383,26.41954,45.458847
2008-07-25,125.788355,4.901811,26.676044,45.96521
2008-07-28,123.454239,4.668392,25.420542,45.391338
2008-07-29,126.342459,4.749424,27.506294,45.515133
2008-07-30,128.453233,4.834082,28.059788,47.473003
2008-07-31,126.793451,4.805963,27.425291,45.250702
2008-08-01,126.087165,4.736724,27.51305,44.851234
2008-08-04,124.96076,4.633015,27.094549,43.095894
2008-08-05,128.554048,4.857062,28.275785,44.080471
2008-08-06,129.043172,4.9644,27.938297,44.069206
2008-08-07,126.746809,4.945652,26.871803,43.568493
2008-08-08,129.766737,5.126461,27.7223,44.288628
2008-08-11,130.696582,5.247708,28.275785,44.198151
2008-08-12,129.132483,5.343555,25.596043,43.474319
2008-08-13,128.798139,5.42126,24.914291,44.2038
2008-08-14,129.514094,5.421865,25.521793,43.796658
2008-08-15,130.054359,5.313621,25.697289,43.581779
2008-08-18,128.107383,5.303039,24.79954,43.276417
2008-08-19,126.929098,5.2468,24.016546,44.079395
2008-08-20,127.72116,5.316645,24.97504,44.565716
2008-08-21,128.046816,5.269779,24.475538,45.436558
2008-08-22,129.506902,5.345368,25.427298,45.408306
2008-08-25,126.973898,5.217168,24.387793,44.509159
2008-08-26,127.441796,5.250125,24.71179,45.210361
2008-08-27,128.476927,5.281268,25.069544,45.504406
2008-08-28,130.395766,5.253148,26.244043,45.905914
2008-08-29,128.618938,5.125857,25.980787,45.244282
2008-09-02,128.098338,5.02487,26.318285,43.723141
2008-09-03,127.902889,5.048152,26.804298,44.118969
2008-09-04,124.096095,4.874598,25.589293,43.055897
2008-09-05,124.647101,4.843153,26.730042,42.761829
2008-09-08,127.212239,4.774821,28.046299,43.412144
2008-09-09,122.890952,4.586149,26.642292,41.427277
2008-09-10,123.648971,4.584033,26.595037,42.552593
2008-09-11,125.386557,4.615479,28.113796,42.727909
2008-09-12,125.651536,4.503305,27.789789,43.824932
2008-09-15,119.760989,4.243879,24.97504,41.421616
2008-09-16,121.849352,4.22937,27.49954,43.219868
2008-09-17,116.138313,3.865029,24.144796,42.569546
2008-09-18,121.180207,4.054305,27.202547,43.966293
2008-09-19,125.337823,4.260511,31.758789,45.018101
2008-09-22,120.551797,3.962388,27.540049,44.605293
2008-09-23,118.670364,3.835094,27.378046,43.932392
2008-09-24,118.437209,3.891638,27.337532,44.124641
2008-09-25,120.764921,3.988997,29.335539,45.617516
2008-09-26,121.174766,3.877426,32.562057,45.606209
2008-09-29,110.53199,3.18261,27.675053,41.879677
2008-09-30,116.52079,3.436589,31.522539,43.915405
2008-10-01,116.008616,3.29932,33.500301,44.435654
2008-10-02,111.354786,3.026593,33.908428,43.824932
2008-10-03,109.853507,2.934979,31.221613,44.073742
2008-10-06,105.62698,2.967331,29.929213,43.723141
2008-10-07,99.573891,2.695816,26.745823,43.016304
2008-10-08,98.500121,2.714863,26.732216,43.542194
2008-10-09,91.00948,2.683116,24.950073,38.452847
2008-10-10,89.94866,2.926815,28.323908,35.263527
2008-10-13,100.347268,3.333787,28.561979,41.325504
2008-10-14,99.815002,3.146931,27.691315,40.974903
2008-10-15,90.819784,2.961586,26.181248,35.257862
2008-10-16,94.675625,3.080716,27.54167,39.272785
2008-10-17,94.089248,2.944956,26.752632,38.475471
2008-10-20,98.567329,2.976402,27.657299,42.405586
2008-10-21,95.537358,2.766264,27.031515,40.43203
2008-10-22,89.737265,2.928933,25.283382,36.513241
2008-10-23,90.871131,2.970053,25.745924,39.804359
2008-10-24,87.74132,2.914117,24.099815,39.040947
2008-10-27,84.95993,2.784405,23.12711,37.372772
2008-10-28,94.107021,3.020847,25.575863,42.332062
2008-10-29,93.079933,3.161142,24.290266,42.21331
2008-10-30,95.49356,3.357371,25.589474,42.439495
2008-10-31,96.957914,3.253059,28.058628,41.913612
2008-11-03,96.713741,3.234009,27.70492,42.009735
2008-11-04,100.653433,3.35586,28.684414,43.81926
2008-11-05,95.420541,3.123348,26.677807,41.670448
2008-11-06,90.663879,2.996358,26.024799,39.561207
2008-11-07,93.302648,2.970355,25.67791,42.057938
2008-11-10,92.137976,2.898999,24.766415,42.097767
2008-11-11,90.112907,2.865437,24.725611,41.318577
2008-11-12,85.495522,2.724841,23.514833,39.202892
2008-11-13,91.398333,2.915931,25.296976,42.888283
2008-11-14,87.618947,2.728469,23.44681,41.904381
2008-11-17,85.370373,2.664974,22.290459,41.733772
2008-11-18,86.234185,2.718491,21.861927,43.411518
2008-11-19,80.997381,2.609038,19.365559,41.756496
2008-11-20,75.587663,2.433671,15.903293,38.964035
2008-11-21,80.359348,2.496864,15.454353,43.11578
2008-11-24,85.534239,2.810408,18.76017,44.816288
2008-11-25,86.104459,2.745401,20.249828,44.423882
2008-11-26,89.163533,2.87239,20.828009,46.004971
2008-11-28,90.020685,2.801942,21.535423,45.58408
2008-12-01,82.031776,2.68886,17.767069,42.262676
2008-12-02,85.293434,2.795894,19.406361,44.139511
2008-12-03,87.530523,2.899603,20.576328,44.890236
2008-12-04,84.985041,2.763845,21.1409,43.377392
2008-12-05,88.066611,2.842156,22.684973,43.565079
2008-12-08,91.441692,3.015103,24.820833,45.271297
2008-12-09,89.343359,3.025383,23.099903,44.475048
2008-12-10,90.408642,2.969448,22.800611,45.538593
2008-12-11,87.869944,2.87239,20.365465,45.510162
2008-12-12,88.483451,2.971262,21.045677,45.754711
2008-12-15,87.372454,2.864833,19.474392,45.470337
2008-12-16,91.828977,2.885392,22.004765,47.284618
2008-12-17,90.958436,2.695816,21.671461,46.101635
2008-12-18,89.061997,2.703978,20.549122,43.792591
2008-12-19,88.596187,2.721213,20.623943,42.666473
2008-12-22,86.980944,2.592409,20.28384,42.603924
2008-12-23,86.151867,2.61176,19.800884,42.711971
2008-12-24,86.690684,2.571244,20.304245,43.098724
2008-12-26,87.153712,2.594525,20.270229,43.900646
2008-12-29,86.85927,2.618714,20.25663,44.372669
2008-12-30,88.994769,2.609038,21.093288,44.696869
2008-12-31,90.25611,2.580616,21.446999,45.402092
2009-01-02,93.143294,2.743889,21.584694,46.431507
2009-01-05,92.710728,2.859692,20.138832,46.425804
2009-01-06,93.434136,2.812525,20.57259,45.669399
2009-01-07,90.685286,2.75175,19.340164,44.503494
2009-01-08,90.996802,2.80285,18.741158,44.981232
2009-01-09,89.060534,2.738749,17.880531,44.11676
2009-01-12,87.053423,2.680697,17.150709,43.53096
2009-01-13,87.211939,2.651972,18.142157,44.315815
2009-01-14,84.307086,2.580012,17.839222,42.711971
2009-01-15,84.422023,2.521052,16.758259,43.599216
2009-01-16,85.058605,2.489305,15.711736,44.418186
2009-01-20,80.573974,2.364432,12.455091,43.388779
2009-01-21,84.090816,2.504423,15.580911,45.077919
2009-01-22,82.819932,2.671626,15.904512,44.492126
2009-01-23,83.264016,2.671626,16.716951,44.384064
2009-01-26,83.725887,2.710328,16.86842,44.702545
2009-01-27,84.63834,2.743284,17.253986,44.884541
2009-01-28,87.484212,2.848202,19.044104,45.072235
2009-01-29,84.597893,2.81192,17.508736,43.792591
2009-01-30,82.67375,2.725143,17.563816,43.496849
2009-02-02,82.629634,2.766868,17.350382,43.61628
2009-02-03,83.936616,2.811314,16.558599,44.429581
2009-02-04,83.373189,2.828549,16.55171,44.167953
2009-02-05,84.739134,2.916536,16.89596,45.373661
2009-02-06,87.046157,3.015103,19.023447,45.922398
2009-02-09,87.178015,3.099461,18.782475,45.430828
2009-02-10,82.911572,2.957958,16.951048,43.521694
2009-02-11,83.604842,2.92742,17.963148,42.629978
2009-02-12,83.768566,3.001497,18.032003,42.995815
2009-02-13,82.943344,2.998173,16.999239,42.635677
2009-02-17,79.194758,2.85818,14.906185,40.74371
2009-02-18,79.135091,2.853343,14.809791,41.120964
2009-02-19,78.240102,2.740564,14.183248,41.246719
2009-02-20,77.367883,2.757495,13.701289,40.715122
2009-02-23,74.700387,2.628993,13.432777,39.611935
2009-02-24,77.679092,2.728771,14.472419,41.206688
2009-02-25,76.874233,2.756285,14.961258,41.183834
2009-02-26,75.685558,2.696722,15.870091,40.555054
2009-02-27,73.915904,2.70035,15.732385,38.811695
2009-03-02,70.49394,2.658926,14.568808,37.102615
2009-03-03,70.046544,2.671928,14.465535,36.788227
2009-03-04,71.725865,2.756588,13.288187,37.542728
2009-03-05,68.700395,2.686139,11.429217,35.564995
2009-03-06,68.800062,2.579105,10.967916,36.599594
2009-03-09,68.130803,2.512889,10.947265,36.908253
2009-03-10,72.431546,2.67979,13.42589,38.520172
2009-03-11,72.631261,2.802244,14.045546,37.594166
2009-03-12,75.580536,2.913208,15.973364,38.382992
2009-03-13,76.163089,2.90051,16.352041,38.411564
2009-03-16,75.898482,2.88509,15.897638,38.280113
2009-03-17,78.320596,3.013289,17.309069,39.491882
2009-03-18,79.944469,3.069527,18.665424,39.537628
2009-03-19,78.91418,3.072552,17.178259,39.057468
2009-03-20,76.805316,3.071645,15.938935,37.777084
2009-03-23,82.253206,3.255176,19.870319,40.31501
2009-03-24,80.595872,3.220101,18.176596,39.657654
2009-03-25,81.37142,3.219799,19.663759,40.103512
2009-03-26,83.267251,3.321996,20.035559,40.715122
2009-03-27,81.591206,3.230684,18.865101,40.000614
2009-03-30,78.75842,3.159328,17.109402,39.228943
2009-03-31,79.790907,3.178376,18.300522,38.926003
2009-04-01,81.125324,3.286317,19.374584,39.571903
2009-04-02,83.457926,3.407865,19.422871,40.154945
2009-04-03,84.270056,3.507038,20.195377,40.263557
2009-04-06,83.572859,3.581419,19.450459,40.040627
2009-04-07,81.633905,3.477106,18.795216,39.274685
2009-04-08,82.595859,3.517016,18.919367,39.417583
2009-04-09,85.733982,3.615282,22.588747,39.920589
2009-04-13,85.957671,3.634934,23.24399,38.880268
2009-04-14,84.237843,3.577186,21.174797,38.697376
2009-04-15,85.293821,3.556927,22.457693,38.948879
2009-04-16,86.619186,3.672126,22.926718,38.531612
2009-04-17,87.04723,3.73169,22.940502,38.154339
2009-04-20,83.332455,3.643402,20.478163,37.319805
2009-04-21,85.098963,3.681498,22.437002,37.857109
2009-04-22,84.463791,3.673939,22.002464,37.01115
2009-04-23,85.300911,3.791556,22.906021,37.559879
2009-04-24,86.729811,3.746202,23.023283,38.051464
2009-04-27,85.859417,3.771299,22.60943,37.799946
2009-04-28,85.627627,3.746202,22.616329,38.342972
2009-04-29,87.484633,3.783695,23.781977,39.12035
2009-04-30,87.406469,3.804558,22.761185,38.10862
2009-05-01,87.878646,3.847191,22.409412,38.874569
2009-05-04,90.847186,3.993229,24.685534,38.983154
2009-05-05,90.514893,4.012579,24.016493,38.668785
2009-05-06,92.11867,4.006231,25.67185,39.200378
2009-05-07,90.911671,3.90222,24.306177,39.400436
2009-05-08,93.093191,3.906151,26.858196,40.469326
2009-05-11,91.129184,3.917639,24.713123,39.831074
2009-05-12,91.044443,3.761925,24.388943,40.722336
2009-05-13,88.640917,3.612862,23.485397,40.118565
2009-05-14,89.565582,3.717477,24.513103,40.112831
2009-05-15,88.562391,3.701454,24.078568,39.739048
2009-05-18,91.25167,3.829351,25.699432,40.538338
2009-05-19,91.109661,3.853539,24.699326,40.549824
2009-05-20,90.650896,3.805768,23.830261,40.026577
2009-05-21,89.164263,3.754668,24.071665,39.325039
2009-05-22,89.032202,3.703874,23.733698,39.578064
2009-05-26,91.36393,3.954223,25.202826,40.141575
2009-05-27,89.654532,4.02286,23.906137,39.273304
2009-05-28,91.045913,4.083936,25.2787,39.808064
2009-05-29,92.275382,4.10631,25.451134,39.87706
2009-06-01,94.650567,4.213344,24.906244,41.262856
2009-06-02,94.841607,4.217578,23.795774,41.929859
2009-06-03,93.562874,4.261722,23.437115,41.44685
2009-06-04,94.649869,4.34608,24.382048,41.964355
2009-06-05,94.417645,4.374199,23.830261,41.958595
2009-06-08,94.342025,4.349404,24.409643,42.073612
2009-06-09,94.675874,4.315238,24.319977,42.044868
2009-06-10,94.351986,4.240556,24.030277,42.458862
2009-06-11,94.949645,4.231486,24.099257,42.579632
2009-06-12,95.083646,4.141383,24.230305,42.424366
2009-06-15,92.835845,4.114776,23.450909,41.8666
2009-06-16,91.661182,4.122638,23.106043,41.188068
2009-06-17,91.536741,4.099354,22.574942,41.067337
2009-06-18,92.315292,4.108428,23.568165,41.078838
2009-06-19,92.081909,4.217275,24.140644,40.854588
2009-06-22,89.291108,4.153477,22.671513,39.583817
2009-06-23,89.498062,4.051886,23.154322,39.647057
2009-06-24,90.08396,4.118706,23.078451,39.359554
2009-06-25,92.015415,4.228765,23.547472,40.181831
2009-06-26,91.898682,4.306773,23.76129,39.704552
2009-06-29,92.73362,4.292562,23.864744,40.584335
2009-06-30,91.950673,4.306469,23.526779,40.19907
2009-07-01,92.36146,4.318563,23.326466,40.572842
2009-07-02,89.672785,4.233601,22.29034,39.382549
2009-07-06,89.904481,4.190969,22.518293,39.158302
2009-07-07,88.136209,4.093915,22.663343,38.272789
2009-07-08,88.041307,4.148942,22.594273,38.100288
2009-07-09,88.353854,4.12294,23.222853,37.933529
2009-07-10,87.997874,4.188251,22.338701,37.444763
2009-07-13,90.1985,4.303749,23.975763,37.778282
2009-07-14,90.676585,4.301632,23.968863,38.077259
2009-07-15,93.362708,4.44102,25.046417,39.353813
2009-07-16,94.171913,4.460369,24.956625,39.365292
2009-07-17,94.134366,4.588267,25.481594,39.399799
2009-07-20,95.209061,4.623339,25.543753,39.641308
2009-07-21,95.555084,4.581009,25.516119,40.52108
2009-07-22,95.521597,4.739142,25.440147,40.245079
2009-07-23,97.743399,4.771798,26.351933,41.176582
2009-07-24,98.039706,4.837409,26.193054,41.567593
2009-07-27,98.33071,4.840735,26.338116,41.832108
2009-07-28,98.075278,4.837712,26.30357,41.337597
2009-07-29,97.640507,4.838617,26.089437,41.073093
2009-07-30,98.81205,4.922068,26.572968,40.664837
2009-07-31,98.883821,4.94021,26.6973,40.47509
2009-08-03,100.397934,5.032128,27.353508,40.624569
2009-08-04,100.702333,5.005519,27.774866,40.595825
2009-08-05,100.443441,4.992217,28.859329,40.268059
2009-08-06,99.893975,4.955933,28.147858,40.095589
2009-08-07,101.234066,5.004309,29.259964,39.946075
2009-08-10,100.899053,4.980423,29.487913,39.779301
2009-08-11,99.656726,4.923279,28.486334,39.414848
2009-08-12,100.838215,4.998263,29.156342,39.981796
2009-08-13,101.536812,5.092297,29.632959,39.773537
2009-08-14,100.67313,5.04271,29.32214,39.461124
2009-08-17,98.258667,4.825315,28.134047,38.500778
2009-08-18,99.269299,4.958653,28.804071,38.466061
2009-08-19,99.960971,4.976794,28.60376,39.339642
2009-08-20,101.056625,5.029103,29.301411,39.680962
2009-08-21,102.949351,5.116485,30.157932,40.450405
2009-08-24,102.894608,5.111647,29.708948,41.248768
2009-08-25,103.137751,5.121926,30.102682,40.890087
2009-08-26,103.160049,5.061759,29.90926,41.289261
2009-08-27,103.457378,5.123439,30.012873,40.994225
2009-08-28,103.266021,5.141578,29.646786,40.566109
2009-08-31,102.439484,5.085947,30.019775,40.004932
2009-09-01,100.18683,4.99796,28.783344,39.576843
2009-09-02,99.882963,4.994331,28.223845,39.443771
2009-09-03,100.738625,5.035754,29.08728,39.490055
2009-09-04,102.059528,5.149441,29.246145,40.022289
2009-09-08,102.97412,5.228658,29.384306,40.872742
2009-09-09,103.776723,5.174538,29.605337,40.785942
2009-09-10,104.853816,5.217472,29.715853,40.872742
2009-09-11,104.734018,5.205378,29.356663,40.485115
2009-09-14,105.396393,5.252547,30.220097,40.496704
2009-09-15,105.726098,5.296084,29.833279,40.201633
2009-09-16,107.341106,5.498966,30.841774,40.69339
2009-09-17,107.028625,5.579998,31.055893,40.404106
2009-09-18,106.801852,5.594209,31.04899,40.490898
2009-09-21,106.43892,5.563973,30.772711,40.247917
2009-09-22,107.14177,5.577882,32.098927,40.398342
2009-09-23,106.062923,5.608722,31.124979,39.918152
2009-09-24,105.072547,5.557926,30.648357,39.87767
2009-09-25,104.431949,5.514084,30.15103,39.744595
2009-09-28,106.30993,5.628374,30.952295,40.259483
2009-09-29,106.075186,5.605092,31.00065,39.958672
2009-09-30,105.73223,5.604187,30.268457,39.692539
2009-10-01,103.010501,5.468427,28.576122,38.917309
2009-10-02,102.550109,5.590579,28.949581,38.518135
2009-10-05,104.076007,5.624444,30.291248,39.096653
2009-10-06,105.503488,5.745083,31.058897,39.721462
2009-10-07,105.84471,5.75234,31.605255,39.727242
2009-10-08,106.634272,5.722711,31.328615,39.947086
2009-10-09,107.236722,5.758992,31.708984,40.074356
2009-10-12,107.706442,5.769274,31.868055,40.571884
2009-10-13,107.413514,5.745386,31.577578,40.647099
2009-10-14,109.300132,5.783786,32.614964,41.561157
2009-10-15,109.753354,5.761714,32.614964,42.197548
2009-10-16,108.865636,5.685822,31.854227,42.301689
2009-10-19,109.887319,5.740549,31.798899,42.590939
2009-10-20,109.204769,6.009647,31.833467,42.243835
2009-10-21,108.254371,6.195898,30.879095,42.411617
2009-10-22,109.411849,6.204363,31.612169,43.065331
2009-10-23,108.080704,6.166268,31.280197,42.562008
2009-10-26,106.816327,6.122124,30.305082,42.365322
2009-10-27,106.465592,5.96762,30.360392,43.337231
2009-10-28,104.401976,5.817347,29.516666,42.718224
2009-10-29,106.757954,5.936779,30.671614,42.787655
2009-10-30,103.767298,5.699429,28.887348,41.462811
2009-11-02,104.435817,5.72392,29.447519,41.740498
2009-11-03,104.688946,5.706986,29.530512,41.503296
2009-11-04,104.835171,5.769274,29.191624,41.248768
2009-11-05,106.858469,5.866631,30.339664,41.943001
2009-11-06,107.13891,5.876004,30.069952,41.989277
2009-11-09,109.542404,6.091281,30.671614,42.390778
2009-11-10,109.562368,6.137241,30.54714,42.251137
2009-11-11,110.111311,6.145405,30.650873,42.425697
2009-11-12,108.999576,6.107309,29.945452,41.837978
2009-11-13,109.623396,6.181688,29.668819,42.169674
2009-11-16,111.226566,6.247601,29.765657,43.310181
2009-11-17,111.341357,6.25879,29.848637,43.659306
2009-11-18,111.305947,6.227344,30.000788,43.798962
2009-11-19,109.816527,6.062558,29.426769,43.438175
2009-11-20,109.483111,6.044722,29.364536,43.281052
2009-11-23,110.973418,6.224925,29.931622,44.049168
2009-11-24,110.921181,6.181386,29.378359,44.20628
2009-11-25,111.432723,6.173828,29.157057,44.497219
2009-11-27,109.545072,6.06498,28.583046,43.5662
2009-11-30,109.969752,6.044419,29.385269,43.682587
2009-12-01,111.297522,5.955524,29.198538,44.247036
2009-12-02,111.349362,5.933151,28.997992,44.101536
2009-12-03,110.421455,5.94071,28.631464,43.63604
2009-12-04,111.026882,5.845165,28.866592,43.205421
2009-12-07,110.758949,5.713035,28.52771,42.926128
2009-12-08,109.641737,5.74085,28.500053,42.448975
2009-12-09,110.053759,5.980621,28.486216,42.355869
2009-12-10,110.704063,5.939198,28.541546,42.128929
2009-12-11,111.127897,5.885982,28.32715,42.379147
