Date,SPY,AAPL,JPM,XOM
2004-07-16,110.52,0.486795,21.117661,23.902536
2004-07-19,110.47,0.483318,21.194195,23.939037
2004-07-20,111.25,0.486795,21.429682,23.939037
2004-07-21,109.78,0.478027,21.67695,23.558298
2004-07-22,110.08,0.478933,21.653402,23.673046
2004-07-23,109.02,0.464118,21.506216,23.636534
2004-07-26,108.8,0.472584,21.470892,23.641764
2004-07-27,109.88,0.490272,21.729937,23.683472
2004-07-28,109.96,0.487853,21.824133,23.89208
2004-07-29,110.49,0.493446,21.865343,24.006826
2004-07-30,110.62,0.488911,21.977205,24.147652
2004-08-02,111.11,0.477422,22.024303,24.121576
2004-08-03,110.42,0.473037,21.824133,24.455366
2004-08-04,110.33,0.480597,21.906555,24.116362
2004-08-05,108.54,0.474549,21.359035,23.902536
2004-08-06,106.87,0.45021,21.247183,23.532232
2004-08-09,107.0,0.45807,21.235415,23.761702
2004-08-10,108.38,0.476515,21.777039,23.620897
2004-08-11,108.12,0.468804,21.724047,23.6786
2004-08-12,106.86,0.459129,21.700506,23.379547
2004-08-13,107.03,0.466234,21.706388,23.568413
2004-08-16,108.49,0.465327,22.21858,23.657612
2004-08-17,108.74,0.466688,22.330441,23.274601
2004-08-18,110.11,0.479841,22.560036,23.510712
2004-08-19,109.71,0.464269,22.371649,23.657612
2004-08-20,110.43,0.46563,22.754326,23.741564
2004-08-23,110.17,0.469863,22.695444,23.605158
2004-08-24,110.22,0.483015,22.719006,23.531698
2004-08-25,111.11,0.499645,23.219408,23.710091
2004-08-26,111.12,0.523985,23.225311,23.741564
2004-08-27,111.4,0.519298,23.384264,23.841248
2004-08-30,110.55,0.515821,23.019245,23.6786
2004-08-31,111.06,0.521415,23.301842,24.187536
2004-09-01,111.26,0.542126,23.113451,24.365932
2004-09-02,112.51,0.539103,23.46669,24.649242
2004-09-03,112.04,0.532602,23.460794,24.691216
2004-09-07,112.81,0.540614,23.472567,24.738449
2004-09-08,112.33,0.549534,23.178213,24.696474
2004-09-09,112.54,0.539707,23.396032,24.911577
2004-09-10,113.09,0.542277,23.431356,24.853868
2004-09-13,113.31,0.538044,23.054579,24.922083
2004-09-14,113.56,0.536533,23.248857,24.90634
2004-09-15,112.77,0.532148,23.007475,24.885361
2004-09-16,113.09,0.549534,23.301842,24.948318
2004-09-17,113.12,0.561477,23.343056,25.378544
2004-09-20,112.49,0.570094,23.184088,25.2946
2004-09-21,113.2,0.574629,23.607969,25.96619
2004-09-22,111.62,0.558151,23.460794,25.635641
2004-09-23,111.13,0.563443,23.231195,25.058496
2004-09-24,111.3,0.563745,23.401926,25.095226
2004-09-27,110.64,0.567373,23.036909,25.163431
2004-09-28,111.32,0.575083,23.184088,25.462503
2004-09-29,111.8,0.584758,23.360718,25.263119
2004-09-30,111.78,0.585816,23.390144,25.357569
2004-10-01,113.47,0.584607,23.749275,25.651377
2004-10-04,113.85,0.586422,23.606781,25.667124
2004-10-05,113.78,0.59519,23.428658,25.876987
2004-10-06,114.58,0.614389,23.446478,26.249523
2004-10-07,113.44,0.598969,23.470213,26.097342
2004-10-08,112.59,0.590503,23.541468,26.149834
2004-10-11,112.82,0.583398,23.381155,26.123589
2004-10-12,112.56,0.578862,23.458342,25.903221
2004-10-13,111.75,0.600934,23.298038,25.436266
2004-10-14,110.71,0.680001,22.876493,25.55694
2004-10-15,111.2,0.687862,23.001177,25.719587
2004-10-18,111.79,0.721878,23.155531,25.577932
2004-10-19,110.7,0.716889,22.549936,25.347086
2004-10-20,110.75,0.717645,22.116508,25.640884
2004-10-21,111.04,0.724749,22.383692,25.609407
2004-10-22,109.96,0.716737,22.247131,25.551695
2004-10-25,109.87,0.718854,21.97995,25.609407
2004-10-26,111.5,0.725203,22.259007,25.913717
2004-10-27,112.95,0.760427,22.573689,25.682871
2004-10-28,113.19,0.789,22.846806,25.504473
2004-10-29,113.47,0.792175,22.918049,25.824528
2004-11-01,113.5,0.792931,22.858681,25.614653
2004-11-02,113.51,0.808805,22.888361,25.41003
2004-11-03,114.8,0.836168,23.066477,25.850758
2004-11-04,116.65,0.823166,23.53553,26.333456
2004-11-05,117.1,0.827249,23.363346,26.438396
2004-11-08,116.98,0.822108,23.321789,26.322973
2004-11-09,116.95,0.81712,23.22085,26.011745
2004-11-10,116.85,0.827703,23.125868,26.201628
2004-11-11,117.91,0.836017,23.262407,26.196363
2004-11-12,118.99,0.83904,23.256468,26.597273
2004-11-15,118.62,0.83511,23.250544,26.154165
2004-11-16,117.79,0.830574,22.840862,26.064472
2004-11-17,118.46,0.82997,22.72212,26.375719
2004-11-18,118.62,0.837377,22.454941,26.40209
2004-11-19,117.3,0.834052,22.21744,26.576174
2004-11-22,117.99,0.927481,22.294634,26.855757
2004-11-23,117.96,0.92627,22.300573,27.008736
2004-11-24,118.45,0.968299,22.383692,27.161724
2004-11-26,118.55,0.975857,22.37775,27.246124
2004-11-29,118.17,1.034666,22.152136,27.098412
2004-11-30,117.69,1.013652,22.354004,27.035112
2004-12-01,119.48,1.024839,22.728048,26.982368
2004-12-02,119.38,0.985835,22.823053,26.465399
2004-12-03,119.46,0.947587,22.597441,26.518156
2004-12-06,119.38,0.994452,22.633059,26.449562
2004-12-07,118.06,0.950762,22.448999,26.217449
2004-12-08,118.66,0.956657,22.294634,26.386267
2004-12-09,119.31,0.967391,22.37775,26.544523
2004-12-10,119.18,0.984928,22.342131,26.454849
2004-12-13,120.26,0.981299,22.710241,26.729149
2004-12-14,120.73,0.987045,23.001177,26.723877
2004-12-15,120.98,0.986591,23.173344,26.644751
2004-12-16,120.73,1.006849,23.113983,26.428467
2004-12-17,119.26,0.982509,22.87055,26.270226
2004-12-20,119.31,0.948192,22.918049,26.934896
2004-12-21,120.39,0.962856,23.197104,27.267206
2004-12-22,120.85,0.963762,23.173344,27.056206
2004-12-23,120.9,0.967694,23.250544,27.414919
2004-12-27,120.38,0.954843,23.161474,26.839924
2004-12-28,121.24,0.970263,23.280216,26.929604
2004-12-29,121.25,0.974194,23.250544,26.971807
2004-12-30,121.27,0.979637,23.203041,26.919067
2004-12-31,121.1,0.973589,23.161474,27.040392
2005-01-03,120.12,0.956809,23.244608,26.423187
2005-01-04,118.73,0.966635,23.005033,26.243837
2005-01-05,118.31,0.975101,23.052944,26.106695
2005-01-06,118.75,0.975857,23.184706,26.439026
2005-01-07,118.58,1.046911,22.999041,26.264935
2005-01-10,118.99,1.042527,22.921186,26.365168
2005-01-11,118.27,0.976008,22.69957,26.2966
2005-01-12,118.76,0.989614,22.753475,26.686956
2005-01-13,117.73,1.055226,22.621717,26.66585
2005-01-14,118.44,1.061273,22.645664,26.940153
2005-01-18,119.58,1.068076,22.999041,27.166994
2005-01-19,118.46,1.056435,22.663645,26.929604
2005-01-20,117.54,1.065203,22.310265,26.755537
2005-01-21,116.79,1.065657,22.07069,26.607819
2005-01-24,116.38,1.069738,22.088657,26.971807
2005-01-25,116.84,1.089241,22.076679,27.077318
2005-01-26,117.41,1.092265,22.058712,27.272491
2005-01-27,117.47,1.09816,22.010796,27.298866
2005-01-28,117.16,1.118418,22.160532,27.045662
2005-01-31,118.14,1.162562,22.358179,27.219734
2005-02-01,118.96,1.172086,22.459997,28.100683
2005-02-02,119.35,1.203834,22.471973,28.448847
2005-02-03,119.06,1.176319,22.394123,28.760082
2005-02-04,120.37,1.191891,22.573782,29.166279
2005-02-07,120.24,1.193403,22.741489,29.224295
2005-02-08,120.32,1.223034,22.615715,29.568874
2005-02-09,119.32,1.190379,22.459997,29.441629
2005-02-10,119.83,1.184635,22.430054,29.865709
2005-02-11,120.68,1.227721,22.448025,29.743793
2005-02-14,120.78,1.279423,22.459997,30.125463
2005-02-15,121.19,1.336569,22.48995,30.17317
2005-02-16,121.22,1.362571,22.358179,31.000132
2005-02-17,120.27,1.327498,22.028763,30.814594
2005-02-18,120.35,1.312381,21.867052,31.493109
2005-02-22,118.62,1.289401,21.519669,30.878206
2005-02-23,119.29,1.333848,21.849096,31.498404
2005-02-24,120.27,1.34443,21.968861,32.404873
2005-02-25,121.39,1.345337,22.142565,33.533985
2005-02-28,120.62,1.356373,21.891016,33.560497
2005-03-01,121.3,1.345489,22.214441,32.919079
2005-03-02,121.31,1.333998,22.154549,33.226532
2005-03-03,121.35,1.263549,22.166517,33.42268
2005-03-04,122.51,1.294391,22.465986,33.698322
2005-03-07,122.83,1.292576,22.36417,33.396187
2005-03-08,122.26,1.225453,22.124594,33.449173
2005-03-09,121.03,1.189775,21.843094,32.224659
2005-03-10,121.26,1.204288,21.777218,32.00201
2005-03-11,120.37,1.217591,21.627489,32.362476
2005-03-14,121.05,1.219103,21.831108,32.484398
2005-03-15,120.14,1.238454,21.711332,31.991405
2005-03-16,119.19,1.245106,21.711332,31.959602
2005-03-17,119.4,1.277458,21.651442,32.595722
2005-03-18,118.88,1.298926,21.567591,33.210629
2005-03-21,118.29,1.3213,21.435825,32.945591
2005-03-22,117.09,1.294995,20.998602,32.282959
2005-03-23,117.17,1.286529,20.920753,31.85358
2005-03-24,117.06,1.285017,20.920753,31.275776
2005-03-28,117.35,1.285925,20.872831,31.217461
2005-03-29,116.48,1.26234,20.711111,30.888805
2005-03-30,118.1,1.294088,20.93272,31.402996
2005-03-31,118.02,1.259921,20.723093,31.593822
2005-04-01,117.25,1.236337,20.513468,32.097435
2005-04-04,117.58,1.242385,20.428782,32.150429
2005-04-05,118.11,1.266573,20.91877,31.837683
2005-04-06,118.4,1.279877,20.979267,32.282959
2005-04-07,119.12,1.317066,21.051857,32.256458
2005-04-08,118.12,1.322509,20.87039,31.811172
2005-04-11,118.12,1.26748,20.942972,31.959602
2005-04-12,118.79,1.289854,21.197046,32.033817
2005-04-13,117.4,1.240873,20.912727,31.355303
2005-04-14,116.23,1.126582,20.682846,31.143234
2005-04-15,114.29,1.068832,20.525564,29.786207
2005-04-18,114.62,1.076996,20.955063,30.348091
2005-04-19,115.3,1.121443,21.142603,31.079634
2005-04-20,113.78,1.073669,21.02766,30.289797
2005-04-21,116.03,1.124163,21.197046,31.424206
2005-04-22,115.25,1.073367,21.0942,31.498404
2005-04-25,116.24,1.118116,21.275686,31.784672
2005-04-26,115.21,1.09423,21.221252,31.418896
2005-04-27,115.69,1.086974,21.475315,30.947132
2005-04-28,114.41,1.074577,21.184938,29.685484
2005-04-29,115.77,1.090299,21.469267,30.231493
2005-05-02,116.3,1.101486,21.517654,30.607845
2005-05-03,116.2,1.094835,21.475315,29.950541
2005-05-04,117.67,1.123256,21.83828,30.337496
2005-05-05,117.37,1.109045,21.717293,30.63965
2005-05-06,117.25,1.125977,21.541868,30.533644
2005-05-09,118.0,1.117814,21.75359,30.750977
2005-05-10,116.74,1.101184,21.257549,30.337496
2005-05-11,117.29,1.076694,21.354332,30.523979
2005-05-12,116.13,1.031945,21.070011,29.207964
2005-05-13,115.61,1.051296,20.846188,28.611235
2005-05-16,116.79,1.074879,21.015556,28.42477
2005-05-17,117.61,1.069134,21.299885,28.696487
2005-05-18,118.81,1.083647,21.808033,28.584593
2005-05-19,119.36,1.13535,21.892729,29.213303
2005-05-20,119.18,1.13535,21.814085,28.776407
2005-05-23,119.64,1.202171,21.723343,29.170671
2005-05-24,119.66,1.200357,21.71125,29.325176
2005-05-25,119.26,1.202776,21.723343,29.66617
2005-05-26,120.03,1.231802,21.741489,29.95389
2005-05-27,120.16,1.226359,21.656803,30.262909
2005-05-31,119.43,1.202171,21.626558,29.94323
2005-06-01,120.55,1.218499,21.632601,30.44939
2005-06-02,120.75,1.210637,21.620497,30.53997
2005-06-03,119.92,1.156213,21.505562,30.44939
2005-06-06,120.08,1.146538,21.481371,30.689157
2005-06-07,120.06,1.104813,21.463223,30.609222
2005-06-08,119.82,1.116301,21.578152,30.225615
2005-06-09,120.45,1.138374,21.475315,31.136705
2005-06-10,120.17,1.082741,21.432978,31.104753
2005-06-13,120.47,1.085462,21.475315,31.142033
2005-06-14,120.78,1.088485,21.53581,31.195293
2005-06-15,121.05,1.122651,21.60236,31.56826
2005-06-16,121.49,1.148352,21.717293,32.031792
2005-06-17,121.6,1.158329,21.826189,32.442047
2005-06-20,121.51,1.137164,21.808033,32.42075
2005-06-21,121.27,1.144724,21.801992,31.706791
2005-06-22,121.3,1.165586,21.935072,31.792036
2005-06-23,120.01,1.175867,21.735437,31.445719
2005-06-24,119.09,1.141699,21.517654,30.98218
2005-06-27,119.0,1.121745,21.52977,31.594915
2005-06-28,120.11,1.128094,21.729391,31.483015
2005-06-29,119.96,1.099672,21.75359,31.136705
2005-06-30,119.11,1.112976,21.366426,30.619894
2005-07-01,119.43,1.103603,21.415295,31.06744
2005-07-05,120.49,1.148352,21.360323,32.042446
2005-07-06,119.51,1.130512,21.134319,31.49366
2005-07-07,119.81,1.13777,21.048809,31.71212
2005-07-08,121.21,1.156515,21.26259,31.648169
2005-07-11,121.97,1.151979,21.354216,31.951874
2005-07-12,122.25,1.156213,21.531351,31.90925
2005-07-13,122.37,1.159539,21.677942,31.840002
2005-07-14,122.69,1.232104,21.800116,31.216619
2005-07-15,122.83,1.256293,21.90395,30.987526
2005-07-18,122.15,1.254479,21.690165,30.98218
2005-07-19,122.97,1.30588,21.506916,31.317844
2005-07-20,123.57,1.319183,21.476376,31.435057
2005-07-21,122.75,1.308903,21.622978,30.843666
2005-07-22,123.42,1.330371,21.745131,31.701452
2005-07-25,122.96,1.324626,21.647406,31.93589
2005-07-26,123.17,1.319183,21.604652,31.754745
2005-07-27,123.74,1.330068,21.592432,31.754745
2005-07-28,124.47,1.324324,21.659622,31.967859
2005-07-29,123.52,1.289552,21.464169,31.301863
2005-08-01,123.64,1.292576,21.561893,31.557613
2005-08-02,124.51,1.30588,21.71459,31.866634
2005-08-03,124.63,1.306786,21.751251,31.435057
2005-08-04,123.72,1.291366,21.659622,31.179325
2005-08-05,122.78,1.299833,21.531351,30.95022
2005-08-08,122.45,1.289552,21.372534,31.355139
2005-08-09,123.28,1.324928,21.396975,31.680149
2005-08-10,123.11,1.311625,21.256479,32.070988
2005-08-11,123.99,1.330371,21.26259,32.63319
2005-08-12,123.25,1.393866,20.95718,32.686726
2005-08-15,123.62,1.441638,21.164858,32.349426
2005-08-16,122.17,1.398401,21.122099,31.626612
2005-08-17,122.29,1.425614,21.048809,31.150108
2005-08-18,122.18,1.399912,21.170965,31.112614
2005-08-19,122.25,1.385702,21.097668,31.492748
2005-08-22,122.46,1.386911,21.07934,31.626612
2005-08-23,122.04,1.382981,20.981613,31.589123
2005-08-24,121.25,1.383888,20.676199,31.524893
2005-08-25,121.53,1.392656,20.841125,31.685493
2005-08-26,120.8,1.382981,20.554035,31.273243
2005-08-29,121.54,1.386005,20.712852,31.278593
2005-08-30,121.17,1.408076,20.511282,31.380322
2005-08-31,122.39,1.417752,20.700636,32.070988
2005-09-01,122.52,1.398704,20.804468,33.024036
2005-09-02,122.17,1.397493,20.835014,32.488621
2005-09-06,123.71,1.475502,21.115995,32.692074
2005-09-07,124.02,1.471873,21.311451,32.906239
2005-09-08,123.56,1.505133,21.158743,32.820583
2005-09-09,124.54,1.551394,21.268702,33.837856
2005-09-12,124.45,1.554115,21.115995,33.473785
2005-09-13,123.55,1.536578,20.859449,33.125751
2005-09-14,123.15,1.499993,20.914425,33.447014
2005-09-15,123.21,1.507854,20.847231,33.441643
2005-09-16,123.7,1.54837,21.372534,34.105568
2005-09-19,123.02,1.591607,21.128208,34.603474
2005-09-20,122.05,1.608237,21.091558,34.549946
2005-09-21,120.94,1.575582,20.773933,34.785538
2005-09-22,121.41,1.569232,20.920528,34.790894
2005-09-23,121.47,1.608539,20.810579,34.175156
2005-09-26,121.51,1.62789,20.718954,34.587429
2005-09-27,121.51,1.615795,20.694529,34.598152
2005-09-28,121.66,1.544439,20.718954,34.640965
2005-09-29,122.74,1.582537,20.981613,34.694504
2005-09-30,122.85,1.620936,20.725071,34.019897
2005-10-03,122.64,1.646031,20.841125,33.45771
2005-10-04,121.43,1.625169,20.730068,32.419025
2005-10-05,119.67,1.59584,20.637526,31.562355
2005-10-06,119.18,1.563186,20.767092,31.358913
2005-10-07,119.62,1.551091,20.915155,31.910374
2005-10-10,118.77,1.522972,20.680719,31.321428
2005-10-11,118.53,1.55986,20.551157,31.803286
2005-10-12,117.82,1.489108,20.526478,31.557005
2005-10-13,117.74,1.624866,20.822618,31.139395
2005-10-14,118.71,1.632727,21.026224,31.396376
2005-10-17,119.06,1.615795,20.976856,31.514175
2005-10-18,117.87,1.578605,20.834959,30.143518
2005-10-19,119.64,1.66115,21.427242,30.609337
2005-10-20,117.85,1.697432,21.439581,29.554583
2005-10-21,118.03,1.682919,21.674032,29.645592
2005-10-24,120.01,1.717085,22.062712,30.438004
2005-10-25,119.72,1.696222,22.038046,30.625401
2005-10-26,119.21,1.724342,22.27248,30.089983
2005-10-27,117.98,1.675361,22.229298,29.768744
2005-10-28,119.94,1.646938,22.48225,30.148888
2005-10-31,120.8,1.741274,22.593313,30.057869
2005-11-01,120.37,1.738552,22.73521,30.197054
2005-11-02,121.58,1.81263,22.951143,30.721777
2005-11-03,122.14,1.870077,22.883287,31.358913
2005-11-04,122.16,1.848913,23.019018,31.000191
2005-11-07,122.43,1.821096,23.247293,30.571848
2005-11-08,122.07,1.811119,23.037519,30.873205
2005-11-09,122.28,1.817468,23.27198,30.943178
2005-11-10,123.33,1.849819,23.642153,30.378119
2005-11-11,123.71,1.860704,23.605131,30.415796
2005-11-14,123.62,1.857984,23.524925,30.485744
2005-11-15,123.16,1.883079,23.278147,30.367359
2005-11-16,123.4,1.963809,23.327501,30.770973
2005-11-17,124.56,1.950808,23.401529,30.878597
2005-11-18,125.12,1.952015,23.463236,31.346779
2005-11-21,125.78,1.964111,23.33367,31.949499
2005-11-22,126.42,2.011278,23.568121,32.105564
2005-11-23,126.87,2.029117,23.925953,32.218571
2005-11-25,127.13,2.096544,23.975315,32.347725
2005-11-28,126.07,2.106219,23.999987,31.610487
2005-11-29,126.1,2.059052,24.037012,31.395227
2005-11-30,125.34,2.050585,23.598957,31.228388
2005-12-01,126.85,2.164876,23.796394,31.938734
2005-12-02,126.89,2.196019,24.055525,31.788069
2005-12-05,126.6,2.171528,23.969151,32.024841
2005-12-06,126.76,2.238954,23.969151,32.121716
2005-12-07,126.16,2.235929,23.734697,31.761164
2005-12-08,126.02,2.23986,23.845757,31.9764
2005-12-09,126.37,2.247419,24.135733,31.481312
2005-12-12,126.48,2.264956,24.154232,31.675047
2005-12-13,127.19,2.267072,24.31465,31.782675
2005-12-14,127.72,2.177273,24.401026,32.213188
2005-12-15,127.55,2.182413,24.419535,32.014072
2005-12-16,126.52,2.15006,24.549093,31.244526
2005-12-19,125.78,2.158224,24.431875,31.050787
2005-12-20,125.75,2.180296,24.431875,31.174578
2005-12-21,126.07,2.222324,24.573772,30.996992
2005-12-22,126.63,2.238046,24.709501,30.727921
2005-12-23,126.71,2.217788,24.802053,30.727921
2005-12-27,125.5,2.244395,24.740351,30.065996
2005-12-28,125.68,2.22444,24.623135,30.270502
2005-12-29,125.31,2.160342,24.592289,30.265121
2005-12-30,124.7,2.173644,24.487394,30.22744
2006-01-03,126.76,2.260118,24.795879,31.465174
2006-01-04,127.25,2.266769,24.652769,31.51899
2006-01-05,127.25,2.248932,24.727436,31.362928
2006-01-06,128.48,2.306984,24.901659,31.981783
2006-01-09,128.95,2.299424,25.306108,31.965651
2006-01-10,128.91,2.444858,25.343443,32.213188
2006-01-11,129.37,2.536775,25.324772,32.433823
2006-01-12,128.56,2.548567,24.858095,32.094799
2006-01-13,128.71,2.587874,24.839428,32.810532
2006-01-17,128.25,2.561266,24.708767,33.117264
