ticker,regime,date,log_return
AAPL,crisis,2007-01-03,-0.012334075502825424
AAPL,crisis,2007-01-04,0.021953201244207774
AAPL,crisis,2007-01-05,-0.007146740235304017
AAPL,crisis,2007-01-08,0.004926121202427782
AAPL,crisis,2007-01-09,0.07979951825971351
AAPL,crisis,2007-01-10,0.04674582416019389
AAPL,crisis,2007-01-11,-0.012448007373208522
AAPL,crisis,2007-01-12,-0.012393770990082096
AAPL,crisis,2007-01-16,0.02587198132394421
AAPL,crisis,2007-01-17,-0.02239033806559694
AAPL,crisis,2007-01-18,-0.06392825577206439
AAPL,crisis,2007-01-19,-0.006419896915330374
AAPL,crisis,2007-01-22,-0.019511129760623733
AAPL,crisis,2007-01-23,-0.01263861758087389
AAPL,crisis,2007-01-24,0.011601174805008066
AAPL,crisis,2007-01-25,-0.0052041867890318
AAPL,crisis,2007-01-26,-0.01013776875455785
AAPL,crisis,2007-01-29,0.0065378851062274
AAPL,crisis,2007-01-30,-0.004549179320733358
AAPL,crisis,2007-01-31,0.002102044715336566
AAPL,crisis,2007-02-01,-0.011614946149965033
AAPL,crisis,2007-02-02,0.0001178617537631297
AAPL,crisis,2007-02-05,-0.00960352322356705
AAPL,crisis,2007-02-06,0.0024988610725573254
AAPL,crisis,2007-02-07,0.02348889018904635
AAPL,crisis,2007-02-08,0.0003481420400935423
AAPL,crisis,2007-02-09,-0.0343494480336161
AAPL,crisis,2007-02-12,0.01914996622867353
AAPL,crisis,2007-02-13,-0.0021231169609925984
AAPL,crisis,2007-02-14,0.007059079893695324
AAPL,crisis,2007-02-15,-0.001055574069754942
AAPL,crisis,2007-02-16,-0.004469713222763289
AAPL,crisis,2007-02-20,0.012534500644090887
AAPL,crisis,2007-02-21,0.03769691923845954
AAPL,crisis,2007-02-22,0.0034696578848554486
AAPL,crisis,2007-02-23,-0.004927882789997577
AAPL,crisis,2007-02-26,-0.006307042329465348
AAPL,crisis,2007-02-27,-0.05313263300738999
AAPL,crisis,2007-02-28,0.008070022862204176
AAPL,crisis,2007-03-01,0.028544891884363512
AAPL,crisis,2007-03-02,-0.01913477049348112
AAPL,crisis,2007-03-05,0.010598332189246388
AAPL,crisis,2007-03-06,0.021432352400958442
AAPL,crisis,2007-03-07,-0.00534373844468023
AAPL,crisis,2007-03-08,0.0031868931564519878
AAPL,crisis,2007-03-09,-0.000340564633887979
AAPL,crisis,2007-03-12,0.021368393224459537
AAPL,crisis,2007-03-13,-0.016492403027980263
AAPL,crisis,2007-03-14,0.017937655790533576
AAPL,crisis,2007-03-15,-0.004789098237346404
AAPL,crisis,2007-03-16,0.00022300050969011487
AAPL,crisis,2007-03-19,0.017042999220959355
AAPL,crisis,2007-03-20,0.0038338566232238988
AAPL,crisis,2007-03-21,0.025790361881181226
AAPL,crisis,2007-03-22,0.0009582385204483621
AAPL,crisis,2007-03-23,-0.004693946509216199
AAPL,crisis,2007-03-26,0.024609095581245567
AAPL,crisis,2007-03-27,-0.004076839318482613
AAPL,crisis,2007-03-28,-0.023530406669539955
AAPL,crisis,2007-03-29,0.005454424232174714
AAPL,crisis,2007-03-30,-0.009000389259812945
AAPL,crisis,2007-04-02,0.007933354271332151
AAPL,crisis,2007-04-03,0.009035285833962787
AAPL,crisis,2007-04-04,-0.0024371064578480616
AAPL,crisis,2007-04-05,0.00434025754533132
AAPL,crisis,2007-04-09,-0.010938436921445993
AAPL,crisis,2007-04-10,0.006386250740534805
AAPL,crisis,2007-04-11,-0.01776923563835975
AAPL,crisis,2007-04-12,-0.004329737119688766
AAPL,crisis,2007-04-13,-0.021379019584192225
AAPL,crisis,2007-04-16,0.013100692417729964
AAPL,crisis,2007-04-17,-0.011882436153433582
AAPL,crisis,2007-04-18,0.0005533291194117402
