Date,SPY,AAPL,MSFT,JPM,XOM,AMZN
2003-12-02,-0.003257786657521659,-0.007864265648190743,-0.0069900971823775235,0.00419748923935702,0.003017925109981437,-0.013262305273411908
2003-12-03,-0.0014928161010761426,-0.023958247523918764,0.0003893909825147611,-0.00027928513608620344,0.0010957672842390246,-0.04591094577164176
2003-12-04,0.004750602758597799,0.005689460704740814,0.020436430102685588,-0.011518717103240718,0.013050471890874561,0.005614185687943607
2003-12-05,-0.007649291028846973,-0.014287982257156022,-0.008432199449593933,-0.012224653825261916,-0.0065042899021840244,-0.004643971194450705
2003-12-08,0.007370467661642653,0.009547968303818653,0.009957955371091851,0.014200867556861074,0.016716620869976637,-0.00935314690664815
2003-12-09,-0.008494800207704963,-0.028918591924103274,0.0053208249050820024,-0.017926260993220294,0.006396601689618227,-0.03465792006312779
2003-12-10,-0.0009379104045267619,-0.0034280452582205853,0.007928919145988058,-0.004604435287193267,0.003977094555292418,-0.0028414876029482774
2003-12-11,0.011475612242031948,0.039916169944347976,0.0007518895598118673,0.008901636654353963,0.0031705107030770376,0.032002731086173734
2003-12-12,0.002686554953214939,-0.01519996709181405,0.0015020251226730097,0.0031394106099433884,0.003949080145253551,0.003733180482628287
2003-12-15,-0.005566393443139492,-0.035074696135276195,0.003371405260052326,0.00483343910022558,-0.0068546976969515215,-0.011439966972524885
2003-12-16,0.00658354642740898,-0.0024823604353095326,0.011896442986188822,0.012961766182922423,0.017569587299176806,-0.018216898519894904
2003-12-17,0.0013853615699867617,-0.011999204682295825,-0.0007399141297008131,-0.0016812569986612406,0.010601047092109022,-0.03956016469983303
2003-12-18,0.011744331704080659,0.008016546523202616,0.01322640424581838,-0.000280117690383449,0.013539347800225412,0.024292692569044483
2003-12-19,-0.005212870188533099,-0.017111392498076864,-0.001460763463331881,0.0036396636091094725,0.004809963394873491,0.010001103872396666
2003-12-22,0.003935031387417901,0.007583104720785578,-0.006600943416565377,0.00890366060804914,-0.0032882237406720665,0.013114280556693232
2003-12-23,0.002827308190096736,-0.002014764497182591,-0.001104435407657017,0.0019370944669493558,0.007068892180638885,0.050611562762887655
2003-12-24,-0.0018231545615151365,0.029835776635987233,-0.004060261958264123,-0.0011064309290770222,0.0020104069954360176,0.015879350674674195
2003-12-26,0.0016409886078281083,0.0179672861863293,0.006268032078733725,0.00248790674942559,0.005508075426035395,0.0028092536501323102
2003-12-29,0.01276208659341461,0.017650152464963445,0.009145378375259488,0.008522365276690543,0.013147173300328973,0.0
2003-12-30,0.00017985611559274904,0.0061267537090068805,0.0021828739080734373,0.0019144098116186611,0.0024615192940255,-0.012041537784415695
2003-12-31,0.0021557540011273454,0.004218525555773279,-0.00546567692080835,0.003545597594936521,0.00783524419667185,-0.003982935564077905
2004-01-02,-0.0030553582359605113,-0.0042185255557733526,0.0029184491817564138,0.006300196355599207,-0.009065342041024351,-0.013777485440303508
2004-01-05,0.01225472646643738,0.04097267882870902,0.024826091826475712,-0.0019126505675154887,0.02311272210149204,0.026054530757064816
2004-01-06,0.0013326819972502844,-0.0036167161417864696,0.003547293251964661,0.02485890625014398,-0.006757099541177063,-0.004515529779869139
2004-01-07,0.0025714933256834665,0.022382552973681052,-0.0010627310791448056,0.01457171214064838,-0.007290280519290556,-0.02153900097719562
