date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2019-09-03,2018-03-05,2019-09-03,378,0.2690464464352349,16.65054083704222,0.07967189716154802,2.257136117447918,-0.5862843213070799,0.07666702305023915
2019-09-30,2018-04-02,2019-09-30,378,0.2964166891122583,19.999999992097443,0.10516659861035772,2.7240026938873974,-0.6162497862557721,0.03651217482539282
2019-10-31,2018-05-01,2019-10-31,380,0.299091316647575,19.999999999386898,0.03847978366131519,2.1818065803826268,-0.445764860561098,0.030203911221269277
2019-11-30,2018-05-31,2019-11-29,379,0.29788408586683984,17.044111008994207,0.04500620927500416,2.4182238816189576,-0.5441916611199965,0.027200849473778436
2019-12-31,2018-07-02,2019-12-31,378,0.32823442135677594,19.99999999974526,0.07453336611593125,3.357294930790568,-0.5679835191001589,0.032503625350483026
2020-01-31,2018-08-01,2020-01-31,378,0.33052412194825764,19.999999999999996,0.02133066131002381,3.9999999999937983,-0.42350555497075,0.1643669856768433
2020-02-29,2018-08-30,2020-02-28,376,0.2618500925362815,19.99999999999712,0.08314228011827518,3.5674957719696248,-0.552723924865557,0.237840901846353
2020-03-31,2018-10-01,2020-03-31,377,0.22929672896057143,19.999999999999996,0.19136761867716273,3.999999999999999,-0.6505692838654035,0.7178666647233047
2020-04-30,2018-10-31,2020-04-30,376,0.38100449631577965,19.999999999997822,0.0962392305742214,3.9999999999997615,-0.2638501636199638,0.3627080231448757
2020-05-31,2018-12-03,2020-05-29,374,0.3520583751401189,19.999999999999996,0.120660184157622,3.9999999999999636,-0.4668411047598749,0.10004080717704905
2020-06-30,2018-12-31,2020-06-30,378,0.48455935580961135,19.99999999999959,0.16874491215640167,2.9971082285746546,-0.42497674271351704,0.15751031902804738
2020-07-31,2019-02-01,2020-07-31,378,0.46315217055392804,19.999999999999996,0.09924409145891681,3.185022357087729,-0.17263343354248395,0.11155254250039694
2020-08-31,2019-03-01,2020-08-31,380,0.47616448865155775,10.849127756376499,0.16618082989921976,3.9999999999999996,-0.2381116551887315,0.10353367858845554
