date,window_start,window_end,n_days,mu,sigma
2019-09-03,2018-03-05,2019-09-03,378,0.2690464464352349,0.2561750780317138
2019-09-30,2018-04-02,2019-09-30,378,0.2964166891122583,0.24363639949012672
2019-10-31,2018-05-01,2019-10-31,380,0.299091316647575,0.239432526071628
2019-11-30,2018-05-31,2019-11-29,379,0.29788408586683984,0.23833350089446864
2019-12-31,2018-07-02,2019-12-31,378,0.32823442135677594,0.23677232272888374
2020-01-31,2018-08-01,2020-01-31,378,0.33052412194825764,0.23659268833935007
2020-02-29,2018-08-30,2020-02-28,376,0.2618500925362815,0.25348119149941667
2020-03-31,2018-10-01,2020-03-31,377,0.22929672896057143,0.3616988475924947
2020-04-30,2018-10-31,2020-04-30,376,0.38100449631577965,0.3640405879748269
2020-05-31,2018-12-03,2020-05-29,374,0.3520583751401189,0.35980899522716886
2020-06-30,2018-12-31,2020-06-30,378,0.48455935580961135,0.35273923392481954
2020-07-31,2019-02-01,2020-07-31,378,0.46315217055392804,0.35216565754653245
2020-08-31,2019-03-01,2020-08-31,380,0.47616448865155775,0.3560629301929027
