date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2018-10-01,2017-04-03,2018-10-01,378,0.4313351761546435,0.16246986098336855,4.0,-0.00752513031525807,0.05845947476687694,-0.005799492857141986,-0.05109510962344381,-0.04818667873604143,22,True,True
2018-10-31,2017-05-01,2018-10-31,381,0.33173479045209037,0.17770566905385887,4.6299212598425195,-0.002663356501896403,0.06257815345584018,-0.0007050951604223865,0.05384666068344958,0.05739112687486614,22,True,True
2018-11-30,2017-05-31,2018-11-30,381,0.3371228639790116,0.18898896449363764,4.6299212598425195,-0.002663356501896403,0.06257815345584018,-0.0007050951604223865,0.06124923301506096,0.06524758429499222,21,True,True
2018-12-31,2017-07-03,2018-12-31,377,0.2511183975249049,0.20099211617371246,5.347480106100796,0.0059292774018809835,0.06282722311944013,0.007934217783606812,0.10106655488348168,0.10853595454968823,24,True,True
2019-01-31,2017-08-01,2019-01-31,378,0.2004996867240843,0.21425554304532154,4.666666666666667,0.013497490106105887,0.06380081049153619,0.015654022183232863,0.050025396307770253,0.05343965066987311,24,True,True
2019-02-28,2017-08-29,2019-02-28,377,0.2469538389612318,0.21617382750966294,4.679045092838196,0.013497490106105887,0.06380081049153619,0.015654022183232863,-0.02436167539733303,-0.02207901406403434,23,True,True
2019-03-31,2017-10-02,2019-03-29,375,0.26806716653222296,0.2183346877705403,4.704,0.013497490106105887,0.06380081049153619,0.015654022183232863,-0.02962864993868769,-0.027216158520085743,22,True,True
2019-04-30,2017-10-31,2019-04-30,375,0.2982557976024978,0.2198863368764268,4.032,0.005389245557394655,0.06582101194978675,0.0075840627839620645,-0.021538673861403346,-0.01918603061540536,22,True,True
2019-05-31,2017-12-01,2019-05-31,375,0.2579026709463654,0.22463937323525146,4.032,0.005389245557394655,0.06582101194978675,0.0075840627839620645,-0.029738675751181335,-0.0271958219841979,14,True,True
2019-06-30,2018-01-02,2019-06-28,375,0.3014036559825077,0.22700290212412153,4.032,0.005389245557394655,0.06582101194978675,0.0075840627839620645,-0.030241624757061353,-0.027684969859916753,23,True,True
2019-07-31,2018-02-01,2019-07-31,376,0.2407211818844412,0.22590829143511235,4.0212765957446805,0.005389245557394655,0.06582101194978675,0.0075840627839620645,-0.024061450911525593,-0.021657287062610386,21,True,True
2019-08-31,2018-03-01,2019-08-30,379,0.21838974789291465,0.22314699316648706,3.324538258575198,0.017006641335002293,0.06635719917775044,0.01939394616077128,-0.0373875336736151,-0.03457406801964724,23,True,True
2019-09-30,2018-04-02,2019-09-30,378,0.29146339528790116,0.21716148317511874,2.6666666666666665,0.0030140859590859215,0.06757040627350816,0.0053110195878158795,-0.03949523588057107,-0.036528485312730674,23,True,True
