trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2013-03-27,156.111371,143.0,16,0.0009,13.18,13.232338465372003,0.05233846537200293,0.9985,7.7685
2014-08-29,200.72639,183.5,7,0.0003,17.12,17.447253805016516,0.3272538050165146,0.139,6.861
2013-12-04,179.743996,170.0,27,0.0006,10.0,9.74399600000001,-0.25600399999999013,1.0,0.0
2013-11-26,180.62625,173.0,25,0.0007,8.04,8.280120984249661,0.24012098424966233,0.638,20.2865
2014-05-29,192.382646,186.0,51,0.0004,7.2,7.197496761244567,-0.0025032387554331237,0.605,31.699
2013-03-06,154.505039,149.0,45,0.001,6.04,6.6990102050039715,0.6590102050039714,0.419,36.7765
2013-04-25,158.493864,163.0,15,0.0005,0.12,0.5523290134446006,0.4323290134446006,0.071,14.733
2014-04-01,188.316685,183.0,10,0.0004,5.56,5.679643007280601,0.11964300728060095,0.69,7.5385
2014-08-29,200.72639,199.0,22,0.0003,2.68,4.006906635733395,1.3269066357333945,0.2255,20.395
2014-09-15,198.977082,204.0,25,0.0002,0.21,0.6972333014191545,0.48723330141915455,0.126,24.0265
2014-05-07,187.886821,186.0,45,0.0003,4.3,4.236312891902755,-0.06368710809724476,0.3845,38.0615
2014-08-15,195.727915,199.0,46,0.0003,1.1,2.7392964083886153,1.6392964083886152,0.173,44.7425
2014-11-17,204.377756,212.0,18,0.0003,0.07,0.38067815908276087,0.31067815908276086,0.0605,17.712
2014-02-03,174.09729,180.0,19,0.0005,0.53,0.4619964972013528,-0.06800350279864725,0.0225,18.7395
2013-12-11,178.734261,188.0,23,0.0007,0.06,0.21202296629674103,0.15202296629674103,0.024,22.8125
2013-07-08,163.939887,169.0,40,0.0005,0.81,0.763560945988528,-0.04643905401147208,0.1515,37.582
2014-04-23,187.473354,195.0,59,0.0002,0.64,1.9250620890586605,1.2850620890586604,0.2275,56.031
2014-09-15,198.977082,208.0,46,0.0002,0.15,0.7284718559884427,0.5784718559884426,0.081,45.493
2013-06-07,164.809718,154.0,7,0.0004,10.62,10.894739635423926,0.2747396354239271,1.0,2.579
2014-09-08,200.631279,198.5,18,0.0002,2.78,3.4783979092872337,0.6983979092872339,0.301,16.5075
2014-04-08,185.066742,189.5,24,0.0003,0.58,1.1553399996145821,0.5753399996145822,0.067,23.781
2013-02-20,151.387962,157.0,16,0.0012,0.06,0.3232510003030087,0.2632510003030087,0.022,15.9105
2014-03-11,187.194039,177.5,17,0.0005,9.68,10.92736732448756,1.247367324487561,0.0145,16.832
2013-08-26,166.002799,177.0,35,0.0004,0.05,0.29509761495991915,0.24509761495991916,0.0205,34.8695
