trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2019-01-30,267.547077,258.0,7,0.0242,10.22,10.378613467302001,0.15861346730200054,0.0785,6.843
2019-10-17,299.188886,290.0,8,0.0166,9.52,9.852696999420056,0.33269699942005637,0.4475,6.6175
2019-06-17,289.425082,280.0,25,0.0223,10.52,12.04694620789453,1.5269462078945306,0.409,21.597
2019-06-10,288.990779,278.0,39,0.0229,12.79,14.364812361269246,1.574812361269247,0.416,38.077
2019-09-19,301.095829,277.0,57,0.0192999999999999,25.22,26.036963029526966,0.816963029526967,0.847,52.1645
2019-02-06,272.708317,257.0,51,0.0242,17.69,19.73320752209991,2.043207522099909,0.523,48.467
2019-02-06,272.708317,271.0,9,0.0242,3.1,4.935717716336731,1.8357177163367306,0.2295,8.063
2019-07-09,297.272645,295.5,17,0.0226,3.91,4.84341627977163,0.9334162797716301,0.265,16.041
2019-10-03,290.3112,294.0,32,0.017,4.15,4.224514564775438,0.07451456477543772,0.1785,30.6695
2019-10-17,299.188886,297.0,22,0.0166,5.13,6.494006413496592,1.3640064134965924,0.0,22.0
2019-08-06,287.752691,281.0,45,0.0204999999999999,12.21,10.293549921602862,-1.9164500783971388,0.394,38.152
2019-11-07,308.164379,299.0,43,0.0156,12.07,13.132798792352261,1.062798792352261,0.4165,37.753
2019-10-03,290.3112,303.0,13,0.017,0.08,0.3779548777958356,0.29795487779583557,0.004,12.9825
2019-06-10,288.990779,303.0,11,0.0229,0.07,0.690517090851954,0.620517090851954,0.035,10.8195
2019-06-03,274.665808,283.0,32,0.0235,1.76,4.389171560135706,2.629171560135706,0.085,31.274
2019-03-14,281.166664,292.0,34,0.0245,0.26,4.539062414600923,4.279062414600923,0.16,32.7025
2019-08-27,286.953978,315.0,52,0.0197999999999999,0.14,0.7251163567802742,0.5851163567802742,0.048,51.7925
2019-10-10,293.156917,313.0,43,0.0168,0.21,1.1543997017265555,0.9443997017265555,0.0645,42.5295
2019-02-06,272.708317,268.5,7,0.0242,4.72,5.894439388744315,1.1744393887443154,0.23,6.1165
2019-02-13,275.009734,270.0,9,0.0243999999999999,5.64,6.973765718597909,1.3337657185979097,0.307,7.546
2019-01-15,260.405414,275.0,31,0.0245,0.29,2.4314297174457895,2.1414297174457895,0.0645,30.815
2019-09-12,301.265478,295.0,27,0.0195,7.87,9.32326803587289,1.453268035872889,0.26,25.966
2019-03-21,284.612008,294.0,32,0.0249,0.64,4.7917746759592195,4.15177467595922,0.1365,31.076
2019-01-15,260.405414,264.0,59,0.0245,4.77,8.202935180310506,3.4329351803105066,0.1405,56.755
