trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2019-01-30,267.547077,258.0,7,0.0242,10.22,10.271612537589343,0.05161253758934237,0.0705,6.859
2019-10-17,299.188886,290.0,8,0.0166,9.52,10.152362913083813,0.6323629130838135,0.1875,7.625
2019-06-17,289.425082,280.0,25,0.0223,10.52,12.857164166454503,2.337164166454503,0.081,24.3925
2019-06-10,288.990779,278.0,39,0.0229,12.79,14.89661328258166,2.1066132825816606,0.414,31.2765
2019-09-19,301.095829,277.0,57,0.0192999999999999,25.22,26.896563577619737,1.6765635776197385,0.548,40.9535
2019-02-06,272.708317,257.0,51,0.0242,17.69,19.22048074193439,1.5304807419343902,0.541,49.4205
2019-02-06,272.708317,271.0,9,0.0242,3.1,4.673438055276565,1.5734380552765646,0.232,8.114
2019-07-09,297.272645,295.5,17,0.0226,3.91,6.812836694719658,2.9028366947196576,0.3195,15.9305
2019-10-03,290.3112,294.0,32,0.017,4.15,6.448563690214059,2.298563690214059,0.235,30.189
2019-10-17,299.188886,297.0,22,0.0166,5.13,7.407804405442434,2.277804405442434,0.283,20.1175
2019-08-06,287.752691,281.0,45,0.0204999999999999,12.21,12.846842267339683,0.6368422673396825,0.1955,41.2435
2019-11-07,308.164379,299.0,43,0.0156,12.07,14.56036819436193,2.4903681943619294,0.351,36.6675
2019-10-03,290.3112,303.0,13,0.017,0.08,0.9871040928206537,0.9071040928206537,0.026,12.849
2019-06-10,288.990779,303.0,11,0.0229,0.07,0.7264128090890211,0.6564128090890211,0.048,10.863
2019-06-03,274.665808,283.0,32,0.0235,1.76,4.401302020612881,2.6413020206128808,0.1215,31.361
2019-03-14,281.166664,292.0,34,0.0245,0.26,3.9601606931515487,3.700160693151549,0.158,33.149
2019-08-27,286.953978,315.0,52,0.0197999999999999,0.14,2.016519469112005,1.8765194691120048,0.077,51.0625
2019-10-10,293.156917,313.0,43,0.0168,0.21,2.699834403114626,2.4898344031146262,0.0295,42.588
2019-02-06,272.708317,268.5,7,0.0242,4.72,5.713990672683791,0.9939906726837915,0.0395,6.873
2019-02-13,275.009734,270.0,9,0.0243999999999999,5.64,6.723658306756967,1.0836583067569672,0.312,7.514
2019-01-15,260.405414,275.0,31,0.0245,0.29,2.0288886337179823,1.7388886337179823,0.0965,29.8975
2019-09-12,301.265478,295.0,27,0.0195,7.87,10.886023679581985,3.016023679581985,0.0045,26.883
2019-03-21,284.612008,294.0,32,0.0249,0.64,4.1263083640088025,3.4863083640088024,0.1985,31.3695
2019-01-15,260.405414,264.0,59,0.0245,4.77,7.808384993569061,3.0383849935690614,0.136,58.3295
