Date,SPY,AAPL,MSFT,AMZN
2003-12-02,-0.0032577866575216,-0.0078642656481907,-0.0069900971823775,-0.0132623052734119
2003-12-03,-0.0014928161010761,-0.0239582475239187,0.0003893909825147,-0.0459109457716417
2003-12-04,0.0047506027585977,0.0056894607047408,0.0204364301026855,0.0056141856879436
2003-12-05,-0.0076492910288469,-0.014287982257156,-0.0084321994495939,-0.0046439711944507
2003-12-08,0.0073704676616426,0.0095479683038186,0.0099579553710918,-0.0093531469066481
2003-12-09,-0.0084948002077049,-0.0289185919241032,0.005320824905082,-0.0346579200631277
2003-12-10,-0.0009379104045267,-0.0034280452582205,0.007928919145988,-0.0028414876029482
2003-12-11,0.0114756122420319,0.0399161699443479,0.0007518895598118,0.0320027310861737
2003-12-12,0.0026865549532149,-0.015199967091814,0.001502025122673,0.0037331804826282
2003-12-15,-0.0055663934431394,-0.0350746961352761,0.0033714052600523,-0.0114399669725248
2003-12-16,0.0065835464274089,-0.0024823604353095,0.0118964429861888,-0.0182168985198949
2003-12-17,0.0013853615699867,-0.0119992046822958,-0.0007399141297008,-0.039560164699833
2003-12-18,0.0117443317040806,0.0080165465232026,0.0132264042458183,0.0242926925690444
2003-12-19,-0.005212870188533,-0.0171113924980768,-0.0014607634633318,0.0100011038723966
2003-12-22,0.0039350313874179,0.0075831047207855,-0.0066009434165653,0.0131142805566932
2003-12-23,0.0028273081900967,-0.0020147644971825,-0.001104435407657,0.0506115627628876
2003-12-24,-0.0018231545615151,0.0298357766359872,-0.0040602619582641,0.0158793506746741
2003-12-26,0.0016409886078281,0.0179672861863293,0.0062680320787337,0.0028092536501323
2003-12-29,0.0127620865934146,0.0176501524649634,0.0091453783752594,0.0
2003-12-30,0.0001798561155927,0.0061267537090068,0.0021828739080734,-0.0120415377844156
2003-12-31,0.0021557540011273,0.0042185255557732,-0.0054656769208083,-0.0039829355640779
2004-01-02,-0.0030553582359605,-0.0042185255557733,0.0029184491817564,-0.0137774854403035
2004-01-05,0.0122547264664373,0.040972678828709,0.0248260918264757,0.0260545307570648
2004-01-06,0.0013326819972502,-0.0036167161417864,0.0035472932519646,-0.0045155297798691
2004-01-07,0.0025714933256834,0.022382552973681,-0.0010627310791448,-0.0215390009771956
2004-01-08,0.004947006555362,0.033518573306935,-0.0017741871572507,-0.0325072680118998
2004-01-09,-0.0089400905247202,-0.0155325917667593,-0.0179146297696981,0.0265163330966152
2004-01-12,0.004789790956129,0.0312486056436311,-0.0032595485449498,0.0260202167908569
2004-01-13,-0.0052344527981305,0.0162986456745858,-0.0050909859172335,0.0363474092433658
2004-01-14,0.0082385193796089,0.0033128296923166,0.0097954080895073,0.0160783880964839
2004-01-15,0.00141056181371,-0.0574012287314512,-0.00579334244741,0.0067869522888324
2004-01-16,0.0067606385953242,-0.0057074996718297,0.009756705190466,-0.0082216727644927
2004-01-20,-0.0009630116743365,0.0004424353810898,0.0103736956557992,0.0158464991369635
2004-01-21,0.0078520731471313,-0.0052929319826323,0.0070920355430485,-0.007268891148923
2004-01-22,-0.0031334345421909,-0.0192052310613822,-0.0103003495752414,0.0172874299945202
2004-01-23,-0.0020944243627912,0.0169910588748261,0.01664071339056,-0.0012249542173941
2004-01-26,0.0119834709480003,0.0197503665578581,0.0111737217992956,-0.001401787508324
2004-01-27,-0.0098018740270749,0.0026039625354079,-0.0192821721053799,-0.0228794231146453
2004-01-28,-0.0135149051369323,-0.0241297909228324,-0.0193002306183944,-0.0702238302514034
2004-01-29,0.0051993948372473,0.0070800951957411,0.0071917232411807,-0.054174146839489
2004-01-30,-0.002640381748727,-0.0053046333661745,-0.0093590344043205,0.0236911301144131
2004-02-02,0.0036945854833616,-0.0106974014517645,-0.009082828746471,-0.0431809254049213
