ticker,regime,model,n_updates,asof,P_lambda,P_omega,P_alpha,P_beta,P_sigma0,P_lam,P_mu_j,P_sigma_j,P_kappa,P_sigma,P_mean_equation,P_variance_shock,prem_mu_j_q,prem_n_quotes,prem_jump_premium_identified,Q_lambda,Q_omega,Q_alpha,Q_beta,Q_sigma0,Q_lam,Q_mu_j_q,Q_sigma_j,Q_kappa_q,Q_mean_equation,Q_variance_shock,Q_q_stationary,P_persist,P_uncond_var,P_mu_p,P_rf_mean,Q_persist,Q_uncond_var,P_mu,P_theta,P_xi,P_rho,P_v0,P_variance_drift,P_kappa_j,prem_eta_v,prem_source,prem_q_explosive,prem_mu_j_minus_mu_j_q,Q_theta_q,Q_xi,Q_rho,Q_v0_q,Q_variance_drift,Q_kappa_j_q,Q_sigma
MSFT,2008-2009,GARCH–Merton,13,2009-07-31 00:00:00,0.005845560950275995,3.286691650056395e-05,0.1396041534891513,0.8331188858490184,0.029861676428931738,4.0,0.008796148528397829,0.12409973055920653,0.016633338988222723,0.5510382706090419,r_f + λ σ − ½ σ² + J,ε_t,-0.022082676244822855,8.0,True,0.005845560950275995,3.286691650056395e-05,0.1396041534891513,0.8331188858490184,0.029861676428931738,4.0,-0.022082676244822855,0.12409973055920653,-0.014279373392319106,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2008-2009,GARCH,13,2009-07-31 00:00:00,0.005845560950275995,3.286691650056395e-05,0.1396041534891513,0.8331188858490184,0.029861676428931738,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.005845560950275995,3.286691650056395e-05,0.1396041534891513,0.8331188858490184,0.029861676428931738,,,,,r_f − ½ σ²,ξ_t − λ,True,0.9727230393381697,0.0012049332368087448,-0.06999613150691054,0.008457936507936508,0.972727809693459,0.001205143999478511,,,,,,,,,,,,,,,,,,
MSFT,2008-2009,Heston–Merton,13,2009-07-31 00:00:00,,,,,,3.3333333333333335,0.03409542230381524,0.13279253296492646,20.0,,,,,8.0,True,,,,,,3.3333333333333335,-0.04521663003303691,0.13279253296492646,60.0,r_f − λ κ^Q − ½ v,,,,,,,,,-0.19667511469344698,0.23105044514963358,3.0,0.12457296727950835,0.1745854024441728,κ(θ − v),0.04384639844459204,-40.0,listed calls (Pan 2002 η_v); not from returns,False,0.07931205233685215,0.07701681504987785,3.0,0.12457296727950835,0.0001,κ(θ − v) + η_v v,-0.03574519776618146,
MSFT,2008-2009,Heston,13,2009-07-31 00:00:00,,,,,,,,,20.0,,,,,8.0,,,,,,,,,,59.502782450076154,r_f − ½ v,,,,,,,,,-0.19667511469344698,0.23105044514963358,3.0,0.12457296727950835,0.1745854024441728,κ(θ − v),,-39.502782450076154,listed calls (Pan 2002 η_v); not from returns,False,,0.07766038347651685,3.0,0.12457296727950835,0.10214956704849046,κ(θ − v) + η_v v,,
MSFT,2008-2009,Merton,13,2009-07-31 00:00:00,,,,,,3.3333333333333335,0.03409542230381524,0.13279253296492646,0.04384639844459204,0.4109195688010657,,,,8.0,True,,,,,,3.3333333333333335,-0.031177971934757857,0.13279253296492646,-0.022112888505273598,r_f − λ κ^Q − ½ σ²,,,,,,,,,-0.3144863953268905,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.06527339423857309,,,,,,,0.4109195688010657
SPY,2008-2009,GARCH–Merton,13,2009-07-31 00:00:00,0.01038915656344324,5.872551385641099e-06,0.10801345019380079,0.8827629310752716,0.013047422366381576,0.6666666666666666,-0.0919288693156215,0.0,-0.08782996948391075,0.40055578823937293,r_f + λ σ − ½ σ² + J,ε_t,5.243663914485024e-09,24.0,True,0.01038915656344324,5.872551385641099e-06,0.10801345019380079,0.8827629310752716,0.013047422366381576,0.6666666666666666,5.243663914485024e-09,0.0,5.243663947496202e-09,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
SPY,2008-2009,GARCH,13,2009-07-31 00:00:00,0.01038915656344324,5.872551385641099e-06,0.10801345019380079,0.8827629310752716,0.013047422366381576,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.01038915656344324,5.872551385641099e-06,0.10801345019380079,0.8827629310752716,0.013047422366381576,,,,,r_f − ½ σ²,ξ_t − λ,True,0.9907763812690724,0.0006366862678256562,-0.010061259330871944,0.008457936507936508,0.9907880396548161,0.000637492039217399,,,,,,,,,,,,,,,,,,
SPY,2008-2009,Heston–Merton,13,2009-07-31 00:00:00,,,,,,4.0,-0.02445773296755993,0.10109096600641945,20.0,,,,,24.0,True,,,,,,4.0,-0.05451101169573468,0.10109096600641945,60.0,r_f − λ κ^Q − ½ v,,,,,,,,,-0.22126650741402956,0.15059156132336146,3.0,-0.1134647264008013,0.04472401403126358,κ(θ − v),-0.019162069242584123,-40.0,listed calls (Pan 2002 η_v); not from returns,False,0.030053278728174752,0.05019718710778716,3.0,-0.1134647264008013,0.0001,κ(θ − v) + η_v v,-0.04820092295673084,
SPY,2008-2009,Heston,13,2009-07-31 00:00:00,,,,,,,,,20.0,,,,,24.0,,,,,,,,,,60.0,r_f − ½ v,,,,,,,,,-0.22126650741402956,0.15059156132336146,3.0,-0.1134647264008013,0.04472401403126358,κ(θ − v),,-40.0,listed calls (Pan 2002 η_v); not from returns,False,,0.05019718710778716,3.0,-0.1134647264008013,0.036619273383206294,κ(θ − v) + η_v v,,
SPY,2008-2009,Merton,13,2009-07-31 00:00:00,,,,,,4.0,-0.02445773296755993,0.10109096600641945,-0.019162069242584123,0.327911505503046,,,,24.0,True,,,,,,4.0,-0.03418523729463473,0.10109096600641945,-0.028656918991968428,r_f − λ κ^Q − ½ σ²,,,,,,,,,-0.1254264719235284,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.009727504327074796,,,,,,,0.327911505503046
AAPL,2013-2014,GARCH–Merton,13,2014-12-31 00:00:00,0.14150243370917454,6.378391466182433e-19,1.1411157726014771e-43,0.9995430300969543,0.01296339815963892,5.291338582677166,0.0003156539809825998,0.06172424776779615,0.0022230627101031963,5.930783308989044e-07,r_f + λ σ − ½ σ² + J,ε_t,0.03649570263984215,22.0,True,0.14150243370917454,6.378391466182433e-19,1.1411157726014771e-43,0.9995430300969543,0.01296339815963892,5.291338582677166,0.03649570263984215,0.06172424776779615,0.03914747771390692,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2013-2014,GARCH,13,2014-12-31 00:00:00,0.14150243370917454,6.378391466182433e-19,1.1411157726014771e-43,0.9995430300969543,0.01296339815963892,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.14150243370917454,6.378391466182433e-19,1.1411157726014771e-43,0.9995430300969543,0.01296339815963892,,,,,r_f − ½ σ²,ξ_t − λ,True,0.9995430300969543,1.3958012165945653e-15,0.46017102198207055,0.00037191601049868766,0.9995430300969543,1.3958012165945653e-15,,,,,,,,,,,,,,,,,,
AAPL,2013-2014,Heston–Merton,13,2014-12-31 00:00:00,,,,,,4.6299212598425195,0.00591485290569725,0.06443798276377137,20.0,,,,,22.0,True,,,,,,4.6299212598425195,-0.09200565441512298,0.06443798276377137,10.760601165759828,r_f − λ κ^Q − ½ v,,,,,,,,,0.4632012707127197,0.05123279844082222,3.0,0.006453048886377806,0.05354345002858639,κ(θ − v),0.008022992810628127,9.239398834240172,listed calls (Pan 2002 η_v); not from returns,False,0.09792050732082024,0.09522292974456613,3.0,0.006453048886377806,0.022161087935921645,κ(θ − v) + η_v v,-0.08600440553866717,
AAPL,2013-2014,Heston,13,2014-12-31 00:00:00,,,,,,,,,20.0,,,,,22.0,,,,,,,,,,0.01950650643891194,r_f − ½ v,,,,,,,,,0.4632012707127197,0.05123279844082222,3.0,0.006453048886377806,0.05354345002858639,κ(θ − v),,19.980493493561088,listed calls (Pan 2002 η_v); not from returns,False,,52.528932949902384,3.0,0.006453048886377806,0.034488433657633474,κ(θ − v) + η_v v,,
AAPL,2013-2014,Merton,13,2014-12-31 00:00:00,,,,,,4.6299212598425195,0.00591485290569725,0.06443798276377137,0.008022992810628127,0.17642954200234312,,,,22.0,True,,,,,,4.6299212598425195,0.0020703978136973967,0.06443798276377137,0.004155133352917062,r_f − λ κ^Q − ½ σ²,,,,,,,,,0.44397295084464244,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.003844455091999853,,,,,,,0.17642954200234312
AMZN,2013-2014,GARCH–Merton,13,2014-12-31 00:00:00,0.010815034323836719,0.0002967271243676016,0.22812516432775912,8.49150468594423e-15,0.01743417114197761,5.291338582677166,-0.01938470313100865,0.08970483326081213,-0.015243842776930805,0.3112471999006102,r_f + λ σ − ½ σ² + J,ε_t,-0.05202323801979567,24.0,True,0.010815034323836719,0.0002967271243676016,0.22812516432775912,8.49150468594423e-15,0.01743417114197761,5.291338582677166,-0.05202323801979567,0.08970483326081213,-0.046865983660070554,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2013-2014,GARCH,13,2014-12-31 00:00:00,0.010815034323836719,0.0002967271243676016,0.22812516432775912,8.49150468594423e-15,0.01743417114197761,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.010815034323836719,0.0002967271243676016,0.22812516432775912,8.49150468594423e-15,0.01743417114197761,,,,,r_f − ½ σ²,ξ_t − λ,True,0.2281251643277676,0.0003844238866903588,0.004263395643356487,0.00037191601049868766,0.2281518469801822,0.0003844371761552727,,,,,,,,,,,,,,,,,,
AMZN,2013-2014,Heston–Merton,13,2014-12-31 00:00:00,,,,,,3.3070866141732282,-0.06388020035395803,0.08649297814170577,20.0,,,,,24.0,True,,,,,,3.3070866141732282,-0.048239631502602076,0.08649297814170577,3.2716009766596095,r_f − λ κ^Q − ½ v,,,,,,,,,0.07354650377449776,0.09357974719018426,3.0,-0.17683947486479148,0.06051038622138772,κ(θ − v),-0.05836700546036666,16.72839902334039,listed calls (Pan 2002 η_v); not from returns,False,-0.01564056885135595,0.5720731095130779,3.0,-0.17683947486479148,0.0534646655913305,κ(θ − v) + η_v v,-0.043523552343028404,
AMZN,2013-2014,Heston,13,2014-12-31 00:00:00,,,,,,,,,20.0,,,,,24.0,,,,,,,,,,0.3101284223177778,r_f − ½ v,,,,,,,,,0.07354650377449776,0.09357974719018426,3.0,-0.17683947486479148,0.06051038622138772,κ(θ − v),,19.689871577682222,listed calls (Pan 2002 η_v); not from returns,False,,6.034902992173761,3.0,-0.17683947486479148,0.07000349705754723,κ(θ − v) + η_v v,,
AMZN,2013-2014,Merton,13,2014-12-31 00:00:00,,,,,,3.3070866141732282,-0.06388020035395803,0.08649297814170577,-0.05836700546036666,0.2357305554464317,,,,24.0,True,,,,,,3.3070866141732282,-0.177928653322897,0.08649297814170577,-0.159861177307125,r_f − λ κ^Q − ½ σ²,,,,,,,,,0.28859114463848606,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.11404845296893898,,,,,,,0.2357305554464317
MSFT,2013-2014,GARCH–Merton,13,2014-12-31 00:00:00,0.16426264652377826,7.696409234182134e-05,0.6083009563294867,0.2562771660531664,0.014234220836800123,3.968503937007874,0.006160568536065503,0.07457074876369083,0.008981056657060948,0.37844252450265603,r_f + λ σ − ½ σ² + J,ε_t,-0.014811876613655432,20.0,True,0.16426264652377826,7.696409234182134e-05,0.6083009563294867,0.2562771660531664,0.014234220836800123,3.968503937007874,-0.014811876613655432,0.07457074876369083,-0.011959389494072714,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2013-2014,GARCH,13,2014-12-31 00:00:00,0.16426264652377826,7.696409234182134e-05,0.6083009563294867,0.2562771660531664,0.014234220836800123,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.16426264652377826,7.696409234182134e-05,0.6083009563294867,0.2562771660531664,0.014234220836800123,,,,,r_f − ½ σ²,ξ_t − λ,True,0.8645781223826531,0.0005683283506029501,0.5885602050183784,0.00037191601049868766,0.880991430813797,0.0006467105088995897,,,,,,,,,,,,,,,,,,
MSFT,2013-2014,Heston–Merton,13,2014-12-31 00:00:00,,,,,,2.645669291338583,-0.009845115996580445,0.09079154505269556,20.0,,,,,20.0,True,,,,,,2.645669291338583,-0.052939079478782416,0.09079154505269556,40.21617635623315,r_f − λ κ^Q − ½ v,,,,,,,,,0.2234599092639597,0.05215481186709663,3.0,-0.19864109269673472,0.049934205731237406,κ(θ − v),-0.005707215284722511,-20.21617635623315,listed calls (Pan 2002 η_v); not from returns,False,0.04309396348220197,0.025937230533858595,3.0,-0.19864109269673472,0.0360050885065179,κ(θ − v) + η_v v,-0.04764510724615201,
MSFT,2013-2014,Heston,13,2014-12-31 00:00:00,,,,,,,,,20.0,,,,,20.0,,,,,,,,,,20.338064071676193,r_f − ½ v,,,,,,,,,0.2234599092639597,0.05215481186709663,3.0,-0.19864109269673472,0.049934205731237406,κ(θ − v),,-0.3380640716761922,listed calls (Pan 2002 η_v); not from returns,False,,0.051287882350346245,3.0,-0.19864109269673472,0.04670246175412767,κ(θ − v) + η_v v,,
MSFT,2013-2014,Merton,13,2014-12-31 00:00:00,,,,,,2.645669291338583,-0.009845115996580445,0.09079154505269556,-0.005707215284722511,0.17328711436998065,,,,20.0,True,,,,,,2.645669291338583,-0.04198446580165595,0.09079154505269556,-0.03715507509087601,r_f − λ κ^Q − ½ σ²,,,,,,,,,0.25215411765019025,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.032139349805075504,,,,,,,0.17328711436998065
SPY,2013-2014,GARCH–Merton,13,2014-12-31 00:00:00,0.14909906288350808,7.068740056661937e-06,0.16861334503474823,0.684427153564704,0.00627037445443255,1.984251968503937,-0.01916514159249812,0.0024923350200422695,-0.018979610987052142,0.11009622831997858,r_f + λ σ − ½ σ² + J,ε_t,-0.00013272948341093218,21.0,True,0.14909906288350808,7.068740056661937e-06,0.16861334503474823,0.684427153564704,0.00627037445443255,1.984251968503937,-0.00013272948341093218,0.0024923350200422695,-0.00012961521570686863,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
SPY,2013-2014,GARCH,13,2014-12-31 00:00:00,0.14909906288350808,7.068740056661937e-06,0.16861334503474823,0.684427153564704,0.00627037445443255,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.14909906288350808,7.068740056661937e-06,0.16861334503474823,0.684427153564704,0.00627037445443255,,,,,r_f − ½ σ²,ξ_t − λ,True,0.8530404985994522,4.809991861224148e-05,0.2459458972285117,0.00037191601049868766,0.8567888627178469,4.935887104042181e-05,,,,,,,,,,,,,,,,,,
SPY,2013-2014,Heston–Merton,13,2014-12-31 00:00:00,,,,,,3.968503937007874,-0.00674801932963461,0.022870617273797116,20.0,,,,,21.0,True,,,,,,3.968503937007874,-0.056748432651216915,0.022870617273797116,60.0,r_f − λ κ^Q − ½ v,,,,,,,,,0.1637851575965882,0.011858633418971566,3.0,-0.06290265738371742,0.022888365869705746,κ(θ − v),-0.0064654949194268285,-40.0,listed calls (Pan 2002 η_v); not from returns,False,0.0500004133215823,0.003952877806323855,3.0,-0.06290265738371742,0.00970854340697157,κ(θ − v) + η_v v,-0.05492113513217722,
SPY,2013-2014,Heston,13,2014-12-31 00:00:00,,,,,,,,,20.0,,,,,21.0,,,,,,,,,,60.0,r_f − ½ v,,,,,,,,,0.1637851575965882,0.011858633418971566,3.0,-0.06290265738371742,0.022888365869705746,κ(θ − v),,-40.0,listed calls (Pan 2002 η_v); not from returns,False,,0.003952877806323855,3.0,-0.06290265738371742,0.039711177076750946,κ(θ − v) + η_v v,,
SPY,2013-2014,Merton,13,2014-12-31 00:00:00,,,,,,3.968503937007874,-0.00674801932963461,0.022870617273797116,-0.0064654949194268285,0.09760437798658717,,,,21.0,True,,,,,,3.968503937007874,-0.012564240655151715,0.022870617273797116,-0.012227339171969054,r_f − λ κ^Q − ½ σ²,,,,,,,,,0.19361373405522037,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.005816221325517105,,,,,,,0.09760437798658717
AAPL,2018-2019,GARCH–Merton,13,2019-09-30 00:00:00,0.12929172356895488,1.7321536779588584e-05,0.14137221760344876,0.8179781667054712,0.013390831013335033,5.333333333333333,-0.02042186666306539,0.06660258779573248,-0.018039223915143676,0.32769156200415006,r_f + λ σ − ½ σ² + J,ε_t,-0.02625322298090057,24.0,True,0.12929172356895488,1.7321536779588584e-05,0.14137221760344876,0.8179781667054712,0.013390831013335033,5.333333333333333,-0.02625322298090057,0.06660258779573248,-0.023748723847230813,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2018-2019,GARCH,13,2019-09-30 00:00:00,0.12929172356895488,1.7321536779588584e-05,0.14137221760344876,0.8179781667054712,0.013390831013335033,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.12929172356895488,1.7321536779588584e-05,0.14137221760344876,0.8179781667054712,0.013390831013335033,,,,,r_f − ½ σ²,ξ_t − λ,True,0.95935038430892,0.00042611809447904656,0.5630908273648337,0.02184656084656085,0.9617136117480385,0.00045242023524381817,,,,,,,,,,,,,,,,,,
AAPL,2018-2019,Heston–Merton,13,2019-09-30 00:00:00,,,,,,4.0,-0.00700668683419677,0.07910400918152581,20.0,,,,,24.0,True,,,,,,4.0,-0.08785633438648635,0.07910400918152581,47.02158756809054,r_f − λ κ^Q − ½ v,,,,,,,,,0.20773796769561148,0.08411265915295381,3.0,-0.19531473537966604,0.04417293986767099,κ(θ − v),-0.0038704551052450853,-27.021587568090535,listed calls (Pan 2002 η_v); not from returns,False,0.08084964755228959,0.035776188556438174,3.0,-0.19531473537966604,0.028853902241082682,κ(θ − v) + η_v v,-0.08123749002841696,
AAPL,2018-2019,Heston,13,2019-09-30 00:00:00,,,,,,,,,20.0,,,,,24.0,,,,,,,,,,13.792261287271689,r_f − ½ v,,,,,,,,,0.20773796769561148,0.08411265915295381,3.0,-0.19531473537966604,0.04417293986767099,κ(θ − v),,6.207738712728311,listed calls (Pan 2002 η_v); not from returns,False,,0.12197080290318735,3.0,-0.19531473537966604,0.030882338899290013,κ(θ − v) + η_v v,,
AAPL,2018-2019,Merton,13,2019-09-30 00:00:00,,,,,,4.0,-0.00700668683419677,0.07910400918152581,-0.0038704551052450853,0.24277131923514486,,,,24.0,True,,,,,,4.0,-0.045337274127845,0.07910400918152581,-0.04133017278074835,r_f − λ κ^Q − ½ σ²,,,,,,,,,0.2395673717264695,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.03833058729364823,,,,,,,0.24277131923514486
AMZN,2018-2019,GARCH–Merton,13,2019-09-30 00:00:00,0.10166694201877935,1.3603679831240002e-05,0.1565502334679032,0.8078984641899447,0.015329415878292634,2.0,-0.025934175488682303,0.05184529222984275,-0.024290332186942654,0.3105279627218465,r_f + λ σ − ½ σ² + J,ε_t,-0.018939417848654883,24.0,True,0.10166694201877935,1.3603679831240002e-05,0.1565502334679032,0.8078984641899447,0.015329415878292634,2.0,-0.018939417848654883,0.05184529222984275,-0.017441554688138017,r_f − λ κ* − ½ σ² + J*,ξ_t − λ,True,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2018-2019,GARCH,13,2019-09-30 00:00:00,0.10166694201877935,1.3603679831240002e-05,0.1565502334679032,0.8078984641899447,0.015329415878292634,,,,,,r_f + λ σ − ½ σ²,ε_t,,,,0.10166694201877935,1.3603679831240002e-05,0.1565502334679032,0.8078984641899447,0.015329415878292634,,,,,r_f − ½ σ²,ξ_t − λ,True,0.9644486976578479,0.00038264926838166866,0.44507405079693224,0.02184656084656085,0.96606682703043,0.0004008961921550713,,,,,,,,,,,,,,,,,,
AMZN,2018-2019,Heston–Merton,13,2019-09-30 00:00:00,,,,,,5.333333333333333,-0.013317664127612594,0.07378917940867209,20.0,,,,,24.0,True,,,,,,5.333333333333333,-0.07922519568362037,0.07378917940867209,60.0,r_f − λ κ^Q − ½ v,,,,,,,,,0.12120296474976773,0.10173443568889193,3.0,0.040768508690283506,0.03168947412434638,κ(θ − v),-0.010539310757069265,-40.0,listed calls (Pan 2002 η_v); not from returns,False,0.06590753155600777,0.033911478562963976,3.0,0.040768508690283506,0.02743079354267057,κ(θ − v) + η_v v,-0.07364965558171133,
AMZN,2018-2019,Heston,13,2019-09-30 00:00:00,,,,,,,,,20.0,,,,,24.0,,,,,,,,,,17.598647722647538,r_f − ½ v,,,,,,,,,0.12120296474976773,0.10173443568889193,3.0,0.040768508690283506,0.03168947412434638,κ(θ − v),,2.401352277352461,listed calls (Pan 2002 η_v); not from returns,False,,0.11561619653079461,3.0,0.040768508690283506,0.027542584415901492,κ(θ − v) + η_v v,,
AMZN,2018-2019,Merton,13,2019-09-30 00:00:00,,,,,,5.333333333333333,-0.013317664127612594,0.07378917940867209,-0.010539310757069265,0.2682550200704305,,,,24.0,True,,,,,,5.333333333333333,-0.03562962745054866,0.07378917940867209,-0.03237165442534706,r_f − λ κ^Q − ½ σ²,,,,,,,,,0.1963868420450789,,,,,,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,0.022311963322936064,,,,,,,0.2682550200704305
