ticker,date,window_start,window_end,n_days,mu,sigma
SPY,2023-03-09 09:59:00,2023-03-08 10:00:00,2023-03-09 09:59:00,390,1.282814439609087,0.13279239000016277
SPY,2023-03-09 10:59:00,2023-03-08 11:00:00,2023-03-09 10:59:00,390,1.004302812911856,0.11356582035441037
SPY,2023-03-09 11:59:00,2023-03-08 12:00:00,2023-03-09 11:59:00,390,-0.14203318240987883,0.11059543259957204
SPY,2023-03-09 12:59:00,2023-03-08 13:00:00,2023-03-09 12:59:00,390,-0.018998077584409856,0.1143407167573107
SPY,2023-03-09 13:59:00,2023-03-08 14:00:00,2023-03-09 13:59:00,390,-1.1705816663900528,0.11694579063568894
SPY,2023-03-09 14:59:00,2023-03-08 15:00:00,2023-03-09 14:59:00,390,-2.4856666812175163,0.12850601990404564
SPY,2023-03-09 15:59:00,2023-03-09 09:30:00,2023-03-09 15:59:00,390,-4.673471409144327,0.15309393632229684
SPY,2023-03-10 09:59:00,2023-03-09 10:00:00,2023-03-10 09:59:00,390,-7.420839279991401,0.16856179128403032
SPY,2023-03-10 10:59:00,2023-03-09 11:00:00,2023-03-10 10:59:00,390,-5.538824507171647,0.1966082273790046
SPY,2023-03-10 11:59:00,2023-03-09 12:00:00,2023-03-10 11:59:00,390,-5.890148495650362,0.21087867640145325
SPY,2023-03-10 12:59:00,2023-03-09 13:00:00,2023-03-10 12:59:00,390,-6.469089130096229,0.2183787700616398
SPY,2023-03-10 13:59:00,2023-03-09 14:00:00,2023-03-10 13:59:00,390,-6.6292408563506315,0.22032861713147286
SPY,2023-03-10 14:59:00,2023-03-09 15:00:00,2023-03-10 14:59:00,390,-3.8662251298734027,0.23970705517868
SPY,2023-03-10 15:59:00,2023-03-10 09:30:00,2023-03-10 15:59:00,390,-3.675490552450612,0.237089538699915
SPY,2023-03-13 09:59:00,2023-03-13 09:30:00,2023-03-13 09:59:00,30,-3.0030177618579614,0.7282243990633658
SPY,2023-03-13 10:59:00,2023-03-13 09:30:00,2023-03-13 10:59:00,90,5.02511163130384,0.5183989474263622
SPY,2023-03-13 11:59:00,2023-03-13 09:30:00,2023-03-13 11:59:00,150,4.972501215151779,0.4507513338223005
SPY,2023-03-13 12:59:00,2023-03-13 09:30:00,2023-03-13 12:59:00,210,0.8481116567567923,0.41561743105221133
SPY,2023-03-13 13:59:00,2023-03-13 09:30:00,2023-03-13 13:59:00,270,1.7970698860067067,0.38745761765812614
SPY,2023-03-13 14:59:00,2023-03-13 09:30:00,2023-03-13 14:59:00,330,1.9690530029687405,0.36193805750521674
SPY,2023-03-13 15:59:00,2023-03-13 09:30:00,2023-03-13 15:59:00,390,-0.41171674463451424,0.34403319930696397
