date,ticker,mu,sigma
2023-03-09 09:59:00,AAPL,2.7009327610044416,0.1884501221705364
2023-03-09 09:59:00,MSFT,5.658826674093348,0.2197537448665747
2023-03-09 09:59:00,SPY,1.282814439609087,0.13279239000016277
2023-03-09 10:59:00,AAPL,2.1023520092646066,0.16717927134621038
2023-03-09 10:59:00,MSFT,6.077576013645538,0.20584850361578905
2023-03-09 10:59:00,SPY,1.004302812911856,0.11356582035441037
2023-03-09 11:59:00,AAPL,1.2459041772211457,0.16560480469665942
2023-03-09 11:59:00,MSFT,4.391281266842558,0.20293500803905445
2023-03-09 11:59:00,SPY,-0.14203318240987883,0.11059543259957204
2023-03-09 12:59:00,AAPL,1.1844136954658069,0.1738802195665263
2023-03-09 12:59:00,MSFT,3.978873750721473,0.2077867884324538
2023-03-09 12:59:00,SPY,-0.018998077584409856,0.1143407167573107
2023-03-09 13:59:00,AAPL,-0.5610838190643115,0.17734920118836628
2023-03-09 13:59:00,MSFT,2.265620103102357,0.2127522933627903
2023-03-09 13:59:00,SPY,-1.1705816663900528,0.11694579063568894
2023-03-09 14:59:00,AAPL,-1.9866298854400277,0.1884869195033855
2023-03-09 14:59:00,MSFT,0.9808462697466886,0.2240130278559396
2023-03-09 14:59:00,SPY,-2.4856666812175163,0.12850601990404564
2023-03-09 15:59:00,AAPL,-3.886710318484486,0.2111118631685567
2023-03-09 15:59:00,MSFT,-1.4641070372577758,0.24456067997145375
2023-03-09 15:59:00,SPY,-4.673471409144327,0.15309393632229684
2023-03-10 09:59:00,AAPL,-7.492347666150845,0.21641264564560683
2023-03-10 09:59:00,MSFT,-9.290868786117652,0.23535961117576365
2023-03-10 09:59:00,SPY,-7.420839279991401,0.16856179128403032
2023-03-10 10:59:00,AAPL,-5.677823610683035,0.23669406671041202
2023-03-10 10:59:00,MSFT,-6.187447396110883,0.265169185858063
2023-03-10 10:59:00,SPY,-5.538824507171647,0.1966082273790046
2023-03-10 11:59:00,AAPL,-7.047671037976236,0.25239456892812645
2023-03-10 11:59:00,MSFT,-7.308304244589052,0.27709301483623916
2023-03-10 11:59:00,SPY,-5.890148495650362,0.21087867640145325
2023-03-10 12:59:00,AAPL,-7.293299038517013,0.25626614261195796
2023-03-10 12:59:00,MSFT,-6.767644698135644,0.2830262500182617
2023-03-10 12:59:00,SPY,-6.469089130096229,0.2183787700616398
2023-03-10 13:59:00,AAPL,-6.299335201342302,0.25461545415115866
2023-03-10 13:59:00,MSFT,-6.310618389446173,0.28119526393029254
2023-03-10 13:59:00,SPY,-6.6292408563506315,0.22032861713147286
2023-03-10 14:59:00,AAPL,-4.457021858606563,0.26923379737354547
2023-03-10 14:59:00,MSFT,-3.9666929200145375,0.2930969985259147
2023-03-10 14:59:00,SPY,-3.8662251298734027,0.23970705517868
2023-03-10 15:59:00,AAPL,-3.4889364442427464,0.26374882079966
2023-03-10 15:59:00,MSFT,-3.7029894851474654,0.2881568539664797
2023-03-10 15:59:00,SPY,-3.675490552450612,0.237089538699915
2023-03-13 09:59:00,AAPL,49.488007440473055,0.6212315958573185
2023-03-13 09:59:00,MSFT,23.63457144921244,0.664162800344642
2023-03-13 09:59:00,SPY,-3.0030177618579614,0.7282243990633658
2023-03-13 10:59:00,AAPL,22.42812383212971,0.516033481500297
2023-03-13 10:59:00,MSFT,23.595052794420425,0.5419716009899489
2023-03-13 10:59:00,SPY,5.02511163130384,0.5183989474263622
2023-03-13 11:59:00,AAPL,17.9756599701978,0.4527189406668908
2023-03-13 11:59:00,MSFT,18.834481525525955,0.4763087942496492
2023-03-13 11:59:00,SPY,4.972501215151779,0.4507513338223005
2023-03-13 12:59:00,AAPL,10.349162892263227,0.4235563787452948
2023-03-13 12:59:00,MSFT,12.363561482172454,0.44571956613380537
2023-03-13 12:59:00,SPY,0.8481116567567923,0.41561743105221133
2023-03-13 13:59:00,AAPL,8.29960279133363,0.4017915460944327
2023-03-13 13:59:00,MSFT,10.556065162687261,0.4142470081478964
2023-03-13 13:59:00,SPY,1.7970698860067067,0.38745761765812614
2023-03-13 14:59:00,AAPL,7.202018053641941,0.3773844747897784
2023-03-13 14:59:00,MSFT,9.560518775846411,0.3933861202555884
2023-03-13 14:59:00,SPY,1.9690530029687405,0.36193805750521674
2023-03-13 15:59:00,AAPL,3.338243771734572,0.36518252973448734
2023-03-13 15:59:00,MSFT,5.335867580775016,0.38048632874421484
2023-03-13 15:59:00,SPY,-0.41171674463451424,0.34403319930696397
2023-03-14 09:59:00,AAPL,2.9911650942096095,0.35437264653818173
2023-03-14 09:59:00,MSFT,6.296165892069458,0.39952612014802275
2023-03-14 09:59:00,SPY,3.610294010566538,0.359578829416029
2023-03-14 10:59:00,AAPL,1.8040365516974965,0.31319789787022717
2023-03-14 10:59:00,MSFT,3.8101247369654807,0.3596557981114815
2023-03-14 10:59:00,SPY,2.7731301151949275,0.3318077879881786
2023-03-14 11:59:00,AAPL,0.11556225430989642,0.2895913879073042
2023-03-14 11:59:00,MSFT,4.07898413700007,0.33613820239613884
2023-03-14 11:59:00,SPY,2.367183610245071,0.3088491628132875
2023-03-14 12:59:00,AAPL,1.258512275319788,0.2657843421671356
2023-03-14 12:59:00,MSFT,4.311729435030674,0.31239414152397893
2023-03-14 12:59:00,SPY,3.1158291683316506,0.2886185417690161
2023-03-14 13:59:00,AAPL,-1.5326995156819514,0.2705169167540024
2023-03-14 13:59:00,MSFT,2.6262533351997632,0.30823090215576654
2023-03-14 13:59:00,SPY,0.8686072714917117,0.2797858682055317
2023-03-14 14:59:00,AAPL,-1.8362760072072393,0.2663319622792285
2023-03-14 14:59:00,MSFT,2.033706860488863,0.29629684054942923
2023-03-14 14:59:00,SPY,0.2528590937053785,0.27426898352707185
2023-03-14 15:59:00,AAPL,3.476376043712047,0.26258048672259326
2023-03-14 15:59:00,MSFT,6.727449703207914,0.28669974229799255
2023-03-14 15:59:00,SPY,4.151552103889454,0.271200211146184
2023-03-15 09:59:00,AAPL,-2.2066637154777773,0.24951230547136738
2023-03-15 09:59:00,MSFT,5.49045556307836,0.23195154599980883
2023-03-15 09:59:00,SPY,-3.6079411194306594,0.27895975473948925
2023-03-15 10:59:00,AAPL,-2.872251669363795,0.2730732770428766
2023-03-15 10:59:00,MSFT,6.610610021245177,0.28404426662802224
2023-03-15 10:59:00,SPY,-3.772840677920712,0.29265080221103523
2023-03-15 11:59:00,AAPL,-2.504677522135868,0.28527517466045904
2023-03-15 11:59:00,MSFT,3.9090678232354246,0.3023432799536434
2023-03-15 11:59:00,SPY,-4.410314944670009,0.3019960455408908
2023-03-15 12:59:00,AAPL,-3.2836236251021553,0.2884696290063013
2023-03-15 12:59:00,MSFT,2.145351761477354,0.31180575705238883
2023-03-15 12:59:00,SPY,-4.737506880575307,0.3033703242468658
2023-03-15 13:59:00,AAPL,1.9066783183043263,0.27065177999280576
2023-03-15 13:59:00,MSFT,5.078218607683521,0.3113352265263858
2023-03-15 13:59:00,SPY,-1.7408056832489966,0.30292257179243776
2023-03-15 14:59:00,AAPL,3.084940460761775,0.27829786986857874
2023-03-15 14:59:00,MSFT,7.030601629250398,0.32337622870377997
2023-03-15 14:59:00,SPY,-0.1361233683248635,0.3117996271646882
2023-03-15 15:59:00,AAPL,0.7257974513854712,0.28150817709207576
2023-03-15 15:59:00,MSFT,4.482161255448045,0.33019488970325545
2023-03-15 15:59:00,SPY,-1.5099912023492763,0.3161487802262785
