timestamp,S_t,p25,p50,p75
2022-10-10 09:30:00,237.7798415063845,237.7798415063845,237.7798415063845,237.7798415063845
2022-10-10 09:35:00,236.35765251117414,237.66877127904314,237.77596523866848,237.88344351464923
2022-10-10 09:40:00,235.05350520256607,237.61947873557796,237.77797719841703,237.93260305540883
2022-10-10 09:45:00,234.864354066203,237.57800230770277,237.7711403887468,237.966499280628
2022-10-10 09:50:00,234.7627691379736,237.5406327163399,237.770002642308,237.9982280674745
2022-10-10 09:55:00,234.4580143532857,237.5073685424186,237.7642823134696,238.0247370363291
2022-10-10 10:00:00,234.44785586046268,237.4803122490597,237.75697880773797,238.04490824900083
2022-10-10 10:05:00,234.44785586046268,237.4534412390684,237.75662227761828,238.06662615939595
2022-10-10 10:10:00,233.96024820496189,237.42820702272067,237.7527394352805,238.08046989728422
2022-10-10 10:15:00,233.8576474274504,237.40663846503077,237.74957431961286,238.0950778218987
2022-10-10 10:20:00,234.00088217625364,237.37677362559418,237.74981539220818,238.11956029823557
2022-10-10 10:25:00,234.5609198855819,237.35719731377122,237.7467959435225,238.1342172561746
2022-10-10 10:30:00,234.63070873127555,237.33525346486664,237.7438721820074,238.14573043996867
2022-10-10 10:35:00,233.8688217695555,237.32083989511327,237.7393092167913,238.16316080730167
2022-10-10 10:40:00,233.36089712840885,237.30395754895147,237.7381773891938,238.17688392581164
2022-10-10 10:45:00,233.47264054946112,237.28012557886487,237.73203639907268,238.19631322176417
2022-10-10 10:50:00,232.9756870805634,237.25734984747805,237.73042256241263,238.20529465082114
2022-10-10 10:55:00,232.18759120736024,237.24668103516288,237.73038363444914,238.21928197501234
2022-10-10 11:00:00,232.38568181740743,237.22655310358343,237.730422446163,238.23082370879737
2022-10-10 11:05:00,232.33996859970424,237.2210317392487,237.73244705983063,238.24462389792805
2022-10-10 11:10:00,232.6193271523349,237.19581796995237,237.73117803891654,238.25193166714809
2022-10-10 11:15:00,232.71075358774132,237.1747590111691,237.72098393378513,238.26892645960334
2022-10-10 11:20:00,233.0663008365439,237.15571920553703,237.71260123507963,238.28536953325843
2022-10-10 11:25:00,233.1475687791274,237.14106426779148,237.7193614006672,238.30046510525173
2022-10-10 11:30:00,233.1577272719504,237.1170803557402,237.71152813546848,238.30606690516848
2022-10-10 11:35:00,233.35073863558603,237.09381128778085,237.70520054714575,238.31813533583835
2022-10-10 11:40:00,233.05624392864928,237.09008711422015,237.69774060739883,238.3214698182952
2022-10-10 11:45:00,233.0053498796063,237.07819319415137,237.69283687385698,238.33091527981628
2022-10-10 11:50:00,233.66057266668537,237.06996975949846,237.69410311722064,238.3282095897531
2022-10-10 11:55:00,233.23899521453382,237.04720144196796,237.68758294145542,238.33991154951804
2022-10-10 12:00:00,232.69033501716703,237.03157831724764,237.68574892045393,238.34211996478223
2022-10-10 12:05:00,232.68027810927245,237.02795460415712,237.6799913564114,238.3556786422115
2022-10-10 12:10:00,232.37552332458455,237.00680714031012,237.66981413473945,238.36517983141482
2022-10-10 12:15:00,232.44663277434495,236.99421358789112,237.67266902818727,238.37861960301325
2022-10-10 12:20:00,231.989500597313,236.98559857574168,237.66819923179781,238.3918778063512
