date,ticker,mu,omega,alpha,beta,lam,kappa,sigma0,mu_j,sigma_j
2019-01-02,AAPL,0.11157421199047567,9.496643392691875e-06,0.049014585075801885,0.9376248711405406,4.0,-0.0017335660182598023,0.027359673407176478,-0.005696090758017913,0.08900584672173895
2019-01-02,MSFT,0.03837865023198539,1.4709976133824105e-05,0.1441588309564282,0.8341594240315553,2.0,-0.054337937660027924,0.028188183074597528,-0.05587000172180101,0.0
2019-01-02,SPY,0.2708621955014851,4.600189570558383e-06,0.14485983065062025,0.8388434065858758,2.0,-0.032824868605786706,0.02022033428188909,-0.03337569197012158,0.0
2019-03-25,AAPL,0.12847907745329165,2.2338677117364435e-05,0.08940290066391152,0.8795560244882527,4.097560975609756,-0.08281798205959667,0.020153935830676463,-0.08677860646163249,0.025662146657642246
2019-03-25,MSFT,0.27175083348274837,1.534685462185907e-05,0.11497247357674088,0.850391482170141,2.048780487804878,-0.054337937660027924,0.01661775494190593,-0.05587000172180101,0.0
2019-03-25,SPY,0.049839050107111316,8.493072333826605e-06,0.11570125753083264,0.8303964447121467,2.048780487804878,-0.032824868605786706,0.010691728142104387,-0.03337569197012158,0.0
2019-06-13,AAPL,0.8005120577784587,1.5407570814915083e-05,0.22408584208624238,0.7739250759986008,6.096774193548387,-0.028555402368433458,0.01643403280050987,-0.032900151226221176,0.08864662180582372
2019-06-13,MSFT,0.5330134135486297,2.603375610286413e-05,0.30171683119161957,0.6003201843810908,0.0,0.0,0.013027279948845552,0.0,0.0
2019-06-13,SPY,0.21026396072548692,6.807397076684732e-06,0.24212903304683978,0.6820425482391873,2.032258064516129,-0.024034024427366574,0.007033883022562541,-0.02432755427031985,0.0
2019-09-03,AAPL,0.7118753151165336,2.5625742746552284e-05,0.12734949608131002,0.7983898911325225,5.90625,-0.019875298929514007,0.017972639971760202,-0.021908586241746224,0.06054943136701218
2019-09-03,MSFT,0.3949120785338173,0.00015260264721061586,0.12302291111404098,3.0788523458004213e-09,0.0,0.0,0.01241241119910505,0.0,0.0
2019-09-03,SPY,0.21026396072548692,4.797091641925728e-06,0.2140786978170888,0.7520945904493047,3.9375,-0.026858851920162907,0.01050000643661931,-0.027234593363049786,0.004111174111287451
2019-11-20,AAPL,0.6849274709792126,2.0664318305750465e-05,0.08913585967974448,0.8164788984808897,3.906976744186047,-0.04927919725582941,0.011919169053955169,-0.0505452271895761,0.004557375397709893
2019-11-20,MSFT,0.15706373782010483,3.07085587319219e-05,0.13292930671728656,0.673469299819748,1.9534883720930234,-0.03157150641962425,0.010310784799787564,-0.03208063099258762,0.0
2019-11-20,SPY,0.1362260243444937,3.843561009533828e-06,0.2609343182554255,0.7016363717707803,1.9534883720930234,-0.029691903302619616,0.0045786282843250535,-0.03014163245577972,0.0
2020-02-12,AAPL,0.8442617178489823,1.1578877656150868e-05,0.05193113151910354,0.8854830825122985,3.968503937007874,-0.045279077652667254,0.015426465776901146,-0.046337180318870796,0.0013937015579432136
2020-02-12,MSFT,0.4083517801388124,5.21406781639806e-06,0.1870841356174894,0.7809812535927537,0.0,0.0,0.0192322309991884,0.0,0.0
2020-02-12,SPY,0.31456679403081395,4.013214687286025e-06,0.24563041796172264,0.6832695775302262,3.968503937007874,-0.027405929466374435,0.006738113772294416,-0.027790983833050564,0.0022388797402381725
2020-05-04,AAPL,0.8442617178489823,2.1959120078701544e-05,0.3111162184420111,0.6888827203245617,2.032258064516129,-0.029405156682412836,0.022446853746394723,-0.02984615490625231,0.0
2020-05-04,MSFT,0.6428146271381813,8.429436118885453e-06,0.3484362543972004,0.6515626845505305,2.032258064516129,-0.07045888158809688,0.026773791592086232,-0.0730642356695359,0.0
2020-05-04,SPY,0.31456679403081395,6.8867039428038255e-06,0.47006414648651507,0.52993479154089,2.032258064516129,-0.033315771353341184,0.02355218779642784,-0.033883384275200434,0.0
2020-07-23,AAPL,0.9497348850463929,3.23845688849151e-05,0.30544344769221365,0.69103411888286,2.0,-0.045516600520468575,0.015777791545123182,-0.04658502781720131,0.0
2020-07-23,MSFT,0.5519514954378494,4.10040144138531e-05,0.30381377520332314,0.6826096273746648,0.0,0.0,0.02278058271691259,0.0,0.0
2020-07-23,SPY,0.4234254549425678,3.555278835641059e-05,0.33661942040644866,0.6384768137879647,2.0,-0.058614413665160514,0.010983278499189493,-0.0604024610152063,0.0
2020-10-12,AAPL,1.2572246748216267,7.228444916980015e-05,0.09289244686767409,0.7898748224642674,3.9375,0.016566919607171604,0.023071292150134867,0.008057889067498714,0.12940862574519377
2020-10-12,MSFT,0.4891719331646394,0.00013558685506447283,0.06293056874194808,0.6075372675434243,1.96875,-0.06194689839927059,0.020035722493160213,-0.06394872006364682,0.0
2020-10-12,SPY,0.344911361098625,1.77875115131194e-05,0.14312734347236167,0.7764674369824438,3.9375,-0.04665685720947477,0.01287030026721538,-0.04793579208313714,0.017630532281347512
2020-12-31,AAPL,0.7568749792226187,0.00016796733161680868,0.05972937280029208,0.6745167489134114,3.9375,0.016566919607171604,0.02396912183021023,0.008057889067498714,0.12940862574519377
2020-12-31,MSFT,0.21658253806364378,0.0001185616069311226,0.0996686703397624,0.5774897863997184,3.9375,-0.001095125178265599,0.017421409373898293,-0.004616086653393303,0.08390901486009156
2020-12-31,SPY,0.24392558058031089,1.630867385671175e-05,0.2829273543432468,0.5895648816095581,3.9375,-0.03505451417529548,0.0070074884576635105,-0.035683716662587184,0.0003034810543877211
