date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u,ai_loss,ai_adam
2014-01-02,2012-07-03,2014-01-02,379,0.4370886974984379,0.5629113025015622,0.519706679106221,0.480293320893779,0.007194541096449559,0.029268281064520115,0.0036122590084051013,0.037095388284100785,0.0,0.5026595744680851,3.6325506025727927,1.0
2014-01-31,2012-08-01,2014-01-31,379,0.488885066238232,0.511114933761768,0.546246929723803,0.45375307027619705,0.007772690944139087,0.017479906085273684,0.004068217550277669,0.024189597582601547,0.0,0.4986737400530504,0.37623332249087277,1.0
2014-02-28,2012-08-29,2014-02-28,378,0.5133151599825252,0.4866848400174748,0.5258526854155121,0.47414731458448794,0.009973482994553258,0.007814696915397388,0.011354984229673473,0.012363827817875065,1.0,0.5106382978723404,0.20833023807069245,1.0
2014-03-31,2012-10-01,2014-03-31,377,0.5235336503268745,0.4764663496731255,0.5289395796120868,0.47106042038791324,0.010217262043091715,0.008607516981049756,0.010897857968585431,0.012500472121246005,0.0,0.5093333333333333,0.17054175453027098,1.0
2014-04-30,2012-10-31,2014-04-30,377,0.5105216387062566,0.48947836129374345,0.5333623819237174,0.4666376180762826,0.01382197518114236,0.007132725853685775,0.011873500027644927,0.012335700845399821,1.0,0.5186170212765957,0.16823576686445973,1.0
2014-05-31,2012-12-03,2014-05-30,376,0.4969820082673989,0.5030179917326011,0.5263661356766757,0.4736338643233243,0.01408491351379429,0.006502913753530931,0.010648516678871898,0.01247716795193125,0.0,0.512,0.1966589548019093,1.0
2014-06-30,2012-12-31,2014-06-30,378,0.5222533284191243,0.4777466715808757,0.5426198863293851,0.45738011367061493,0.012991673201292603,0.007747133488175607,0.00970948383991864,0.01468273975155901,1.0,0.5145888594164456,0.14744966412286048,1.0
2014-07-31,2013-02-01,2014-07-31,378,0.4425237466400682,0.5574762533599318,0.5851808424019116,0.41481915759808835,0.010453275132476887,0.005873062720519365,0.010078912655024768,0.015598749573461208,0.0,0.5145888594164456,0.2566599495730839,1.0
2014-08-31,2013-03-01,2014-08-29,380,0.5227024568165046,0.4772975431834954,0.6001192821817694,0.3998807178182306,0.018245003343895075,0.00934463333699576,0.010144530744053755,0.011892741623639222,0.0,0.5303430079155673,0.3045851451908673,1.0
2014-09-30,2013-04-01,2014-09-30,381,0.4636425708117726,0.5363574291882274,0.5894312539699846,0.4105687460300153,0.011884178153962189,0.0070692953958970475,0.010363460730675995,0.016088106976615925,1.0,0.5263157894736842,0.17036278061862808,1.0
2014-10-31,2013-05-01,2014-10-31,382,0.4666203256034328,0.5333796743965672,0.6019374010865182,0.3980625989134818,0.014083016498168902,0.006783246809794225,0.011675656353765931,0.01188830949187979,1.0,0.5223097112860893,0.24683145930263245,1.0
2014-11-30,2013-05-31,2014-11-28,380,0.4925538129637301,0.5074461870362699,0.6149141995586673,0.3850858004413327,0.014208406634078238,0.006977186929753646,0.010757500238637613,0.012742624173394026,1.0,0.5277044854881267,0.25026385498811377,1.0
2014-12-31,2013-07-01,2014-12-31,381,0.4378804565447822,0.5621195434552178,0.6081596503243001,0.39184034967569986,0.01265518586602809,0.0066369318808875925,0.011232468999907043,0.014793104033257874,1.0,0.5236842105263158,0.20391669084807668,1.0
