date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2019-09-03,2018-03-05,2019-09-03,378,0.2690464464352349,16.65054083704222,0.07967189716154802,2.257136117447918,-0.5862843213070799,0.07666702305023915
