date,ticker,mu,sigma
2013-01-02,AAPL,-0.1337198412143494,0.2931264994963796
2013-01-02,MSFT,-0.1713699371350532,0.1986180919853216
2013-01-02,SPY,0.13359043387429814,0.12576767680104922
2013-01-31,AAPL,-0.5644978862368901,0.3534126854653854
2013-01-31,MSFT,-0.1115546381174931,0.1841833888626054
2013-01-31,SPY,0.1612603569353742,0.11505713456735617
2013-02-28,AAPL,-0.8281942074687745,0.3601733305584105
2013-02-28,MSFT,-0.1610297117136401,0.18734118658010354
2013-02-28,SPY,0.14199416929304753,0.12085230627749728
2013-03-31,AAPL,-0.8124360561552212,0.3674146876274011
2013-03-31,MSFT,-0.046701168510805524,0.17735467775785552
2013-03-31,SPY,0.17231115915559297,0.11632462467410468
2013-04-30,AAPL,-0.6099477696416294,0.3757846224078464
2013-04-30,MSFT,0.35825871958295086,0.209896604265237
2013-04-30,SPY,0.2493484161145714,0.12230161244630085
2013-05-31,AAPL,-0.510166997607603,0.35495830594703376
2013-05-31,MSFT,0.5813415831595374,0.1949710317244516
2013-05-31,SPY,0.28411588377505054,0.11472372098766656
2013-06-30,AAPL,-0.48070815412126044,0.33260463330602064
2013-06-30,MSFT,0.5610948428771122,0.2026701473670356
2013-06-30,SPY,0.2741919092691717,0.125521459752922
2013-07-31,AAPL,0.011871460086328868,0.25908881650087845
2013-07-31,MSFT,0.32979712711268916,0.2662105928898379
2013-07-31,SPY,0.23846987302400152,0.12025665654464379
2013-08-31,AAPL,0.220387378071076,0.25606034374284115
2013-08-31,MSFT,0.3888853197963833,0.28741887215918394
2013-08-31,SPY,0.14877603777975457,0.11681353469153455
2013-09-30,AAPL,0.17200755089920086,0.27132176375883277
2013-09-30,MSFT,0.32525639597108513,0.3024691340467018
2013-09-30,SPY,0.13603091411762422,0.11845929562544179
2013-10-31,AAPL,0.3498954128458577,0.2458482583281235
2013-10-31,MSFT,0.159151540629335,0.29050401597325737
2013-10-31,SPY,0.18549498201592476,0.11549979204161907
2013-11-30,AAPL,0.4341960097208772,0.2400868001681636
2013-11-30,MSFT,0.19564228735819017,0.29501900206635007
2013-11-30,SPY,0.1721647105686494,0.11461441022329273
2013-12-31,AAPL,0.7075836943678607,0.24080690812038671
2013-12-31,MSFT,0.18584492575942305,0.2908225504338072
2013-12-31,SPY,0.2757103396043993,0.09750723817676982
2014-01-31,AAPL,0.22492672685052292,0.2633148144638705
2014-01-31,MSFT,0.3714935142494922,0.24745119195803103
2014-01-31,SPY,0.10983064312117251,0.10696349243266508
2014-02-28,AAPL,0.16261375842572345,0.2531366547948639
2014-02-28,MSFT,0.3272465942806022,0.2232808935095896
2014-02-28,SPY,0.256391711537578,0.10957111983073661
2014-03-31,AAPL,0.26270692285456465,0.21567198853979616
2014-03-31,MSFT,0.45037037218378584,0.21928708703686597
2014-03-31,SPY,0.21641985126096586,0.11199234433908976
2014-04-30,AAPL,0.25977424093698037,0.24157744534959907
2014-04-30,MSFT,0.2886858242390154,0.21072205656077483
2014-04-30,SPY,0.13314420132149885,0.11215402903672204
2014-05-31,AAPL,0.2844859530676835,0.23779134034535268
2014-05-31,MSFT,0.17258334731544925,0.20067128654310853
2014-05-31,SPY,0.12688365866403223,0.11123092515085556
2014-06-30,AAPL,0.34238419698175004,0.22946606998989527
2014-06-30,MSFT,0.25255335014783586,0.19486728108771423
2014-06-30,SPY,0.1258728779373417,0.10696849763637266
2014-07-31,AAPL,0.6036269632110063,0.19234509622473586
2014-07-31,MSFT,0.2920953511961555,0.17731203140804652
2014-07-31,SPY,0.16049535695555583,0.10320688511488793
2014-08-31,AAPL,0.6310769947345753,0.18350048858301274
2014-08-31,MSFT,0.3616949565567041,0.16869623653105464
2014-08-31,SPY,0.1471771508940116,0.09516932785066592
2014-09-30,AAPL,0.553514645805384,0.2089626450201413
2014-09-30,MSFT,0.29955186515112336,0.1560758667539983
2014-09-30,SPY,0.11713052254220342,0.09402513408606401
2014-10-31,AAPL,0.5045820059705332,0.180448133579298
2014-10-31,MSFT,0.31941410548565974,0.16984781088347792
2014-10-31,SPY,0.13441480421636026,0.10851865097569675
2014-11-30,AAPL,0.5620662593695962,0.1815302535239851
2014-11-30,MSFT,0.3326420712957831,0.16860411331127959
2014-11-30,SPY,0.14332434548895787,0.10565991102631561
2014-12-31,AAPL,0.35707344882698533,0.20292989675249118
2014-12-31,MSFT,0.23701623683518436,0.18416835646589064
2014-12-31,SPY,0.09579623858339842,0.12014566847672818
