date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2018-10-01,2017-04-03,2018-10-01,378,0.5232558139534884,0.4767441860465116,0.646875,0.353125,0.009203665037156904,0.008958904924851421,0.008724565319464509,0.00931669556511508,1.0,0.5748663101604278
2018-10-31,2017-05-01,2018-10-31,381,0.5070093457943925,0.4929906542056075,0.6432926829268293,0.3567073170731707,0.009752682351760848,0.009880821588002353,0.00989804272826036,0.010680277170006676,1.0,0.5676392572944297
2018-11-30,2017-05-31,2018-11-30,381,0.5046948356807511,0.49530516431924887,0.6454545454545455,0.35454545454545455,0.010254332350264423,0.010335420858440981,0.010380994797086433,0.01083640588426926,1.0,0.5649867374005305
2018-12-31,2017-07-03,2018-12-31,377,0.5117924528301887,0.4882075471698113,0.6450617283950617,0.3549382716049383,0.010572543631717212,0.011035175417546297,0.011343080426204731,0.011832510976963004,1.0,0.5683646112600537
2019-01-31,2017-08-01,2019-01-31,378,0.5046948356807511,0.49530516431924887,0.6512345679012346,0.3487654320987654,0.010915435626981997,0.011450919015320306,0.011879073011318835,0.011947509821237089,0.0,0.5668449197860963
2019-02-28,2017-08-29,2019-02-28,377,0.5046948356807511,0.49530516431924887,0.6490683229813665,0.35093167701863354,0.011180439474633165,0.01147369949646591,0.011883104247509997,0.011978581846975042,0.0,0.5683646112600537
2019-03-31,2017-10-02,2019-03-29,375,0.5186046511627908,0.48139534883720925,0.6550632911392404,0.3449367088607595,0.01112568661075077,0.011514053301175683,0.01214061800473784,0.012127325905338538,1.0,0.5779569892473119
2019-04-30,2017-10-31,2019-04-30,375,0.5116822429906542,0.48831775700934577,0.659375,0.340625,0.01113997411308329,0.01099712126441045,0.012043316246686964,0.012082231507990964,1.0,0.5737265415549598
2019-05-31,2017-12-01,2019-05-31,375,0.5,0.5,0.6371951219512195,0.3628048780487805,0.0114933159733364,0.011041922533560958,0.012217181001910878,0.012068184654654373,0.0,0.5614973262032086
2019-06-30,2018-01-02,2019-06-28,375,0.5254629629629629,0.4745370370370371,0.6383647798742138,0.36163522012578614,0.011531392943103784,0.011012985064135351,0.012613666300215556,0.01215219157710017,0.0,0.5748663101604278
2019-07-31,2018-02-01,2019-07-31,376,0.5325581395348837,0.46744186046511627,0.628125,0.371875,0.011318864310702127,0.010969516879908603,0.012727885366257945,0.012150008032183269,0.0,0.5721925133689839
2019-08-31,2018-03-01,2019-08-30,379,0.5208333333333334,0.47916666666666663,0.6388888888888888,0.3611111111111111,0.011205760759794256,0.01071485825232489,0.012346217523309813,0.01176223277279114,0.0,0.5702917771883289
2019-09-30,2018-04-02,2019-09-30,378,0.5257009345794392,0.4742990654205608,0.6288343558282208,0.37116564417177916,0.011022811012364422,0.009800063490520846,0.011816398289985179,0.01121433681105839,1.0,0.5691489361702128
