date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,p_hh,p_ll,p_lh,p_hl,mu_u_l,sig_u_l,mu_u_h,sig_u_h,mu_d_l,sig_d_l,mu_d_h,sig_d_h,last_up,last_wild,p_u,p_h
2018-10-01,2017-04-03,2018-10-01,378,0.5532407407407407,0.4467592592592593,0.598159509202454,0.401840490797546,0.5423280423280423,0.5394736842105263,0.4605263157894737,0.4576719576719577,-6.763695762441244,0.5145866806454846,-5.026724748030248,0.4976593322432313,-6.888193344546035,0.5895077957693499,-5.026381626784394,0.7436823729554207,1.0,1.0,0.5714285714285714,0.5
2018-10-31,2017-05-01,2018-10-31,381,0.5584112149532711,0.44158878504672894,0.5625,0.4375,0.55,0.5494791666666666,0.45052083333333337,0.44999999999999996,-6.719065464914199,0.5258091508310572,-4.965010462350306,0.5104179912680614,-6.913638862842413,0.6267631629103978,-4.8878611885987775,0.7264018108640895,1.0,1.0,0.5616797900262467,0.49868766404199477
2018-11-30,2017-05-31,2018-11-30,381,0.5521327014218009,0.44786729857819907,0.5584795321637427,0.4415204678362573,0.55,0.5494791666666666,0.45052083333333337,0.44999999999999996,-6.628418589558091,0.5353140756261742,-4.870540469476655,0.5004162339931005,-6.843596751984108,0.6311353333130851,-4.8363729138860805,0.6998579725484049,1.0,1.0,0.5538057742782152,0.49868766404199477
2018-12-31,2017-07-03,2018-12-31,377,0.5504807692307693,0.4495192307692307,0.55,0.45,0.550531914893617,0.55,0.44999999999999996,0.44946808510638303,-6.590984942081277,0.5418074058173226,-4.850200636751621,0.5891627854966243,-6.805269082886836,0.6444158176094892,-4.670128765715301,0.6689154748812247,1.0,1.0,0.5517241379310345,0.4986737400530504
2019-01-31,2017-08-01,2019-01-31,378,0.5636792452830188,0.4363207547169812,0.5538922155688623,0.44610778443113774,0.5476190476190477,0.5447368421052632,0.4552631578947368,0.45238095238095233,-6.526195723322291,0.5423241366503665,-4.7845822481784435,0.5826515542773302,-6.685509407866099,0.6317585777832951,-4.615586405112173,0.6479612946155004,1.0,1.0,0.5608465608465608,0.5
2019-02-28,2017-08-29,2019-02-28,377,0.572429906542056,0.42757009345794394,0.5518292682926829,0.4481707317073171,0.5529100529100529,0.5529100529100529,0.4470899470899471,0.4470899470899471,-6.501830848115401,0.5496494937397378,-4.777727731457334,0.5775115592795769,-6.658944008097133,0.6316345996069096,-4.617535605407841,0.65125173418414,0.0,0.0,0.5649867374005305,0.4986737400530504
2019-03-31,2017-10-02,2019-03-29,375,0.5558252427184466,0.4441747572815534,0.538235294117647,0.46176470588235297,0.553475935828877,0.5529100529100529,0.4470899470899471,0.446524064171123,-6.429623467700749,0.535764850171133,-4.750773306205309,0.5627205059831367,-6.621983383265162,0.6529768754651484,-4.579186443773665,0.6339724559121239,1.0,1.0,0.5493333333333333,0.49866666666666665
2019-04-30,2017-10-31,2019-04-30,375,0.5628019323671497,0.4371980676328503,0.5355029585798816,0.46449704142011833,0.5345744680851063,0.5345744680851063,0.46542553191489366,0.46542553191489366,-6.441948650232716,0.5549398931416346,-4.745770466841337,0.5586937712270764,-6.640460721167605,0.6610336947167518,-4.565949127297886,0.6283735931245975,1.0,0.0,0.552,0.49866666666666665
2019-05-31,2017-12-01,2019-05-31,375,0.5591133004926109,0.4408866995073891,0.5173410404624277,0.48265895953757226,0.5267379679144385,0.5264550264550265,0.4735449735449735,0.4732620320855615,-6.336701882076352,0.5619252470674035,-4.707243634176084,0.5436994030532933,-6.516870126438638,0.6379961702972783,-4.533824778875492,0.6053416839572605,0.0,1.0,0.5386666666666666,0.49866666666666665
2019-06-30,2018-01-02,2019-06-28,375,0.5682926829268292,0.4317073170731708,0.5175438596491229,0.4824561403508772,0.516042780748663,0.5211640211640212,0.47883597883597884,0.48395721925133695,-6.2630890028148904,0.5738646284559826,-4.663468023551012,0.5241083395841358,-6.487434442112541,0.6247590041041364,-4.525428391266578,0.5999533227333996,1.0,1.0,0.5466666666666666,0.49866666666666665
2019-07-31,2018-02-01,2019-07-31,376,0.571078431372549,0.428921568627451,0.5057803468208093,0.49421965317919075,0.5132978723404256,0.5105820105820106,0.4894179894179894,0.48670212765957444,-6.235855146800983,0.5646113817202908,-4.664364727611526,0.5299793883472789,-6.480234332702578,0.6075750295872729,-4.559731823968464,0.6113222649284372,0.0,1.0,0.5398936170212766,0.5
2019-08-31,2018-03-01,2019-08-30,379,0.5634146341463414,0.4365853658536586,0.5171428571428571,0.4828571428571429,0.5078947368421053,0.5131578947368421,0.48684210526315785,0.4921052631578947,-6.224913951368618,0.5640390552750455,-4.667059371922608,0.5283434762562943,-6.469127964557247,0.6035787616617115,-4.553034817747268,0.580408179209865,1.0,0.0,0.5408970976253298,0.49868073878627966
2019-09-30,2018-04-02,2019-09-30,378,0.5697115384615384,0.43028846153846156,0.5292397660818713,0.47076023391812866,0.5158730158730159,0.5184210526315789,0.4815789473684211,0.4841269841269841,-6.30377715608858,0.5832970443075892,-4.713621227302898,0.531140223895742,-6.488117768366523,0.6214701074834607,-4.595519301425271,0.5938528574441834,1.0,1.0,0.5502645502645502,0.5
