date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j,eta_v,kappa_q,theta_q,v0_q,mu_j_q,kappa_j_q,n_quotes,q_success,q_explosive,jump_premium_identified
2014-01-02,2012-07-03,2014-01-02,379,0.3665358068990793,20.0,0.07150991508182132,3.0,0.24397559293578486,0.030917371770247122,3.9894459102902373,0.025837165628138942,0.07279439743516591,0.0288963035573353,12.517263176299254,7.482736823700746,0.1911330486870032,0.037522426613294114,-0.08955501083551942,-0.08323627308397574,24,True,False,True
2014-01-31,2012-08-01,2014-01-31,379,0.28599894016204574,20.0,0.07776217877003253,3.0,-0.03190508226339116,0.23420530656311425,3.9894459102902373,-0.006202711327532547,0.08730009510943303,-0.0023891993335174444,-40.0,60.0,0.02592072625667751,0.8666120800509857,-0.013108815119768857,-0.009255067579285736,24,True,False,True
2014-02-28,2012-08-29,2014-02-28,378,0.25742788420763735,20.0,0.07997966269155303,3.0,0.017236867869402348,0.25130418018708467,4.0,-0.006202711327532547,0.08730009510943303,-0.0023891993335174444,-33.36799154237352,53.36799154237352,0.029972895880127016,0.06836455012308586,-0.0799437407860531,-0.07330713286909873,23,True,False,True
2014-03-31,2012-10-01,2014-03-31,377,0.18690678735353258,20.0,0.08032916332033989,3.0,0.007545873140951363,0.045000059313650864,4.010610079575597,-0.006202711327532547,0.08730009510943303,-0.0023891993335174444,3.341928241088315,16.658071758911685,0.09644473199890694,0.0648849328529648,-0.12945392035479836,-0.11807059604994452,23,True,False,True
2014-04-30,2012-10-31,2014-04-30,377,0.16321623741530114,20.0,0.0873277423930456,3.0,-0.08843982372109944,0.23772633973252305,4.010610079575597,-0.034623579152794313,0.0866664238176248,-0.030396490988987557,-24.793025107293282,44.79302510729328,0.03899166987890118,0.22552023113643205,-0.07636950588637187,-0.07004024817392007,24,True,False,True
2014-05-31,2012-12-03,2014-05-30,376,0.14418754764360048,20.0,0.08842935061838968,3.0,-0.08828311508665136,0.06859042780434396,4.0212765957446805,-0.034623579152794313,0.0866664238176248,-0.030396490988987557,-38.56594440108049,58.56594440108049,0.030198215540688262,0.07221904084344595,-0.05573718438252084,-0.05065371269281527,24,True,False,True
2014-06-30,2012-12-31,2014-06-30,378,0.18743693024672906,20.0,0.08925292861027177,3.0,-0.07088178130850452,0.07364946569622476,4.0,-0.034623579152794313,0.0866664238176248,-0.030396490988987557,4.4118975806903356,15.588102419309664,0.11451416754833517,0.04081150526225152,-0.009303242615377651,-0.005532347991695885,24,True,False,True
2014-07-31,2013-02-01,2014-07-31,378,0.10970426697732952,20.0,0.09289139512570685,3.0,-0.13169321810261614,0.20522046745663497,3.3333333333333335,-0.061495114700250396,0.08585513267169848,-0.056170329394355845,-23.97681156742479,43.97681156742479,0.04224562528062624,0.057571956455303205,-0.06067618708171158,-0.05539708463737103,24,True,False,True
2014-08-31,2013-03-01,2014-08-29,380,0.16522365856843177,20.0,0.09111387875768927,3.0,-0.13567638252207273,0.03543236686513141,3.3157894736842106,-0.061495114700250396,0.08585513267169848,-0.056170329394355845,-31.660772655101702,51.6607726551017,0.035273912516169625,0.04236184347784039,-0.02422579318024964,-0.02033072746148412,24,True,False,True
2014-09-30,2013-04-01,2014-09-30,381,0.1260531468434425,20.0,0.09108488860026412,3.0,-0.13936306586487548,0.05258933389055064,3.3070866141732282,-0.061495114700250396,0.08585513267169848,-0.056170329394355845,4.148306949623312,15.851693050376689,0.11492133781646703,0.0555891160914122,-0.04219916740945092,-0.03778139644293976,24,True,False,True
2014-10-31,2013-05-01,2014-10-31,382,0.12219551347334036,20.0,0.09145557415165621,3.0,-0.16788126616401183,0.1405973543454522,3.298429319371728,-0.06388020035395803,0.08649297814170577,-0.05836700546036666,-26.74886297895677,46.748862978956765,0.039126330919673255,0.0612807164773174,-0.04812367854271052,-0.04341263963765207,24,True,False,True
2014-11-30,2013-05-31,2014-11-28,380,0.15804762627623917,20.0,0.09206194960231955,3.0,-0.16452164171525954,0.05353237439688743,3.3157894736842106,-0.06388020035395803,0.08649297814170577,-0.05836700546036666,-11.306614166283493,31.306614166283495,0.05881309879972147,0.08577274890396185,-0.0032763605910827846,0.0004642647803765332,24,True,False,True
2014-12-31,2013-07-01,2014-12-31,381,0.07354650377449776,20.0,0.09357974719018426,3.0,-0.17683947486479148,0.06051038622138772,3.3070866141732282,-0.06388020035395803,0.08649297814170577,-0.05836700546036666,16.72839902334039,3.2716009766596095,0.5720731095130779,0.0534646655913305,-0.048239631502602076,-0.043523552343028404,24,True,False,True
