Datetime,Open,High,Low,Close,Volume
2023-07-07 09:30:00,191.4,191.5,191.0,191.23,969780
2023-07-07 10:00:00,191.3,191.67,190.71,191.51,4241949
2023-07-07 10:30:00,191.505,191.72,190.52,190.615,2899990
2023-07-07 11:00:00,190.61,190.91,190.24,190.74,2376679
2023-07-07 11:30:00,190.72,191.305,190.72,191.295,1798102
2023-07-07 12:00:00,191.2901,192.0,191.185,191.93,2264415
2023-07-07 12:30:00,191.935,192.25,191.895,192.145,2436937
2023-07-07 13:00:00,192.15,192.53,192.15,192.445,2014006
2023-07-07 13:30:00,192.445,192.6,192.35,192.5739,1584830
2023-07-07 14:00:00,192.57,192.67,192.16,192.3,1690498
2023-07-07 14:30:00,192.29,192.5,192.19,192.37,1144044
2023-07-07 15:00:00,192.3618,192.49,192.17,192.285,1363649
2023-07-07 15:30:00,192.27,192.38,191.7,191.805,1867632
2023-07-07 16:00:00,191.805,191.93,190.6,190.71,5157081
2023-07-10 09:30:00,189.23,189.99,189.19,189.97,1025954
2023-07-10 10:00:00,189.98,189.99,187.15,187.755,8400971
2023-07-10 10:30:00,187.7501,189.51,187.6896,188.95,4460410
2023-07-10 11:00:00,188.95,189.04,188.08,188.1,3263334
2023-07-10 11:30:00,188.1,188.28,187.64,188.035,2929966
2023-07-10 12:00:00,188.0309,188.4514,187.44,187.4799,2803682
2023-07-10 12:30:00,187.47,187.66,187.035,187.57,2878538
2023-07-10 13:00:00,187.58,188.13,187.5,188.08,2108836
2023-07-10 13:30:00,188.08,188.35,187.76,188.24,1794081
2023-07-10 14:00:00,188.2473,188.34,187.92,188.25,1381044
2023-07-10 14:30:00,188.255,188.7,187.9936,188.56,1629330
2023-07-10 15:00:00,188.56,188.65,188.2,188.4708,1497567
2023-07-10 15:30:00,188.475,188.58,188.1,188.29,1755314
2023-07-10 16:00:00,188.28,188.79,188.245,188.63,4974512
2023-07-11 09:30:00,189.16,189.3,188.86,188.8901,715836
2023-07-11 10:00:00,188.88,189.03,187.59,187.765,4667047
2023-07-11 10:30:00,187.77,188.2,187.45,188.0903,2628731
2023-07-11 11:00:00,188.0967,188.5601,187.8907,188.14,2066375
2023-07-11 11:30:00,188.14,188.4609,187.655,187.7323,1853623
2023-07-11 12:00:00,187.74,188.3,187.26,188.2949,2185163
2023-07-11 12:30:00,188.3,188.38,187.465,187.54,2037880
2023-07-11 13:00:00,187.54,187.78,187.46,187.77,1482713
2023-07-11 13:30:00,187.77,187.7869,187.34,187.42,1505521
2023-07-11 14:00:00,187.41,187.5478,187.175,187.495,1710196
2023-07-11 14:30:00,187.48,187.495,186.7001,186.96,2450129
2023-07-11 15:00:00,186.9614,187.39,186.6,187.375,1719544
2023-07-11 15:30:00,187.375,187.395,187.0601,187.11,1872339
2023-07-11 16:00:00,187.105,188.27,186.97,188.06,5204591
2023-07-12 09:30:00,189.68,190.49,189.66,189.91,1233477
2023-07-12 10:00:00,189.91,191.7,189.45,190.62,8598318
2023-07-12 10:30:00,190.625,190.99,190.24,190.385,4295619
2023-07-12 11:00:00,190.385,190.66,189.565,189.716,3148624
2023-07-12 11:30:00,189.71,189.9,189.22,189.57,3139497
2023-07-12 12:00:00,189.565,189.695,188.47,188.8973,2917960
2023-07-12 12:30:00,188.895,189.25,188.57,189.225,1988564
2023-07-12 13:00:00,189.23,189.82,189.185,189.43,1922962
2023-07-12 13:30:00,189.4283,189.99,189.365,189.9801,1737828
2023-07-12 14:00:00,189.9823,190.03,189.75,189.905,1219838
2023-07-12 14:30:00,189.91,190.39,189.815,190.3475,1470779
2023-07-12 15:00:00,190.35,190.4027,189.87,190.02,1796771
2023-07-12 15:30:00,190.025,190.24,189.7,189.88,2022680
2023-07-12 16:00:00,189.88,190.02,189.57,189.82,4660645
2023-07-13 09:30:00,190.5,190.505,190.02,190.06,714514
2023-07-13 10:00:00,190.0401,191.095,189.94,190.25,4799201
2023-07-13 10:30:00,190.24,190.33,189.78,190.04,2896217
2023-07-13 11:00:00,190.03,190.775,189.9901,190.35,2272983
