date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
2018-10-01,2017-04-03,2018-10-01,378,0.7009682124693375,5.9713838660898604e-05,0.13500809161375296,0.6153061212218294,0.014299727889468435,1.3333333333333333,0.04062862329740291,0.11808975276118558,0.04875234852274901
