date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0
2018-10-01,2017-04-03,2018-10-01,378,0.21445190963879365,3.1253617612141903e-06,0.21124420460567309,0.7196554968226825,0.00435931224340488
2018-10-31,2017-05-01,2018-10-31,381,0.23569027009063298,3.128036180322394e-06,0.2113144512205193,0.7559723284595414,0.01521376313059201
2018-11-30,2017-05-31,2018-11-30,381,0.25193790238452923,2.924022950081113e-06,0.21357629638849204,0.7539262167041322,0.01206125073645785
2018-12-31,2017-07-03,2018-12-31,377,0.2586886962842064,2.1302064933875236e-06,0.20061552553787848,0.789768728884178,0.02251891278741194
2019-01-31,2017-08-01,2019-01-31,378,0.2742294518557602,2.1302064219394127e-06,0.20061549301340909,0.7897677735157375,0.009959082096571308
2019-02-28,2017-08-29,2019-02-28,377,0.3110911279230363,2.1523790456754715e-06,0.22185140753638263,0.7699248742989242,0.004768467004442618
2019-03-31,2017-10-02,2019-03-29,375,0.29535537238812515,3.1294798791710408e-06,0.2416267185506999,0.7506191120767728,0.008081991097812899
2019-04-30,2017-10-31,2019-04-30,375,0.32684894136400666,3.1294806860704167e-06,0.24162667816229885,0.7506181623791106,0.0047056976042913964
2019-05-31,2017-12-01,2019-05-31,375,0.25662857305664893,4.285081369483722e-06,0.2439853142310779,0.748252458053556,0.008225355046183347
2019-06-30,2018-01-02,2019-06-28,375,0.29161461947496997,4.285083977703374e-06,0.2439851993417112,0.7482515819333363,0.0069975884891298355
2019-07-31,2018-02-01,2019-07-31,376,0.23227026263473768,4.318685017483188e-06,0.23225035262425434,0.7598293343953035,0.006195305676458521
2019-08-31,2018-03-01,2019-08-30,379,0.23458651360574875,3.7009037939821704e-06,0.20228167261712499,0.7890879787855117,0.012579609740202863
2019-09-30,2018-04-02,2019-09-30,378,0.2326460948067474,3.5431019366837337e-06,0.2140598154883852,0.7772997682307118,0.006890178381976016
