date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2018-10-01,2017-04-03,2018-10-01,378,0.1419101745953745,14.721568761573462,0.019568435652079004,1.6499410426006038,-0.6219165258719538,0.0077530195945884174
2018-10-31,2017-05-01,2018-10-31,381,0.084833668656098,16.541772830926664,0.03682102587930912,2.7137948026059493,-0.6965549377434206,0.09574892887789763
2018-11-30,2017-05-31,2018-11-30,381,0.08869955154516776,19.999999999999996,0.025130869322420805,3.9999999999231197,-0.6013494597746838,0.06195179919396424
2018-12-31,2017-07-03,2018-12-31,377,0.022160191761772738,19.999999999965944,0.059929459756506445,2.64171742897689,-0.6562610259175172,0.10431769852523964
2019-01-31,2017-08-01,2019-01-31,378,0.05987804480404731,19.999999999998668,0.03758487241454447,3.1945146772518243,-0.6862453750275386,0.04677437465433224
2019-02-28,2017-08-29,2019-02-28,377,0.08678965580285702,19.999999999546763,0.013257639283156524,1.1676591217578258,-0.6237394736557853,0.01600520050203658
2019-03-31,2017-10-02,2019-03-29,375,0.0790597248966699,19.999999999911,0.027104449280619055,1.685535018154173,-0.7572280106066367,0.021713509159738763
2019-04-30,2017-10-31,2019-04-30,375,0.0908820388024183,9.480143324182594,0.023694133996040187,1.475407103122333,-0.6374595556274961,0.010622765028720631
2019-05-31,2017-12-01,2019-05-31,375,0.02595997358994174,19.999999999998327,0.01856227830113701,0.9308269399651996,-0.7513578354570561,0.03678465207072989
2019-06-30,2018-01-02,2019-06-28,375,0.06424202040705887,19.999999999999975,0.03420870278354155,3.9999999995200253,-0.7467359163123247,0.04251486784034245
2019-07-31,2018-02-01,2019-07-31,376,0.03637591856226317,1.4734556116404178,0.08791129309842392,1.1811934118481506,-0.7679959652166451,0.012624383885297743
2019-08-31,2018-03-01,2019-08-30,379,0.050389586576966336,19.99999999958702,0.032619989269833616,2.268563551703706,-0.8073996052746371,0.0499524357313355
2019-09-30,2018-04-02,2019-09-30,378,0.07959802138718312,19.99999999998928,0.03479648123572282,2.119236243781451,-0.7816713597629734,0.01811775388034914
