date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j,eta_v,kappa_q,theta_q,v0_q,mu_j_q,kappa_j_q,n_quotes,q_success,q_explosive,jump_premium_identified
2014-01-02,2012-07-03,2014-01-02,379,0.15966915637280898,20.0,0.05465220710570317,3.0,-0.18053201158291898,0.030816269839110653,3.324538258575198,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-2.484571390695566,22.484571390695567,0.04861307441094387,0.03912951267112101,-0.025620347805402413,-0.022154642849871897,20,True,False,True
