date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2014-01-02,2012-07-03,2014-01-02,379,0.3665358068990793,1.9080845915686153,1.0295542668650446,3.999804259996781,-0.24584320497710238,0.06886615690533046
2014-01-31,2012-08-01,2014-01-31,379,0.28599894016204574,19.999999999999996,0.00010000000000748833,3.9999999999999996,-0.16891846651764328,0.5672357273996947
2014-02-28,2012-08-29,2014-02-28,378,0.25742788420763735,19.999999999915243,0.0842038400480037,2.7615649950317196,-0.3603199874732665,0.08900603167932186
2014-03-31,2012-10-01,2014-03-31,377,0.18690678735353258,19.99999999999999,0.20515727298805472,3.2846393518637234,-0.43079348246240945,0.10561578045701987
2014-04-30,2012-10-31,2014-04-30,377,0.16321623741530114,19.999999999999996,0.08722908064326836,3.9999999999999996,-0.292872411356264,0.2291463720913333
2014-05-31,2012-12-03,2014-05-30,376,0.14418754764360048,19.999999999999996,0.07315433850600953,3.007150717394341,-0.29221126691321025,0.08660181623583546
2014-06-30,2012-12-31,2014-06-30,378,0.18743693024672906,4.212819417940145,0.33942875442363984,3.9999999999999996,-0.14664984690984237,0.0813944533763504
2014-07-31,2013-02-01,2014-07-31,378,0.10970426697732952,19.999999978688855,0.0836938201711149,2.911292492991781,-0.3021022563334344,0.07563187680085365
2014-08-31,2013-03-01,2014-08-29,380,0.16522365856843177,19.999999999977526,0.07083500558625691,3.6078758346779543,-0.17337618686359854,0.060675051955470544
2014-09-30,2013-04-01,2014-09-30,381,0.1260531468434425,13.49626034486203,0.18366436374147393,3.9999999999987033,-0.29598877980086113,0.08168391505440804
2014-10-31,2013-05-01,2014-10-31,382,0.12219551347334036,19.999999999999705,0.08968840066096599,3.9999999999999996,-0.3372118832820991,0.07957003015954867
2014-11-30,2013-05-31,2014-11-28,380,0.15804762627623917,19.99999999999999,0.09409667915580974,3.6833766800513597,-0.1111553467564087,0.10366199416973333
2014-12-31,2013-07-01,2014-12-31,381,0.07354650377449776,14.225776811337045,0.2729523374131242,3.828238138599128,-0.21807997498697312,0.06178053182683553
