date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
2014-01-02,2012-07-03,2014-01-02,379,0.3665358068990793,5.704860812947238,0.26265222575829633,0.5837839021991664,-0.9899557295847313,0.038429337993765744,3.9894459102902373,0.025837165628138942,0.07279439743516591,0.0288963035573353
2014-01-31,2012-08-01,2014-01-31,379,0.28599894016204574,19.999999999999996,0.00010000000000000002,3.9999999999999996,-0.243935334905752,0.5104418206098037,3.9894459102902373,-0.006202711327532547,0.08730009510943303,-0.0023891993335174444
2014-02-28,2012-08-29,2014-02-28,378,0.25742788420763735,19.999999999999996,0.041801678645318335,0.7787721349170366,-0.9899999999999994,0.06278656424618544,4.0,-0.006202711327532547,0.08730009510943303,-0.0023891993335174444
2014-03-31,2012-10-01,2014-03-31,377,0.18690678735353258,19.999999998436813,0.15813535895872594,2.032967736966028,-0.6564794168187243,0.08017024431563717,4.010610079575597,-0.006202711327532547,0.08730009510943303,-0.0023891993335174444
2014-04-30,2012-10-31,2014-04-30,377,0.16321623741530114,19.999999999999996,0.044580207377065625,3.888497882959326,-0.26202000097902495,0.20277928328425326,4.010610079575597,-0.034623579152794313,0.08666642381762478,-0.030396490988987557
2014-05-31,2012-12-03,2014-05-30,376,0.14418754764360048,19.999999999997147,0.025640273186330585,1.1753789533018615,-0.22227075324743265,0.060643112044240395,4.0212765957446805,-0.034623579152794313,0.08666642381762478,-0.030396490988987557
2014-06-30,2012-12-31,2014-06-30,378,0.18743693024672906,0.6006548917001231,1.649089114615035,3.9999999999999996,-0.28959960466702844,0.0621140083587885,4.0,-0.034623579152794313,0.08666642381762478,-0.030396490988987557
2014-07-31,2013-02-01,2014-07-31,378,0.10970426697732952,19.99999999999906,0.03677711712450488,1.6483110718336178,-0.03342621114437141,0.053078680526113024,3.3333333333333335,-0.061495114700250396,0.08585513267169848,-0.056170329394355845
2014-08-31,2013-03-01,2014-08-29,380,0.16522365856843177,19.999999999997854,0.025577225013890193,1.9078191311065635,0.2795254480679229,0.039030720988029025,3.3157894736842106,-0.061495114700250396,0.08585513267169848,-0.056170329394355845
2014-09-30,2013-04-01,2014-09-30,381,0.1260531468434425,17.19663380002534,0.11795715034926292,3.999999999991748,-0.20370398741677362,0.06008541506663065,3.3070866141732282,-0.061495114700250396,0.08585513267169848,-0.056170329394355845
2014-10-31,2013-05-01,2014-10-31,382,0.12219551347334036,19.99999999999317,0.038478371733572075,2.704919006183203,-0.12051908724245022,0.054921502793780934,3.298429319371728,-0.06388020035395803,0.08649297814170577,-0.05836700546036666
2014-11-30,2013-05-31,2014-11-28,380,0.15804762627623917,19.999999999952887,0.04738403648166303,2.633054621493105,0.18576694709126507,0.07783887069276794,3.3157894736842106,-0.06388020035395803,0.08649297814170577,-0.05836700546036666
2014-12-31,2013-07-01,2014-12-31,381,0.07354650377449776,12.137870949897087,0.21712591124175676,2.974459911276221,-0.04635490343720761,0.04441627948147909,3.3070866141732282,-0.06388020035395803,0.08649297814170577,-0.05836700546036666
