date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0
2014-01-02,2012-07-03,2014-01-02,379,0.4582695826545706,4.158097581150653e-05,0.12629942412680617,0.7357558734750522,0.015357759343827835
2014-01-31,2012-08-01,2014-01-31,379,0.40728325287280903,3.815586604276243e-05,0.2383878377332802,0.6731521035213808,0.029298822963177224
2014-02-28,2012-08-29,2014-02-28,378,0.21240850928260444,0.00020203701868493532,0.40121614308863507,5.873984197566434e-14,0.014214049659847135
2014-03-31,2012-10-01,2014-03-31,377,0.14463260699785319,0.00020229948515680576,0.4066472753710514,2.5943817315911736e-14,0.01424067627314615
2014-04-30,2012-10-31,2014-04-30,377,0.14381974339074557,0.00019988730360538434,0.4776695994850083,1.502872597341475e-14,0.016447660136271785
2014-05-31,2012-12-03,2014-05-30,376,0.11915400081441815,0.0002112140620197854,0.4531605033935316,3.187187313920809e-14,0.01635114776364623
2014-06-30,2012-12-31,2014-06-30,378,0.18780339079937927,0.00021841510911708162,0.42756216720575385,1.5141720647243218e-14,0.015030686743126019
2014-07-31,2013-02-01,2014-07-31,378,0.10046056798969948,0.00027675608853532145,0.2887582480446022,2.2065857420894255e-14,0.017106446024472526
2014-08-31,2013-03-01,2014-08-29,380,0.16871224232764045,0.000265096275005248,0.30830894462821046,1.1095346658307656e-14,0.017188283563514293
2014-09-30,2013-04-01,2014-09-30,381,0.13863263249686036,0.0002629377662357871,0.31459329885463405,1.0426640081462332e-14,0.01644288218526969
2014-10-31,2013-05-01,2014-10-31,382,0.12826419786551058,0.00028576141557571527,0.23790839803376773,7.896727456735503e-15,0.018656108828984008
2014-11-30,2013-05-31,2014-11-28,380,0.1596863061168548,0.00028822897152441833,0.24062817345387458,6.5567092237279974e-15,0.017155741457600997
2014-12-31,2013-07-01,2014-12-31,381,0.0555218956408518,0.00029699590365582225,0.22658030986927535,3.7020687933647154e-14,0.01745422590679682
