ticker,date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
AAPL,2008-01-02,2007-07-03,2008-01-02,127,1.3785854426019075,0.00020712889873120897,0.30032326491569733,0.4257706076349971,0.02082354432965131,1.984251968503937,-0.06326803619379451,0.0,-0.061308163420309536
AAPL,2008-01-31,2007-08-01,2008-01-31,127,1.1575622972075337,0.0004959596619251204,0.49384291312183987,0.03614842948608928,0.02270596157464162,3.968503937007874,-0.09598701344815475,0.023449229829572663,-0.09127438154805523
AAPL,2008-02-29,2007-08-30,2008-02-29,126,0.93653915181316,0.00041556867966468613,0.5930442345709089,0.055708811606210475,0.04499273892132687,4.0,-0.09598701344815475,0.023449229829572663,-0.09127438154805523
AAPL,2008-03-31,2007-10-01,2008-03-31,125,0.7155160064187862,0.0005406657186884055,0.45805676221217734,0.02158384644534235,0.02632325824498463,4.032,-0.09598701344815475,0.023449229829572663,-0.09127438154805523
AAPL,2008-04-30,2007-10-31,2008-04-30,125,0.5685307974054056,0.0006003813483408247,0.3785445230299412,0.018224766846202042,0.02619183045524345,4.032,-0.09598701344815475,0.023449229829572663,-0.09127438154805523
AAPL,2008-05-31,2007-12-03,2008-05-30,124,0.421545588392025,0.0006216199388038464,0.1320364327777734,0.109395610651052,0.026471675972661448,4.064516129032258,-0.09598701344815475,0.023449229829572663,-0.09127438154805523
AAPL,2008-06-30,2007-12-31,2008-06-30,126,-0.15084558597759676,0.0006638394390532281,0.05748548609332179,0.1476276788145207,0.02846417058205701,2.0,-0.11256812287424744,0.0,-0.10646352523776614
AAPL,2008-07-31,2008-02-01,2008-07-31,126,0.2867245473482014,0.0005184389522231974,1.7405868533979854e-06,0.19428705289587375,0.025366403090470377,0.0,0.0,0.0,0.0
AAPL,2008-08-31,2008-03-03,2008-08-29,127,0.7242946806739995,0.00043424298534149513,2.8539295779403646e-09,0.22949779951375668,0.02373993165067061,0.0,0.0,0.0,0.0
AAPL,2008-09-30,2008-03-31,2008-09-30,129,-0.457671939095034,0.00013903273304907815,0.16137654705029691,0.7427783851917734,0.08594608723673695,1.9534883720930234,-0.19746991655071078,0.0,-0.17919516710312466
AAPL,2008-10-31,2008-05-01,2008-10-31,129,-0.5485350707953659,3.202924813108186e-05,0.17925130532761163,0.8207449297816972,0.05872422245147996,1.9534883720930234,-0.19746991655071078,0.0,-0.17919516710312466
AAPL,2008-11-30,2008-06-02,2008-11-28,127,-0.6955202798087465,4.173805617309827e-05,0.1585312585329493,0.8414676888536833,0.0594811433855975,1.984251968503937,-0.19746991655071078,0.0,-0.17919516710312466
AAPL,2008-12-31,2008-07-01,2008-12-31,128,-0.7863834115090783,4.0991036676659574e-05,0.1911390449149525,0.8088599047746186,0.027189545768626634,1.96875,-0.19746991655071078,0.0,-0.17919516710312466
AAPL,2009-01-31,2008-08-01,2009-01-30,126,-0.7863834115090783,6.964099657374476e-05,0.17907784380559777,0.8109647083818246,0.03654577761968822,2.0,-0.19746991655071078,0.0,-0.17919516710312466
AAPL,2009-02-28,2008-08-29,2009-02-27,125,-0.7863834115090783,7.104783802533333e-05,0.07853107670535243,0.8870692065256556,0.03494171550130302,2.016,-0.19746991655071078,0.0,-0.17919516710312466
AAPL,2009-03-31,2008-10-01,2009-03-31,125,0.28154827721110415,2.2189869850664405e-05,0.047877928263206214,0.9295563585333965,0.03004848912063889,0.0,0.0,0.0,0.0
AAPL,2009-04-30,2008-10-31,2009-04-30,124,0.7191184105369023,2.117366544732501e-09,0.06571910614181205,0.9265731308919428,0.019556645549436848,0.0,0.0,0.0,0.0
AAPL,2009-05-31,2008-12-01,2009-05-29,124,0.7191184105369023,1.1139679820004642e-12,0.002184199653805081,0.9951138810171851,0.024474541738114076,0.0,0.0,0.0,0.0
AAPL,2009-06-30,2008-12-31,2009-06-30,125,1.1566885438627004,4.3975639573548606e-16,0.02586466901652359,0.9676699626107044,0.018615487856961977,0.0,0.0,0.0,0.0
AAPL,2009-07-31,2009-02-02,2009-07-31,126,1.1566885438627004,3.135929009547345e-17,0.037016082512479634,0.9552648995098768,0.01511748713461144,0.0,0.0,0.0,0.0
AAPL,2009-08-31,2009-03-02,2009-08-31,128,1.1566885438627004,1.4774836023203484e-16,0.016648235003419595,0.9765588463015279,0.014830877574810428,3.9375,0.010668602230585744,0.07740870550364136,0.013758444194514219
AAPL,2009-09-30,2009-03-31,2009-09-30,128,1.1005664665496517,8.897312027366819e-17,0.004902630188146398,0.9910779738823761,0.014126367583022449,3.9375,0.010668602230585744,0.07740870550364136,0.013758444194514219
AAPL,2009-10-31,2009-05-01,2009-10-30,128,0.8795433211552781,3.3629310365618055e-08,1.6721693825084929e-06,0.9989356090866948,0.01656987534469432,1.96875,0.06540482281508297,0.0,0.06759112216020302
AAPL,2009-11-30,2009-06-01,2009-11-30,128,0.7325581121418975,4.6412868876627997e-07,1.040869444785886e-07,0.9988408839490124,0.016227785898947952,0.0,0.0,0.0,0.0
AAPL,2009-12-31,2009-07-01,2009-12-31,128,0.7325581121418975,1.63624925227936e-06,2.4362024469606952e-08,0.993798033979324,0.01601598380067269,0.0,0.0,0.0,0.0
MSFT,2008-01-02,2007-07-03,2008-01-02,127,0.21891111765353197,2.2120211718584167e-05,0.17419920361834923,0.7810887169734065,0.01578754193565388,1.984251968503937,0.09078180019181259,0.0,0.09503004384321989
MSFT,2008-01-31,2007-08-01,2008-01-31,127,0.1627890403404833,2.332009638745902e-05,0.1665107442109418,0.7879206853398558,0.018220827624410775,1.984251968503937,0.09078180019181259,0.0,0.09503004384321989
MSFT,2008-02-29,2007-08-30,2008-02-29,126,0.03262902664644138,5.7427811003747365e-05,0.05238347556445514,0.8025546657299998,0.018252375070408985,4.0,0.011277987105574816,0.112435370726933,0.01775461550658841
MSFT,2008-03-31,2007-10-01,2008-03-31,125,0.03262902664644138,7.155945898033945e-05,1.6823733240712727e-06,0.826442911026025,0.02030551394144868,4.032,0.011277987105574816,0.112435370726933,0.01775461550658841
MSFT,2008-04-30,2007-10-31,2008-04-30,125,-0.09753098704760053,7.236638541797511e-05,2.7678840898355966e-09,0.8280204350870709,0.02051303989027385,4.032,-0.06608886206576536,0.0030221233507500816,-0.06394804395592402
MSFT,2008-05-31,2007-12-03,2008-05-30,124,-0.17156892342859376,6.537444014076628e-05,2.952054105000209e-09,0.8282036437448315,0.019507293530820303,4.064516129032258,-0.06608886206576536,0.0030221233507500816,-0.06394804395592402
MSFT,2008-06-30,2007-12-31,2008-06-30,126,-0.22769100074164247,6.823482774776883e-05,2.853674591151374e-09,0.8310773131508931,0.020098287859046902,4.0,-0.06608886206576536,0.0030221233507500816,-0.06394804395592402
MSFT,2008-07-31,2008-02-01,2008-07-31,126,-0.28381307805469114,9.423379281734052e-05,0.05870560305979669,0.7172577283675508,0.02118991348296863,4.0,-0.06608886206576536,0.0030221233507500816,-0.06394804395592402
MSFT,2008-08-31,2008-03-03,2008-08-29,127,0.153757055271107,8.988767380380846e-05,0.08400928701422333,0.6998175335630564,0.01853856171454035,1.984251968503937,-0.06395189815086777,0.0,-0.06194987960910814
MSFT,2008-09-30,2008-03-31,2008-09-30,129,-0.41863411909851483,0.0001270108173044066,0.3008074084828515,0.5066762415869105,0.05414309738729465,1.9534883720930234,-0.09126664863253087,0.0,-0.08722571156924541
MSFT,2008-10-31,2008-05-01,2008-10-31,129,0.018936014227283318,2.7304573848891845e-05,0.21795340862231188,0.7820371693763699,0.049036726135908044,3.906976744186047,0.03967936841427577,0.18518563324633244,0.058471861423744276
MSFT,2008-11-30,2008-06-02,2008-11-28,127,-0.12804919478609728,3.284560906030218e-05,0.19538436034907009,0.8046145868457368,0.05524597017853681,3.968503937007874,0.03967936841427577,0.18518563324633244,0.058471861423744276
MSFT,2008-12-31,2008-07-01,2008-12-31,128,-0.12804919478609728,3.666483310488058e-05,0.2620175877728453,0.7379813562636175,0.019913930707926478,3.9375,0.03967936841427577,0.18518563324633244,0.058471861423744276
MSFT,2009-01-31,2008-08-01,2009-01-30,126,-0.21891232648642917,7.472077486553952e-05,0.2933955245261592,0.7066034253438592,0.04028392944809236,2.0,0.1706253854610824,0.0,0.18604635558015614
MSFT,2009-02-28,2008-08-29,2009-02-27,125,-0.3490723401804711,0.0001993319185424133,0.17311840388970257,0.7409933912215195,0.03407405524494666,2.016,0.1706253854610824,0.0,0.18604635558015614
MSFT,2009-03-31,2008-10-01,2009-03-31,125,-0.3490723401804711,0.00022928628317528166,0.06335539516191695,0.8020539361532062,0.03998968626732712,4.032,0.023023472568478365,0.20874062704493285,0.04582892146150863
MSFT,2009-04-30,2008-10-31,2009-04-30,124,-0.3490723401804711,0.00020335869040707483,0.030963051763047984,0.8148620640897623,0.036667182829194345,4.064516129032258,-0.004444760650462509,0.16989467909227948,0.01003738027489498
MSFT,2009-05-31,2008-12-01,2009-05-29,124,0.08849779314532703,0.00015723686105610218,9.118359179270137e-07,0.8397054723216614,0.0313197466147211,4.064516129032258,-0.012285272166338013,0.1588065213705859,0.0003245360990240531
MSFT,2009-06-30,2008-12-31,2009-06-30,125,0.5260679264711252,5.24854142690555e-05,0.07553278555275189,0.8633350608930893,0.023181444867516936,4.032,-0.012285272166338013,0.1588065213705859,0.0003245360990240531
MSFT,2009-07-31,2009-02-02,2009-07-31,126,0.5260679264711252,4.3403292728596745e-05,0.027529078524961486,0.9081634975831342,0.026384730856287585,6.0,0.03266553155532037,0.10320956116711445,0.03872254736985692
MSFT,2009-08-31,2009-03-02,2009-08-31,128,0.9636380597969233,2.2495544727772452e-05,0.045263035312626244,0.909837750618698,0.018848383311049138,5.90625,0.03266553155532037,0.10320956116711445,0.03872254736985692
MSFT,2009-09-30,2009-03-31,2009-09-30,128,0.8334780461028813,1.3936767350040831e-05,0.11670886164600165,0.8581255687482169,0.013197630672343379,3.9375,0.006924814756015918,0.13163935591062695,0.015711421412633708
MSFT,2009-10-31,2009-05-01,2009-10-30,128,0.7594401097218881,2.2940867746949512e-05,3.900646084363935e-06,0.9234322143338026,0.01730981201482124,1.96875,-0.08615826647941782,0.0,-0.08255098169688668
MSFT,2009-11-30,2009-06-01,2009-11-30,128,0.7594401097218881,2.014427114994926e-05,3.043552951523862e-09,0.9242269247176307,0.016304900885087636,3.9375,-0.016887470728097487,0.09796369882789378,-0.012016248859991863
MSFT,2009-12-31,2009-07-01,2009-12-31,128,0.6292800960278462,1.2355893321936866e-05,0.025451271600133264,0.9188404988822901,0.01359443033766368,3.9375,-0.016887470728097487,0.09796369882789378,-0.012016248859991863
SPY,2008-01-02,2007-07-03,2008-01-02,127,-0.09750293755582676,1.4146746427900696e-05,0.04560551961365932,0.8625659946658154,0.011545492480175409,0.0,0.0,0.0,0.0
SPY,2008-01-31,2007-08-01,2008-01-31,127,-0.09750293755582676,1.5021532371854985e-05,0.03133956131594572,0.8762973696289137,0.013083760574891674,0.0,0.0,0.0,0.0
