date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa,sigma,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2019-09-03,2018-03-05,2019-09-03,378,0.11847042737257013,1.5937025542273744e-05,0.20189151046545808,0.7701223739596282,0.014204769779323294,1.3333333333333333,-0.015140806410395058,0.06838777490483823,-0.012720760891435479,0.3788197325058179,0.5408189244945251,0.0217478835978836,0.9720138844250863,0.9748474806648886,0.0005694618640308708,0.0006336154772387593,True,-0.02885150134258134,-0.026164672067574335,24,True,True
2019-09-30,2018-04-02,2019-09-30,378,0.10166696003181283,1.3603678167524856e-05,0.15655022432140508,0.8078984759352877,0.015329415773070757,2.0,-0.025934175488682303,0.05184529222984275,-0.024290332186942654,0.31052795508322334,0.44507413330000944,0.02184656084656085,0.9644487002566928,0.9660668301081256,0.00038264924955622366,0.0004008961794866786,True,-0.018939417848654883,-0.017441554688138017,24,True,True
2019-10-31,2018-05-01,2019-10-31,380,0.09407981100020152,1.1492657093439357e-05,0.16131284264132917,0.8111989770830637,0.01204172337795253,1.9894736842105263,-0.025934175488682303,0.05184529222984275,-0.024290332186942654,0.3245917666306781,0.3963702803197158,0.021759473684210526,0.9725118197243928,0.9739396014428929,0.0004180945038270817,0.0004410008184738654,True,-0.013989508376194327,-0.012565922318079958,24,True,True
2019-11-30,2018-05-31,2019-11-29,379,0.08295322142002108,1.0735960712022683e-05,0.15309661171520728,0.8205910696661469,0.011855201467132058,1.9947229551451187,-0.025934175488682303,0.05184529222984275,-0.024290332186942654,0.32065732661545,0.3465860048454842,0.02159419525065963,0.9736876813813542,0.9747411754418838,0.00040802032187368,0.00042503801739946667,True,-0.015077048363992167,-0.013639212634019127,24,True,True
2019-12-31,2018-07-02,2019-12-31,378,0.07160980071025734,1.1377484306156298e-05,0.1171692687265004,0.848660423205339,0.016305600683656853,2.0,-0.02250431496266921,0.05772229578739867,-0.020622764451915798,0.2896669495256139,0.29452486236813674,0.021394708994708994,0.9658296919318393,0.9664305316719586,0.00033296405415664504,0.0003389235776681158,True,-0.02428430659521053,-0.022364497141614703,24,True,True
2020-01-31,2018-08-01,2020-01-31,378,0.07820011147893244,1.523318127002278e-05,0.12555293111069962,0.836255239758664,0.013200332816788753,2.0,0.017067891042710077,0.07113266412486394,0.019791116924490426,0.31703728932080727,0.33055052691022685,0.021148941798941803,0.9618081708693637,0.9625759593648642,0.00039885969372970345,0.00040704266593065316,True,-0.008058474414845702,-0.005513292173398021,24,True,True
2020-02-29,2018-08-30,2020-02-28,376,0.0501529140123209,1.2154190833497322e-05,0.10343413444115532,0.8659272662956234,0.025014278692931886,2.6808510638297873,0.0009206898707183608,0.06645423758564148,0.0031336724353230316,0.3161759576904415,0.20555294960480683,0.020886436170212772,0.9693614007367788,0.9696215701443013,0.00039669538183122156,0.00040009279252519717,True,-0.01603824921060584,-0.01373496898376625,24,True,True
2020-03-31,2018-10-01,2020-03-31,377,0.06433014449911112,1.3164941393466656e-05,0.12820812250455318,0.8438137187974663,0.033311484778516386,2.0053050397877983,0.017067891042710077,0.07113266412486394,0.019791116924490426,0.3443500661974983,0.2824952577732916,0.01980026525198939,0.9720218413020194,0.9725524136283099,0.00047054352416754555,0.00047963931018157576,True,0.2222151934410492,0.2520035665973779,24,True,True
2020-04-30,2018-10-31,2020-04-30,376,0.10419933001510831,1.3147729043059935e-05,0.1252659034697834,0.8425599685760715,0.02280531105311909,2.0106382978723403,0.02239367509291294,0.0621104980942659,0.024620737659661884,0.3209018720917943,0.4695300652613242,0.018591223404255317,0.9678258720458549,0.9691859466398276,0.0004086429028254695,0.0004266796350801924,True,0.21821238270304688,0.24625273850764273,24,True,True
2020-05-31,2018-12-03,2020-05-29,374,0.08922703514185365,2.511609416202083e-05,0.19539821533943838,0.7404172942941201,0.013257814137048159,2.021390374331551,0.011895589911912197,0.07993904724741391,0.015205155331968756,0.31402286608868196,0.38452958478687654,0.017363636363636362,0.9358155096335584,0.9373711654516081,0.00039131095407361223,0.00040103084055658427,True,-0.030577960701769723,-0.027011323969087675,24,True,True
2020-06-30,2018-12-31,2020-06-30,378,0.10984193701743106,2.975444725026457e-05,0.19923303564317235,0.7163940217950341,0.015650128176070848,2.6666666666666665,0.023897800508407174,0.06954408496313673,0.026665313590411133,0.29810867616374087,0.45557472527419496,0.016125132275132275,0.9156270574382064,0.9180308540461836,0.00035265390001626234,0.00036299569678362886,True,0.049244874629896934,0.05302088262360427,24,True,True
2020-07-31,2019-02-01,2020-07-31,378,0.11243659648978649,2.1062732623361793e-05,0.16033528482709908,0.7828617097910018,0.02056024489671802,2.6666666666666665,0.027998751654967347,0.07278334142536667,0.031121927098162194,0.30568348121370487,0.47401844420400124,0.014787566137566136,0.9431969946181009,0.945223951401772,0.00037080313764654554,0.0003845244986153155,True,0.19921550434886565,0.2236818352063965,24,True,True
2020-08-31,2019-03-01,2020-08-31,380,0.13085127071641572,1.7002642596654698e-05,0.1350777330905744,0.8189150450327167,0.01652498510287737,3.3157894736842106,0.01289481859492252,0.0715101745291724,0.015571665436720838,0.30517255841650204,0.5599824910097382,0.013548421052631581,0.9539927781232911,0.9563055865050406,0.0003695646444860053,0.0003891262346069968,True,0.13902263324915562,0.15209207555842408,24,True,True
