date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u,ai_loss,ai_adam
2019-09-03,2018-03-05,2019-09-03,378,0.6173125967452721,0.38268740325472794,0.5633751346191715,0.4366248653808284,0.01916875916305137,0.014951925705297839,0.011786370459057612,0.011164772617267428,0.0,0.5370370370370371,0.4272158091800903,1.0
2019-09-30,2018-04-02,2019-09-30,378,0.5958253076602386,0.40417469233976144,0.6140470421694613,0.3859529578305387,0.022261258063059706,0.013868533659752227,0.011429277704400836,0.00875076605976568,1.0,0.5476190476190477,0.7274238942169827,1.0
2019-10-31,2018-05-01,2019-10-31,380,0.6171619641022213,0.38283803589777865,0.5857208869115398,0.41427911308846016,0.02269788795085505,0.013207598663040372,0.010219494795500701,0.0093340216718479,1.0,0.5526315789473685,0.719139781527881,1.0
2019-11-30,2018-05-31,2019-11-29,379,0.5300938656734232,0.4699061343265768,0.6118143965832209,0.3881856034167791,0.019506095061424315,0.009891965003683273,0.01071130719339629,0.007308470488822153,0.0,0.5514511873350924,0.48400026741820207,1.0
2019-12-31,2018-07-02,2019-12-31,378,0.5601057550595567,0.43989424494044327,0.6492289271041336,0.3507710728958664,0.022976353522369257,0.008661935896206417,0.01237044988426939,0.006815172236025925,1.0,0.5687830687830688,0.7710072636804759,1.0
2020-01-31,2018-08-01,2020-01-31,378,0.545094849979111,0.45490515002088905,0.6500663842754795,0.3499336157245206,0.02376247599725986,0.008783868014435089,0.01167431928262948,0.00667717641536381,0.0,0.5687830687830688,0.8135514201127617,1.0
2020-02-29,2018-08-30,2020-02-28,376,0.5218407056252281,0.4781592943747719,0.5721383402410902,0.4278616597589097,0.01876625051800941,0.01335461744698325,0.009814598749807342,0.012373838760390847,0.0,0.5478723404255319,0.32918402674843333,1.0
2020-03-31,2018-10-01,2020-03-31,377,0.5211621377535777,0.47883786224642233,0.6055492162089307,0.39445078379106935,0.016368872968995144,0.012457639597400413,0.015319822206697566,0.013865476506412434,0.0,0.5358090185676393,0.2490748785918552,1.0
2020-04-30,2018-10-31,2020-04-30,376,0.5325687980080528,0.4674312019919472,0.6445828001184346,0.35541719988156545,0.01566740495666237,0.013791682902887074,0.014422514185287694,0.01349104065924191,1.0,0.5398936170212766,0.2796197902645294,1.0
2020-05-31,2018-12-03,2020-05-29,374,0.5525190929541592,0.44748090704584076,0.6953023229116648,0.3046976770883351,0.017411218248569234,0.011782282322175815,0.015680025664363183,0.009240061159387277,0.0,0.553475935828877,0.40070030595191247,1.0
2020-06-30,2018-12-31,2020-06-30,378,0.525618610065693,0.474381389934307,0.7345905286791943,0.26540947132080567,0.015056254491902604,0.007653875092660884,0.015334441631074641,0.008371957254949748,1.0,0.5714285714285714,0.5368787580507052,1.0
2020-07-31,2019-02-01,2020-07-31,378,0.53818968319969,0.46181031680031004,0.7181086074918103,0.28189139250818973,0.0169680420614563,0.008725615106029434,0.014544686241025924,0.00862755232590616,1.0,0.5676392572944297,0.4595655472628348,1.0
2020-08-31,2019-03-01,2020-08-31,380,0.5389760344051833,0.46102396559481673,0.7073536942517014,0.2926463057482986,0.01733672967837846,0.009293065292032736,0.015189899473457353,0.008276062188966803,1.0,0.5672823218997362,0.43279197141518444,1.0
