date,ticker,mu,omega,alpha,beta,lam,kappa,sigma0,mu_j,sigma_j
2008-01-02,AAPL,1.3785854426019075,0.00020712889873120897,0.30032326491569733,0.4257706076349971,1.984251968503937,-0.061308163420309536,0.02082354432965131,-0.06326803619379451,0.0
2008-01-02,MSFT,0.21891111765353197,2.2120211718584167e-05,0.17419920361834923,0.7810887169734065,1.984251968503937,0.09503004384321989,0.01578754193565388,0.09078180019181259,0.0
2008-01-02,SPY,-0.09750293755582676,1.4146746427900696e-05,0.04560551961365932,0.8625659946658154,0.0,0.0,0.011545492480175409,0.0,0.0
2008-03-25,AAPL,0.5079325626294078,0.0005125905337324598,0.5049947785057052,0.01157038333717067,4.064516129032258,-0.09127438154805523,0.03866578336901526,-0.09598701344815475,0.023449229829572663
2008-03-25,MSFT,-0.13227204143488377,8.570046482869956e-05,3.043552951523862e-09,0.7899940985013766,4.064516129032258,0.01775461550658841,0.020201138340879738,0.011277987105574816,0.112435370726933
2008-03-25,SPY,-0.24557881031781323,1.3960942044578565e-05,0.059507372085467115,0.8768470877182233,0.0,0.0,0.01775904883900252,0.0,0.0
2008-06-12,AAPL,0.08726729476642571,0.0006340174917514441,0.13466279042860818,0.08946309683605888,4.032,-0.09127438154805523,0.02825905622700364,-0.09598701344815475,0.023449229829572663
2008-06-12,MSFT,-0.3610433355380247,7.29041329157224e-05,3.043552951523862e-09,0.811619843674896,4.032,-0.06394804395592402,0.01967245231557025,-0.06608886206576536,0.0030221233507500816
2008-06-12,SPY,-0.19848871807414087,1.6001543035001648e-05,0.049257719038283854,0.8594697412942051,0.0,0.0,0.01321763934509604,0.0,0.0
2008-09-02,AAPL,0.7426344200592088,0.0002890623238879556,3.043552951523862e-09,0.4973817597223191,0.0,0.0,0.02398151542113874,0.0,0.0
2008-09-02,MSFT,-0.14558701135520624,0.00010638830661235216,0.08991543608631734,0.6487276902420678,1.96875,-0.06194987960910814,0.019464131539057374,-0.06395189815086777,0.0
2008-09-02,SPY,-0.16931448489841303,1.286708432550619e-05,0.02724094338841057,0.8929803275054464,1.96875,0.042215444307393435,0.012629440352055947,0.04134868233097411,0.0
2008-11-19,AAPL,-0.8740097064759741,3.9132295577421673e-05,0.19152208134645884,0.8084768577542518,1.9534883720930234,-0.17919516710312466,0.045067109521643486,-0.19746991655071078,0.0
2008-11-19,MSFT,-0.3676211503547087,3.382485358853166e-05,0.22709064097972037,0.7729082977169034,3.906976744186047,0.058471861423744276,0.04038894443565882,0.03967936841427577,0.18518563324633244
2008-11-19,SPY,-0.6236301434000725,1.096132227974855e-05,0.1594291872480313,0.8405697516439454,1.9534883720930234,-0.08782996948391075,0.03972328144186041,-0.0919288693156215,0.0
2009-02-11,AAPL,-0.7257744934270327,7.888828956863824e-05,0.1771418844904908,0.8121146517438129,1.984251968503937,-0.17919516710312466,0.03758641523566938,-0.19746991655071078,0.0
2009-02-11,MSFT,-0.3843666755305701,0.00010392591483099569,0.3370964387371652,0.6629025008235139,1.984251968503937,0.18604635558015614,0.032774147626413744,0.1706253854610824,0.0
2009-02-11,SPY,-0.7312388002762655,4.12147192967502e-05,0.1858607373717512,0.8012788005964444,1.984251968503937,-0.08782996948391075,0.03029742006228798,-0.0919288693156215,0.0
2009-05-04,AAPL,0.9000375790783458,5.381275699707767e-17,0.05553910901779316,0.9348542499002808,0.0,0.0,0.018481411806906784,0.0,0.0
2009-05-04,MSFT,-0.16430946220012954,2.2027690902086753e-05,2.952054105000209e-09,0.9801108966463699,4.097560975609756,0.01003738027489498,0.0335563651537176,-0.004444760650462509,0.16989467909227948
2009-05-04,SPY,-0.175732959428142,5.430338545755243e-05,0.08485923697608773,0.8399690673199957,0.0,0.0,0.021602170816419894,0.0,0.0
2009-07-23,AAPL,1.108495134618192,1.251683496048722e-06,0.03137494113290493,0.9607805079708075,0.0,0.0,0.01784206954503447,0.0,0.0
2009-07-23,MSFT,1.1124211085705675,1.2879808708694527e-05,0.06525920892624192,0.9132480413795977,4.032,0.0965186779166598,0.019280687786505078,0.09207743057268947,0.01121537175114149
2009-07-23,SPY,0.3022697811811673,2.2707159057233137e-06,0.04526075003606121,0.9424355526186493,0.0,0.0,0.013732819872832303,0.0,0.0
2009-10-12,AAPL,0.9310969176096698,1.949855522845105e-15,1.9114367659560183e-07,0.9972854042678242,3.9375,0.013758444194514219,0.014111383131031325,0.010668602230585744,0.07740870550364136
2009-10-12,MSFT,0.5851235688342385,2.91843437751174e-05,0.09716017301800252,0.8281138650868279,3.9375,0.015711421412633708,0.016866224704106456,0.006924814756015918,0.13163935591062695
2009-10-12,SPY,0.3425092158526752,4.213242690555571e-13,0.011947743557933372,0.9821281532420162,1.96875,-0.04267539587417091,0.009986916853952735,-0.043612755776667456,0.0
2009-12-31,AAPL,0.8234536521311943,5.0429180861840655e-06,3.043552951523862e-09,0.9800970267199901,0.0,0.0,0.015903893471813684,0.0,0.0
2009-12-31,MSFT,0.5020536473838688,6.891855636927931e-16,4.097759807897199e-08,0.9953052802357021,3.9375,-0.012016248859991863,0.011576916887335207,-0.016887470728097487,0.09796369882789378
2009-12-31,SPY,0.2684712794716819,1.7733650481187376e-06,3.043552951523862e-09,0.9812342788995152,0.0,0.0,0.009801565149235383,0.0,0.0
