Datetime,Open,High,Low,Close,Volume
2023-03-08 09:30:00,254.15,254.48,253.85,254.35,424694
2023-03-08 09:31:00,254.36,254.47,254.12,254.17,75239
2023-03-08 09:32:00,254.13,254.5417,254.0,254.21,87799
2023-03-08 09:33:00,254.2182,254.51,254.0,254.175,89328
2023-03-08 09:34:00,254.15,254.29,253.725,253.735,33744
2023-03-08 09:35:00,253.75,253.89,253.5012,253.5012,63000
2023-03-08 09:36:00,253.5,253.72,253.4,253.44,39756
2023-03-08 09:37:00,253.39,253.6,253.28,253.4501,37159
2023-03-08 09:38:00,253.47,253.73,253.41,253.6719,44310
2023-03-08 09:39:00,253.695,253.9,253.67,253.8464,33176
2023-03-08 09:40:00,253.88,253.99,253.61,253.9138,85351
2023-03-08 09:41:00,253.9058,253.98,253.45,253.4999,31454
2023-03-08 09:42:00,253.525,253.78,253.4601,253.7,28565
2023-03-08 09:43:00,253.67,253.7,253.475,253.49,64023
2023-03-08 09:44:00,253.48,253.63,253.12,253.13,45354
2023-03-08 09:45:00,253.13,253.43,253.1,253.26,31340
2023-03-08 09:46:00,253.26,253.28,252.75,252.915,69828
2023-03-08 09:47:00,252.93,253.05,252.66,252.7154,39635
2023-03-08 09:48:00,252.73,253.03,252.72,252.82,34026
2023-03-08 09:49:00,252.86,252.98,252.705,252.715,50350
2023-03-08 09:50:00,252.71,252.82,252.655,252.665,36619
2023-03-08 09:51:00,252.66,252.835,252.59,252.75,43307
2023-03-08 09:52:00,252.77,252.86,252.45,252.47,52811
2023-03-08 09:53:00,252.44,252.44,252.215,252.2899,37425
2023-03-08 09:54:00,252.275,252.58,252.2,252.27,66231
2023-03-08 09:55:00,252.26,252.49,252.21,252.49,38158
2023-03-08 09:56:00,252.48,252.51,252.37,252.44,28654
2023-03-08 09:57:00,252.45,252.62,252.4,252.58,58052
2023-03-08 09:58:00,252.57,252.61,252.36,252.41,54998
2023-03-08 09:59:00,252.4,252.43,252.2,252.28,30339
2023-03-08 10:00:00,252.25,252.38,251.59,251.87,130795
2023-03-08 10:01:00,251.78,251.8,251.15,251.27,100862
2023-03-08 10:02:00,251.25,251.72,251.095,251.66,84344
2023-03-08 10:03:00,251.66,251.79,251.16,251.22,76878
2023-03-08 10:04:00,251.24,251.79,251.2253,251.54,54178
2023-03-08 10:05:00,251.51,251.56,251.26,251.4911,39242
2023-03-08 10:06:00,251.48,251.63,251.27,251.42,40632
2023-03-08 10:07:00,251.38,251.505,251.16,251.42,50125
2023-03-08 10:08:00,251.41,251.45,251.03,251.061,35599
2023-03-08 10:09:00,251.0401,251.67,250.81,251.5371,100830
2023-03-08 10:10:00,251.56,252.185,251.45,252.12,69567
2023-03-08 10:11:00,252.16,252.33,251.8633,251.899,69383
2023-03-08 10:12:00,251.92,252.03,251.73,251.86,48910
2023-03-08 10:13:00,251.865,251.91,251.44,251.5,30442
2023-03-08 10:14:00,251.487,251.57,251.29,251.47,22581
2023-03-08 10:15:00,251.37,251.46,251.12,251.19,29450
2023-03-08 10:16:00,251.17,251.24,250.95,251.0,40767
2023-03-08 10:17:00,251.005,251.41,250.995,251.3629,29238
2023-03-08 10:18:00,251.36,251.46,251.1,251.21,41393
2023-03-08 10:19:00,251.19,251.4,251.11,251.39,22433
2023-03-08 10:20:00,251.4,251.52,251.25,251.29,39928
2023-03-08 10:21:00,251.25,251.3,251.02,251.11,34241
2023-03-08 10:22:00,251.11,251.8,251.04,251.5863,67415
2023-03-08 10:23:00,251.6,252.03,251.51,252.0,37971
2023-03-08 10:24:00,252.01,252.4,251.98,252.22,92991
2023-03-08 10:25:00,252.25,252.25,251.96,252.02,56797
2023-03-08 10:26:00,251.97,252.13,251.84,252.02,21625
2023-03-08 10:27:00,252.015,252.0823,251.7,251.85,28210
2023-03-08 10:28:00,251.895,252.06,251.74,252.02,25036
2023-03-08 10:29:00,252.0599,252.1,251.97,252.02,26071
2023-03-08 10:30:00,252.04,252.3099,251.99,252.29,35371
2023-03-08 10:31:00,252.31,252.8,252.31,252.345,50655
2023-03-08 10:32:00,252.35,252.46,252.23,252.41,32016
2023-03-08 10:33:00,252.391,252.79,252.39,252.763,41058
2023-03-08 10:34:00,252.74,252.77,252.6,252.725,37948
2023-03-08 10:35:00,252.7375,252.941,252.55,252.941,34773
2023-03-08 10:36:00,252.92,253.02,252.72,252.8,35943
2023-03-08 10:37:00,252.8,252.96,252.76,252.76,20046
2023-03-08 10:38:00,252.74,252.97,252.72,252.96,42870
2023-03-08 10:39:00,253.02,253.03,252.5969,252.63,27366
2023-03-08 10:40:00,252.62,252.76,252.5,252.62,26697
2023-03-08 10:41:00,252.59,252.59,252.3,252.37,20509
2023-03-08 10:42:00,252.38,252.54,252.29,252.3,32358
2023-03-08 10:43:00,252.335,252.37,252.16,252.215,20852
2023-03-08 10:44:00,252.22,252.38,252.1364,252.2,20633
2023-03-08 10:45:00,252.18,252.28,252.03,252.09,19596
2023-03-08 10:46:00,252.1,252.16,251.981,252.03,32288
2023-03-08 10:47:00,252.03,252.25,251.93,252.0,36668
2023-03-08 10:48:00,252.02,252.14,251.96,252.08,20227
2023-03-08 10:49:00,252.08,252.08,251.775,251.86,30262
2023-03-08 10:50:00,251.86,252.02,251.73,252.01,23452
2023-03-08 10:51:00,252.0,252.06,251.77,251.85,13143
2023-03-08 10:52:00,251.88,251.9,251.7,251.78,25593
2023-03-08 10:53:00,251.83,251.9865,251.7601,251.97,17606
2023-03-08 10:54:00,251.99,252.15,251.99,252.04,11959
2023-03-08 10:55:00,252.03,252.22,251.9982,252.21,15888
2023-03-08 10:56:00,252.2,252.21,252.07,252.11,10881
