date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2019-09-03,2018-03-05,2019-09-03,378,0.5585365853658537,0.4414634146341463,0.514367816091954,0.48563218390804597,0.006508944083747786,0.006141949121978593,0.007188407282813835,0.007755095188285162,0.0,0.5396825396825397
2019-09-30,2018-04-02,2019-09-30,378,0.5697115384615384,0.43028846153846156,0.5292397660818713,0.47076023391812866,0.006250021526228453,0.005915815447383262,0.006944749678674962,0.007579022396190757,1.0,0.5502645502645502
2019-10-31,2018-05-01,2019-10-31,380,0.562200956937799,0.43779904306220097,0.5261627906976745,0.4738372093023256,0.006220258597052783,0.005844850775895239,0.006725855180697042,0.007462236539679871,0.0,0.5473684210526316
2019-11-30,2018-05-31,2019-11-29,379,0.5825471698113207,0.4174528301886793,0.5267857142857143,0.4732142857142857,0.0060336357706876845,0.0058121252991779095,0.006731813046305916,0.0075273065181229995,0.0,0.5567282321899736
2019-12-31,2018-07-02,2019-12-31,378,0.5919811320754716,0.40801886792452835,0.5179640718562875,0.4820359281437126,0.006023869254408724,0.005807417753570006,0.0066571181389879054,0.007574056353101483,1.0,0.5608465608465608
2020-01-31,2018-08-01,2020-01-31,378,0.5825471698113207,0.4174528301886793,0.5299401197604791,0.47005988023952094,0.006006039087078224,0.00582225669928084,0.006779374729282985,0.0076417577170138995,0.0,0.5582010582010583
2020-02-29,2018-08-30,2020-02-28,376,0.5745192307692307,0.4254807692307693,0.5236686390532544,0.47633136094674555,0.0061250803701976215,0.005900897147897707,0.007422197828084562,0.008547797130835226,0.0,0.550531914893617
2020-03-31,2018-10-01,2020-03-31,377,0.5483091787439613,0.45169082125603865,0.5409356725146199,0.4590643274853801,0.008344175173602657,0.012234391895736095,0.0107555813563213,0.01648749770234651,0.0,0.5464190981432361
2020-04-30,2018-10-31,2020-04-30,376,0.5448113207547169,0.45518867924528306,0.5787878787878789,0.4212121212121212,0.009116889312273684,0.013087091279463557,0.011163104531593557,0.016827665847013642,0.0,0.5611702127659575
2020-05-31,2018-12-03,2020-05-29,374,0.5448113207547169,0.45518867924528306,0.5920245398773006,0.40797546012269936,0.009166595304155329,0.013116142262995494,0.011395782244729593,0.016991952193415243,1.0,0.5668449197860963
2020-06-30,2018-12-31,2020-06-30,378,0.5568181818181818,0.44318181818181823,0.6132075471698113,0.3867924528301887,0.009200296579896933,0.012682416897976856,0.011412445441464204,0.01743589612968594,1.0,0.582010582010582
2020-07-31,2019-02-01,2020-07-31,378,0.5389908256880734,0.46100917431192656,0.6242236024844721,0.37577639751552794,0.009162029192159572,0.012612145767973898,0.011294615306691885,0.01728084033350575,1.0,0.5767195767195767
2020-08-31,2019-03-01,2020-08-31,380,0.5493273542600897,0.4506726457399103,0.629746835443038,0.370253164556962,0.009146283281273858,0.01249218939621124,0.01140844443340386,0.017357902577406045,0.0,0.5842105263157895
