ticker,trading_date,evaluation_timestamp,S_t,K,dte,DTE,expiration,window_end,remaining_horizon,n_steps,r,market,model_price,error,early_ex_frac,mean_ex_day
MSFT,2023-02-06 09:59:00,2023-02-06 09:59:00,266.43156033710096,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,384,384,0.0471,6.075,9.2919114688322,3.2169114688322002,0.7355,313.075
MSFT,2023-02-06 10:59:00,2023-02-06 10:59:00,266.9402552582557,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,372,372,0.0471,6.075,9.77664691523076,3.70164691523076,0.9878,301.985
MSFT,2023-02-06 11:59:00,2023-02-06 11:59:00,266.82605843922096,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,360,360,0.0471,6.075,9.674100617254851,3.5991006172548508,0.9988,280.0146
MSFT,2023-02-06 12:59:00,2023-02-06 12:59:00,266.59766480115144,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,348,348,0.0471,6.075,9.333439833935003,3.258439833935003,0.9698,241.394
MSFT,2023-02-06 13:59:00,2023-02-06 13:59:00,266.0111084124728,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,336,336,0.0471,6.075,8.813537125467558,2.738537125467558,0.8311,273.1949
MSFT,2023-02-06 14:59:00,2023-02-06 14:59:00,266.81567691021786,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,324,324,0.0471,6.075,9.495770242708277,3.4207702427082767,1.0,231.1024
MSFT,2023-02-06 15:59:00,2023-02-06 15:59:00,266.5561386851387,257.5,11,11,2023-02-17 00:00:00,2023-02-10 15:59:00,312,312,0.0471,6.075,9.208624897291514,3.133624897291514,0.9277,153.8014
MSFT,2023-02-07 09:59:00,2023-02-07 09:59:00,266.98610096429894,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,306,306,0.0471,5.775,9.762680853391227,3.987680853391227,0.9997,242.4855
MSFT,2023-02-07 10:59:00,2023-02-07 10:59:00,268.78784765792307,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,294,294,0.0471,5.775,11.535793719452618,5.760793719452618,0.9994,200.3013
MSFT,2023-02-07 11:59:00,2023-02-07 11:59:00,270.40532480333553,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,282,282,0.0471,5.775,13.129933557751892,7.354933557751892,1.0,209.7711
MSFT,2023-02-07 12:59:00,2023-02-07 12:59:00,273.65051629128357,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,270,270,0.0471,5.775,16.400384559047744,10.625384559047744,0.9817,201.5459
MSFT,2023-02-07 13:59:00,2023-02-07 13:59:00,268.7213058766245,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,258,258,0.0471,5.775,11.470868870133422,5.695868870133422,0.9515,211.7063
MSFT,2023-02-07 14:59:00,2023-02-07 14:59:00,272.9236752955602,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,246,246,0.0471,5.775,15.618746938096628,9.843746938096627,0.9995,170.6695
MSFT,2023-02-07 15:59:00,2023-02-07 15:59:00,273.9064462193552,257.5,17,17,2023-02-24 00:00:00,2023-02-10 15:59:00,234,234,0.0471,5.775,16.606909904048813,10.831909904048812,0.9904,185.9988
MSFT,2023-02-08 09:59:00,2023-02-08 09:59:00,271.7241232404183,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,228,228,0.0472,5.725,4.640484738519504,-1.0845152614804956,0.5056,217.1268
MSFT,2023-02-08 10:59:00,2023-02-08 10:59:00,269.3773786671778,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,216,216,0.0472,5.725,2.558850385054607,-3.1661496149453927,0.4855,180.483
MSFT,2023-02-08 11:59:00,2023-02-08 11:59:00,268.73454005817683,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,204,204,0.0472,5.725,1.9754803873453224,-3.7495196126546775,0.4814,163.8742
MSFT,2023-02-08 12:59:00,2023-02-08 12:59:00,268.76433524405377,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,192,192,0.0472,5.725,2.0138368725851628,-3.711163127414837,0.4117,163.2411
MSFT,2023-02-08 13:59:00,2023-02-08 13:59:00,267.91751420866535,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,180,180,0.0472,5.725,1.4506333414948172,-4.2743666585051825,0.3699,164.6709
MSFT,2023-02-08 14:59:00,2023-02-08 14:59:00,266.53238683847246,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,168,168,0.0472,5.725,0.7460663528576209,-4.978933647142378,0.1564,162.8754
MSFT,2023-02-08 15:59:00,2023-02-08 15:59:00,265.7451561748378,267.5,16,16,2023-02-24 00:00:00,2023-02-10 15:59:00,156,156,0.0472,5.725,0.4290136925328314,-5.295986307467168,0.1463,150.8417
MSFT,2023-02-09 09:59:00,2023-02-09 09:59:00,265.03254564694714,267.5,15,15,2023-02-24 00:00:00,2023-02-10 15:59:00,150,150,0.0476999999999999,6.1,0.6663021644496908,-5.4336978355503085,0.1575,142.7018
MSFT,2023-02-09 10:59:00,2023-02-09 10:59:00,264.40779121153645,267.5,15,15,2023-02-24 00:00:00,2023-02-10 15:59:00,138,138,0.0476999999999999,6.1,0.20939031828955476,-5.890609681710445,0.0913,136.2854
