Date,SPY,AAPL,MSFT
2022-03-31,-0.015510898442268219,-0.017935947438665948,-0.017841049729225705
2022-04-01,0.0028300633367619055,-0.0017193211764772872,0.0035937242075919596
2022-04-04,0.00853022334769453,0.023416850267521817,0.017777714889345847
2022-04-05,-0.012712049925923681,-0.019123364311739607,-0.013070354062942293
2022-04-06,-0.010049558873802983,-0.018623191557068132,-0.03729282317149286
2022-04-07,0.005026272106571097,0.001802392419603386,0.006224754444872436
2022-04-08,-0.0026775294016316,-0.011980629845292292,-0.014707938539920161
2022-04-11,-0.017240071371732946,-0.025846802859735216,-0.04022990340678027
2022-04-12,-0.0037120012744850757,0.011457597479873583,-0.011281515467730948
2022-04-13,0.011388532258186762,0.016210386109361784,0.019520758252379537
2022-04-14,-0.012530134945335818,-0.030447245608257314,-0.027457969203119926
2022-04-18,0.0004112186621404989,-0.001331758717843173,0.0024628586560023775
2022-04-19,0.016013772807090383,0.014016392765008538,0.016896056700816217
2022-04-20,-0.0007419136624351667,-0.0010159123315792657,0.00370836066100057
2022-04-21,-0.015066423924474453,-0.004855547920848448,-0.01957113826264259
2022-04-22,-0.027822770067031505,-0.02821580163931537,-0.02444074865486143
2022-04-25,0.0057810848806837565,0.00671487477999824,0.024120054150334486
2022-04-26,-0.029388591112448483,-0.038042688585555096,-0.03812119533497062
2022-04-27,0.0028079906807472145,-0.0014678880525009653,0.046987205582993484
2022-04-28,0.02494550654417023,0.04416587499191988,0.022380354650156642
2022-04-29,-0.037655680443808175,-0.03729183272535862,-0.042711154610983064
2022-05-02,0.006001451120985148,0.001964648439750063,0.024734612095574884
2022-05-03,0.004573437289804858,0.009576774879474191,-0.009500960990910072
2022-05-04,0.029998180565582684,0.04018965389446422,0.028685358549995137
2022-05-05,-0.03618959325215922,-0.05732828736363687,-0.04453185957974299
2022-05-06,-0.005986752019180056,0.0047159581706540995,-0.009491243840919709
2022-05-09,-0.03254112158356168,-0.033752499983284424,-0.03764517492063031
2022-05-10,0.0023078574573906453,0.01598355569677852,0.018424686031454005
2022-05-11,-0.016013565612060295,-0.05323334029942547,-0.033773538035905666
2022-05-12,-0.0010444327991285403,-0.02726231849001571,-0.020159642505400158
2022-05-13,0.023626278038630554,0.031417657388684204,0.02234470755358275
2022-05-16,-0.004065698506884024,-0.010729985242192118,0.0014543239747810937
2022-05-17,0.020361663016040678,0.025104841005024348,0.02013998776263491
2022-05-18,-0.04114647343131966,-0.05807330009882052,-0.04659860480628214
2022-05-19,-0.006143819982751137,-0.02494988988447971,-0.00370649753405684
2022-05-20,0.0004369270848674375,0.0017458553695451618,-0.002293926755636761
2022-05-23,0.01853702712401746,0.03933531126575842,0.031529681808118375
2022-05-24,-0.007663206107525597,-0.019403112800849203,-0.003959518120988736
2022-05-25,0.00879616997835338,0.0011394373065355067,0.011108430779862734
2022-05-26,0.019784300098312852,0.02293447053365395,0.01279321094614839
2022-05-27,0.02425295328943675,0.03994785025961443,0.027229958632654105
2022-05-31,-0.005626912579653157,-0.005360113440257052,-0.005026674958002974
2022-06-01,-0.008121354991244752,-0.0008739258420866127,0.002020951141867777
2022-06-02,0.018864298222035707,0.01667145835958281,0.00789767545594327
2022-06-03,-0.016547625305331368,-0.03931856764983903,-0.016746767393326204
2022-06-06,0.0030400048198959985,0.005213942317455308,-0.0047141891495851955
2022-06-07,0.009546641351529262,0.017433166972801065,0.013856979747888262
2022-06-08,-0.010931733620145292,-0.005055900346729212,-0.007699332604531901
2022-06-09,-0.024070181786617722,-0.036618325071759376,-0.021002007848431366
2022-06-10,-0.029424307818326986,-0.039394691341357174,-0.04558725226520896
2022-06-13,-0.038707953809152824,-0.03903690962417772,-0.043338461452100935
2022-06-14,-0.0030177587130276583,0.006650212773901995,0.009162917347801358
2022-06-15,0.01415560312494666,0.019912056800902217,0.029301844099069635
2022-06-16,-0.03365577985326992,-0.04045880266708513,-0.02734062461744877
2022-06-17,0.0021532068630176083,0.011466793143512741,0.010880826023789243
2022-06-21,0.024861956537584842,0.03223588222237561,0.024293707402968902
2022-06-22,-0.0018145745057972652,-0.0038346116009956295,-0.0024069276890767667
2022-06-23,0.009754927653581382,0.021344442635102753,0.02238416534687235
2022-06-24,0.031298741814326174,0.024221268810618615,0.0335796946337922
2022-06-27,-0.0038270005749622515,0.0,-0.010552351555184889
2022-06-28,-0.020644513304359232,-0.030242277066673068,-0.03226398939154098
2022-06-29,-0.000814809507429594,0.012939919600026351,0.014630490051564308
2022-06-30,-0.008157340334493985,-0.01819228457659174,-0.013266846158774527
2022-07-01,0.01052107903871344,0.016035395913584487,0.01065032805279145
2022-07-05,0.0018866054957992952,0.018753311680292033,0.01251883026909709
2022-07-06,0.0033717754835604495,0.009561193123520047,0.01270195919132284
2022-07-07,0.01486615479964149,0.023716201315320217,0.00819304679871549
2022-07-08,-0.0008231760186870444,0.004703671140121118,-0.002760879941520256
2022-07-11,-0.011489264927023388,-0.014867722515713933,-0.011838399053821775
2022-07-12,-0.008888180597806298,0.006810142749747962,-0.041845057793848055
2022-07-13,-0.005265454110902514,-0.0025397252550554642,-0.0037520630728726176
2022-07-14,-0.0024316105886357194,0.020275452253707787,0.005367069625690753
2022-07-15,0.018924746557980748,0.011385004672236985,0.010336646787444358
