date,ticker,mu,sigma,lam,mu_j,kappa,sigma_j
2023-03-09 09:30:00,AAPL,-1.227071679049555,0.157763820906241,1764.0,0.0009560929304422824,0.0009592256722874559,0.002312132732941143
2023-03-09 09:30:00,MSFT,-0.5819061776026047,0.16594608147763362,756.0,0.0023849052110576827,0.0023993250764298146,0.0048054304292687675
2023-03-09 09:30:00,SPY,-0.21546208856810412,0.10517328227086059,1512.0,0.00051601365731709,0.0005181323056331344,0.001992216916444963
2023-03-09 13:06:00,AAPL,1.2542502325045424,0.15015964447842176,1008.0,-0.00011567375652710155,-0.00011216642676936672,0.002646143848569277
2023-03-09 13:06:00,MSFT,3.2745464801060584,0.14197258513924615,756.0,0.0010194279271811268,0.0010344061513531955,0.0053746804146694175
2023-03-09 13:06:00,SPY,0.8226100765401563,0.09705851009589471,1008.0,-0.0006242630278168182,-0.0006225866673459368,0.0017219018049421302
2023-03-10 10:13:00,AAPL,-6.542495770760791,0.20105484612211647,1260.0,-0.000289796153195887,-0.0002856931369501492,0.0028503326777725695
2023-03-10 10:13:00,MSFT,-7.605994259309794,0.21550573173496865,1260.0,9.776405662922371e-05,0.00010415888739756518,0.0035747465946692506
2023-03-10 10:13:00,SPY,-7.542680737173489,0.1558214482347417,1008.0,0.0011176252165037148,0.0011218596149948912,0.002685361891290474
2023-03-10 13:49:00,AAPL,-8.23112494019806,0.24617610103814125,504.0,0.0028306369586483804,0.0028346638287193304,0.00018323171682436647
2023-03-10 13:49:00,MSFT,-6.363880439815606,0.2500379188147371,1260.0,0.00021058668627738086,0.00021736258019355859,0.0036748534918149742
2023-03-10 13:49:00,SPY,-8.480322821950047,0.19757476905001464,1260.0,0.0013658831667724414,0.0013696785890628949,0.00239092794010077
2023-03-13 10:57:00,AAPL,16.468660138517365,0.48520655979315036,1116.8181818181818,0.005556871661929641,0.005572339711312324,0.0
2023-03-13 10:57:00,MSFT,18.825882846162443,0.517261420926893,1116.8181818181818,0.005296258514068342,0.005310308484332449,0.0
2023-03-13 10:57:00,SPY,15.942534781399655,0.4015588778163829,1116.8181818181818,-0.010078604005190783,-0.010027985074627432,0.0
2023-03-13 14:33:00,AAPL,6.8412868319983415,0.3763752919378792,323.2894736842105,0.005556871661929641,0.005572339711312324,0.0
2023-03-13 14:33:00,MSFT,9.52741910591183,0.39397569207058714,323.2894736842105,0.005296258514068342,0.005310308484332449,0.0
2023-03-13 14:33:00,SPY,4.512982040313082,0.2603716159543925,646.578947368421,-0.002882125729700924,-0.0028263348041835945,0.010177357178521102
2023-03-14 11:40:00,AAPL,-0.8840634541740716,0.2655717175915157,252.0,0.008141696471505533,0.00817493021401039,0.0
2023-03-14 11:40:00,MSFT,1.7606338461448536,0.2798484318952888,252.0,0.012290263903886434,0.012366099558915877,0.0
2023-03-14 11:40:00,SPY,-0.06898136108796497,0.2266926720878525,252.0,0.01372612266990636,0.013820758389784471,0.0
2023-03-14 15:16:00,AAPL,-2.750645895940771,0.19233436594769684,1008.0,-0.000358578939504417,-0.00034231309076071526,0.005693372681228502
2023-03-14 15:16:00,MSFT,-2.974880900345879,0.19104707663224588,504.0,0.007582472697806875,0.007633624676358197,0.006657822172458503
2023-03-14 15:16:00,SPY,-4.125854702704518,0.16440883666097775,252.0,0.01372612266990636,0.013820758389784471,0.0
2023-03-15 12:23:00,AAPL,-0.5683623008756425,0.24576101016193894,1260.0,-0.0025743735704249816,-0.0025655478170837354,0.0033253859459990826
2023-03-15 12:23:00,MSFT,0.09980571773638369,0.26727432251819305,1512.0,0.0013679939775272192,0.0013752707448115853,0.003558636994317486
2023-03-15 12:23:00,SPY,-1.472859181449,0.20341143320416266,252.0,-0.014193023585146847,-0.01409277745155546,0.0
2023-03-15 15:59:00,AAPL,1.57403709418315,0.24321024804758068,1008.0,-0.0008254917386913974,-0.0008155316601928808,0.004388018149977115
2023-03-15 15:59:00,MSFT,2.4083144059344526,0.30288335874240535,1008.0,0.0020818923711183324,0.0020904838096644784,0.00358034013018343
2023-03-15 15:59:00,SPY,2.071963467948623,0.22178072003547342,252.0,-0.014193023585146847,-0.01409277745155546,0.0
