trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2008-01-28,135.314898,129.0,19,0.0233999999999999,7.87,7.439547206490181,-0.43045279350981946,0.4885,16.67
2008-08-01,126.087165,117.0,15,0.0166,9.35,9.714022427591702,0.3640224275917028,0.7125,13.176
2008-05-21,139.27315,126.0,31,0.0186,13.91,14.708334581867021,0.7983345818670209,0.4385,28.675
2008-05-14,141.022296,129.0,38,0.0182,12.61,13.646811331418187,1.0368113314181873,0.1025,36.9955
2008-07-25,125.788355,117.0,57,0.0175,10.57,11.471484946617078,0.901484946617078,0.3745,50.78
2008-02-04,138.033006,128.0,47,0.0227,11.96,11.993611179869346,0.03361117986934481,0.5235,37.1605
2008-07-03,126.19091,126.0,16,0.0184,2.59,3.0076635323139467,0.4176635323139468,0.176,14.87
2008-09-08,127.212239,125.0,12,0.0171,2.88,3.8070833057982774,0.9270833057982775,0.125,11.875
2009-10-16,108.865636,111.0,36,0.0007,1.52,1.7269487751488328,0.2069487751488328,0.128,35.111
2009-10-23,108.080704,111.0,29,0.0007,1.1,1.0974683184167824,-0.002531681583217704,0.132,28.175
2008-08-08,129.766737,129.0,43,0.017,3.83,5.462526607732517,1.6325266077325171,0.256,38.9385
2009-10-23,108.080704,111.0,57,0.0007,2.08,1.824881459518029,-0.25511854048197113,0.1935,53.026
2009-12-07,110.758949,117.0,12,0.0004,0.07,0.1345615979558245,0.0645615979558245,0.008,11.961
2009-10-02,102.550109,110.0,15,0.001,0.14,0.06011140972483859,-0.07988859027516143,0.0175,14.9705
2009-09-25,104.431949,110.0,22,0.001,0.41,0.5431264539716062,0.13312645397160622,0.092,21.5625
2009-08-26,103.160049,111.0,24,0.0015,0.15,0.3166906606315906,0.16669066063159063,0.082,23.853
2009-11-06,107.13891,113.0,43,0.0006,0.76,1.3707586081397882,0.6107586081397882,0.149,42.084
2009-11-20,109.483111,118.0,57,0.0002,0.43,1.115993033627655,0.685993033627655,0.098,56.029
2009-11-20,109.483111,111.0,29,0.0002,1.46,1.9714390867726566,0.5114390867726566,0.2595,26.528
2009-10-30,103.767298,113.0,22,0.0005,0.12,0.05692594770730952,-0.06307405229269047,0.019,21.9185
2008-03-04,132.945719,122.0,18,0.0166,11.41,11.221176246584745,-0.1888237534152548,0.7065,15.273
2008-09-22,120.551797,116.0,26,0.0128,7.58,6.3022238391107175,-1.2777761608892826,0.1405,25.6715
2008-03-04,132.945719,125.0,18,0.0166,8.71,8.92409367468179,0.21409367468178964,0.404,16.9725
2009-10-02,102.550109,111.0,15,0.001,0.08,0.03136472913746241,-0.04863527086253759,0.0085,14.977
