date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2014-01-02,2012-07-03,2014-01-02,379,0.49736842105263157,0.5026315789473684,0.5053475935828877,0.4946524064171123,0.011447187588599729,0.012523240208506701,0.009160190500287999,0.009978283009466446,0.0,0.5026595744680851
2014-01-31,2012-08-01,2014-01-31,379,0.4894179894179894,0.5105820105820106,0.5105820105820106,0.4894179894179894,0.011930267895893588,0.01176309065552735,0.006713318407148566,0.01265967911293178,0.0,0.4986737400530504
2014-02-28,2012-08-29,2014-02-28,378,0.4973958333333333,0.5026041666666667,0.5216216216216216,0.4783783783783784,0.011571696988713843,0.01180452567017836,0.00766484617986031,0.012973233710849958,1.0,0.5106382978723404
2014-03-31,2012-10-01,2014-03-31,377,0.5078125,0.4921875,0.5135869565217391,0.48641304347826086,0.011265972728201686,0.011750555309839547,0.008014233859501781,0.013134191057237385,0.0,0.5093333333333333
2014-04-30,2012-10-31,2014-04-30,377,0.5256410256410257,0.47435897435897434,0.5137362637362637,0.48626373626373626,0.011662018424042821,0.011198161504146703,0.006509941699790633,0.014991235212329288,1.0,0.5186170212765957
2014-05-31,2012-12-03,2014-05-30,376,0.5103626943005182,0.48963730569948183,0.5163934426229508,0.48360655737704916,0.01178834050469043,0.011312309796443713,0.006153818634423101,0.015075150591539563,0.0,0.512
2014-06-30,2012-12-31,2014-06-30,378,0.5077319587628866,0.49226804123711343,0.5190217391304348,0.48097826086956524,0.011732711431458862,0.011672012157109687,0.006185243780241755,0.014961086961867667,1.0,0.5145888594164456
2014-07-31,2013-02-01,2014-07-31,378,0.5,0.5,0.5327868852459017,0.4672131147540984,0.011306741611158673,0.011631182302864777,0.004484346189931938,0.01598560694686886,0.0,0.5145888594164456
2014-08-31,2013-03-01,2014-08-29,380,0.5173267326732673,0.48267326732673266,0.5421348314606742,0.45786516853932585,0.010907923166376437,0.011433636780364149,0.004013059484131495,0.016127377800410656,0.0,0.5303430079155673
2014-09-30,2013-04-01,2014-09-30,381,0.5025,0.49750000000000005,0.5552486187845305,0.4447513812154696,0.01081792699545019,0.011424563605556914,0.0042194462647540485,0.016118738299662212,1.0,0.5263157894736842
2014-10-31,2013-05-01,2014-10-31,382,0.5,0.5,0.5491803278688525,0.45081967213114754,0.010721661677499977,0.011526928071435115,0.002196149071706225,0.01627060376811604,1.0,0.5223097112860893
2014-11-30,2013-05-31,2014-11-28,380,0.5075,0.49250000000000005,0.5472222222222223,0.4527777777777778,0.010694431008667418,0.011600948410827702,0.001367472272477713,0.01638464751027388,1.0,0.5277044854881267
2014-12-31,2013-07-01,2014-12-31,381,0.4899497487437186,0.5100502512562815,0.5576923076923077,0.4423076923076923,0.010514290820225288,0.011596573109907676,0.003350605008736827,0.01655086664548846,1.0,0.5236842105263158
