trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2013-03-27,156.111371,143.0,16,0.0009,13.18,13.159242716281616,-0.02075728371838359,0.9855,5.542
2014-08-29,200.72639,183.5,7,0.0003,17.12,17.22639000000001,0.1063900000000082,1.0,0.0
2013-12-04,179.743996,170.0,27,0.0006,10.0,10.206470624539797,0.20647062453979714,0.4255,23.578
2013-11-26,180.62625,173.0,25,0.0007,8.04,8.026915273583144,-0.013084726416854764,0.5825,14.243
2014-05-29,192.382646,186.0,51,0.0004,7.2,8.320404014140538,1.1204040141405374,0.4055,45.224
2013-03-06,154.505039,149.0,45,0.001,6.04,6.527093395707567,0.48709339570756693,0.536,32.7685
2013-04-25,158.493864,163.0,15,0.0005,0.12,0.48901850494039517,0.3690185049403952,0.0405,14.7905
2014-04-01,188.316685,183.0,10,0.0004,5.56,5.575326369446751,0.015326369446751364,0.5495,6.104
2014-08-29,200.72639,199.0,22,0.0003,2.68,4.047374484611446,1.3673744846114455,0.3095,20.1875
2014-09-15,198.977082,204.0,25,0.0002,0.21,1.2050755008494702,0.9950755008494703,0.117,24.426
2014-05-07,187.886821,186.0,45,0.0003,4.3,5.122163541057791,0.8221635410577912,0.2495,42.9215
2014-08-15,195.727915,199.0,46,0.0003,1.1,2.870808286871935,1.7708082868719348,0.1805,43.997
2014-11-17,204.377756,212.0,18,0.0003,0.07,0.5129860911479593,0.44298609114795934,0.0275,17.799
2014-02-03,174.09729,180.0,19,0.0005,0.53,0.604532291532069,0.07453229153206897,0.1135,18.6225
2013-12-11,178.734261,188.0,23,0.0007,0.06,0.36659952580428634,0.30659952580428634,0.0365,22.8855
2013-07-08,163.939887,169.0,40,0.0005,0.81,1.4701448593839446,0.6601448593839445,0.214,37.78
2014-04-23,187.473354,195.0,59,0.0002,0.64,2.0243728143329798,1.3843728143329797,0.1415,56.6635
2014-09-15,198.977082,208.0,46,0.0002,0.15,1.2033570372839342,1.0533570372839343,0.059,44.9685
2013-06-07,164.809718,154.0,7,0.0004,10.62,10.874144476164423,0.2541444761644236,1.0,2.512
2014-09-08,200.631279,198.5,18,0.0002,2.78,3.867590126379131,1.0875901263791312,0.333,15.464
2014-04-08,185.066742,189.5,24,0.0003,0.58,1.3073540723489605,0.7273540723489605,0.109,23.6995
2013-02-20,151.387962,157.0,16,0.0012,0.06,0.3295344500634051,0.2695344500634051,0.0355,15.892
2014-03-11,187.194039,177.5,17,0.0005,9.68,9.947322361001822,0.2673223610018223,0.5705,11.277
2013-08-26,166.002799,177.0,35,0.0004,0.05,0.3257366085139984,0.2757366085139984,0.0485,34.6435
