trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2013-03-27,156.111371,143.0,16,0.0009,13.18,13.198729077040888,0.018729077040887887,0.8525,8.129
2014-08-29,200.72639,183.5,7,0.0003,17.12,17.23418569556657,0.11418569556656877,0.6885,4.867
2013-12-04,179.743996,170.0,27,0.0006,10.0,10.121070494147123,0.12107049414712279,0.4385,23.631
2013-11-26,180.62625,173.0,25,0.0007,8.04,7.9093798814593255,-0.13062011854067368,0.676,14.513
2014-05-29,192.382646,186.0,51,0.0004,7.2,8.06943268310068,0.8694326831006807,0.5225,41.872
2013-03-06,154.505039,149.0,45,0.001,6.04,6.777559085910155,0.7375590859101546,0.751,39.8315
2013-04-25,158.493864,163.0,15,0.0005,0.12,0.4218698033232562,0.3018698033232562,0.0765,14.688
2014-04-01,188.316685,183.0,10,0.0004,5.56,5.584095466597346,0.024095466597346515,0.537,5.996
2014-08-29,200.72639,199.0,22,0.0003,2.68,3.280564978971085,0.600564978971085,0.205,21.1945
2014-09-15,198.977082,204.0,25,0.0002,0.21,0.5932225874729995,0.38322258747299953,0.095,24.445
2014-05-07,187.886821,186.0,45,0.0003,4.3,4.762522961712954,0.4625229617129545,0.3045,38.85
2014-08-15,195.727915,199.0,46,0.0003,1.1,1.8857893100990832,0.7857893100990831,0.2095,43.988
2014-11-17,204.377756,212.0,18,0.0003,0.07,0.28159933713611207,0.21159933713611206,0.0315,17.914
2014-02-03,174.09729,180.0,19,0.0005,0.53,0.43763364455772297,-0.09236635544227706,0.043,18.8865
2013-12-11,178.734261,188.0,23,0.0007,0.06,0.2863164388864118,0.22631643888641179,0.0405,22.769
2013-07-08,163.939887,169.0,40,0.0005,0.81,1.240525907873259,0.43052590787325884,0.138,38.8565
2014-04-23,187.473354,195.0,59,0.0002,0.64,1.4921576168881157,0.8521576168881156,0.116,57.3385
2014-09-15,198.977082,208.0,46,0.0002,0.15,0.49618618098620265,0.3461861809862027,0.065,45.7175
2013-06-07,164.809718,154.0,7,0.0004,10.62,10.867414520482933,0.2474145204829341,0.9685,2.791
2014-09-08,200.631279,198.5,18,0.0002,2.78,3.223162789115654,0.4431627891156542,0.144,17.54
2014-04-08,185.066742,189.5,24,0.0003,0.58,1.006822792934111,0.42682279293411096,0.085,23.724
2013-02-20,151.387962,157.0,16,0.0012,0.06,0.30704688219075116,0.24704688219075116,0.0325,15.824
2014-03-11,187.194039,177.5,17,0.0005,9.68,10.123595484255269,0.44359548425526896,0.7815,14.786
2013-08-26,166.002799,177.0,35,0.0004,0.05,0.22967347129721127,0.17967347129721128,0.009,34.949
