trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2018-03-14,275.214962,257.0,15,0.0176,18.23,19.267706619323707,1.037706619323707,0.3405,14.1855
2019-09-05,297.810846,277.0,8,0.0197,20.62,21.121923446413383,0.5019234464133824,0.789,6.0125
2019-01-15,260.405414,247.0,31,0.0245,14.99,13.405414000000007,-1.5845859999999927,1.0,0.0
2019-01-15,260.405414,247.5,24,0.0245,13.96,12.905414000000007,-1.0545859999999934,1.0,0.0
2019-06-03,274.665808,261.0,46,0.0235,16.23,13.665808000000027,-2.5641919999999736,1.0,0.0
2018-02-28,271.394485,260.0,51,0.0165,14.6,15.568508358586252,0.9685083585862522,0.285,49.03
2018-04-05,265.675501,269.0,11,0.0172,1.6,2.4984293078180295,0.8984293078180294,0.02,10.973
2019-02-06,272.708317,269.0,7,0.0242,4.29,4.517161499997343,0.2271614999973428,0.5025,4.9355
2019-07-09,297.272645,303.0,31,0.0226,1.52,3.425987069916416,1.9059870699164159,0.1915,29.208
2019-07-30,300.761943,307.0,27,0.0208,0.99,2.6469933089583972,1.6569933089583972,0.1085,25.991
2019-02-21,277.396709,277.5,43,0.0245,4.45,4.444639023655265,-0.005360976344735313,0.308,34.494
2019-09-05,297.810846,293.0,50,0.0197,8.84,9.922580139746904,1.082580139746904,0.444,39.439
2019-07-23,299.948654,309.0,15,0.0206,0.11,0.9127113787258745,0.8027113787258745,0.0505,14.7485
2018-11-29,273.930031,291.0,8,0.0237,0.08,0.02915476729782328,-0.050845232702176724,0.002,7.995
2018-11-21,265.054563,286.0,21,0.0241,0.08,0.13595296070867186,0.05595296070867185,0.0105,20.955
2018-05-10,272.058549,287.5,29,0.019,0.11,1.0789727589908433,0.9689727589908433,0.0645,28.522
2019-05-03,294.102535,320.0,49,0.0243,0.1,0.802822034456299,0.702822034456299,0.07,47.851
2019-08-13,292.381097,308.0,48,0.02,0.51,1.2246914322204316,0.7146914322204316,0.065,47.38
2018-10-02,291.540791,293.0,20,0.0223,1.67,3.4393953277105984,1.7693953277105985,0.0515,19.7305
2018-11-07,280.964928,261.0,54,0.0237,22.37,24.897733903677903,2.527733903677902,0.6055,53.3815
2019-11-29,314.18715,311.0,42,0.0159,6.65,9.134762357046078,2.484762357046078,0.312,37.9765
2019-03-07,275.078384,279.5,8,0.0245,0.41,1.3602930013890457,0.9502930013890458,0.0945,7.618
2019-07-09,297.272645,290.0,45,0.0226,10.75,11.783335497859138,1.033335497859138,0.3365,37.752
2019-06-24,293.592924,307.5,25,0.0213,0.27,0.9033628575676228,0.6333628575676228,0.075,24.2285
