date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2014-01-02,2012-07-03,2014-01-02,379,-0.023364523865930048,19.99999999999671,0.12265440276546692,1.8456394925423936,0.04533518222979584,0.043502989632551954
2014-01-31,2012-08-01,2014-01-31,379,-0.10987230799809374,19.999999999999996,0.028146201668635646,3.9999999999999933,-0.15545756907319397,0.2669141899289468
2014-02-28,2012-08-29,2014-02-28,378,-0.14221527903109826,19.999999999999986,0.06150729239450882,2.642840500538344,-0.2787855175211965,0.048458912053323956
2014-03-31,2012-10-01,2014-03-31,377,-0.12171548830591282,18.279532086883663,0.09215258633233639,3.12369941232913,-0.34717750199784053,0.023586609418753453
2014-04-30,2012-10-31,2014-04-30,377,0.00804592162190328,19.99999999911588,0.051601553343639604,3.1929969766337525,-0.2004789239690336,0.044859082539156825
2014-05-31,2012-12-03,2014-05-30,376,0.07689259148205511,19.99999999999997,0.040615901766601875,2.8519217752661237,-0.14676886595942457,0.07744996493946806
2014-06-30,2012-12-31,2014-06-30,378,0.18699937414427126,19.99999999999437,0.10479439889881027,1.5708885958107706,-0.07345906125756804,0.0033528496533325554
2014-07-31,2013-02-01,2014-07-31,378,0.2807053549878157,9.712815832544539,0.0761565496236169,2.648492832653214,-0.24807545535690884,0.038047230737927075
2014-08-31,2013-03-01,2014-08-29,380,0.3457182894561476,19.99999997850342,0.07761637918949447,3.035388625606947,0.0467095851766298,0.051361638699549905
2014-09-30,2013-04-01,2014-09-30,381,0.3315353454833195,19.999999999999996,0.09086933589307339,1.6271395177400283,-0.3206146172816608,0.03809776497745789
2014-10-31,2013-05-01,2014-10-31,382,0.376329619521514,19.999999999649862,0.04801688021986143,2.4261780283878958,-0.3302750864217283,0.04587902846946666
2014-11-30,2013-05-31,2014-11-28,380,0.4276848639938722,19.999999999999996,0.0713489940837241,3.2827161464138763,-0.20173220479211296,0.0664647979336603
2014-12-31,2013-07-01,2014-12-31,381,0.4632012707127197,18.484468255510297,0.1505305802260026,3.0593594962995727,-0.40774759975692737,0.041171829572638326
