date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
2014-01-02,2012-07-03,2014-01-02,379,0.14210555034787553,6.339353255889372e-06,0.03823026021775694,0.9443324871517568,0.015141831434923826,3.9894459102902373,-0.031872895529354496,0.07669832920474735,-0.02851706766075579
2014-01-31,2012-08-01,2014-01-31,379,-0.0012286448071314833,1.0815569455623632e-05,0.028184936120507403,0.9433600425987695,0.021088187086973624,4.654353562005277,-0.039220056915494225,0.07266402284054363,-0.03591906151086177
2014-02-28,2012-08-29,2014-02-28,378,-0.07647214673680423,1.1031072645827955e-05,0.019616312201625356,0.9493349697430775,0.01785695813588461,4.666666666666667,-0.039220056915494225,0.07266402284054363,-0.03591906151086177
2014-03-31,2012-10-01,2014-03-31,377,-0.023184454675881205,8.350153758136541e-06,0.028493598457983146,0.9464032612081635,0.014755448188817985,4.679045092838196,-0.039220056915494225,0.07266402284054363,-0.03591906151086177
2014-04-30,2012-10-31,2014-04-30,377,0.05452901433153523,5.165321928344435e-10,1.2062053895880566e-14,0.9990079390491715,0.015380173286584552,4.679045092838196,-0.03511884310491104,0.07907221994647934,-0.03148628496101813
2014-05-31,2012-12-03,2014-05-30,376,0.13702374373581877,5.224697518432961e-10,0.00014713863446504485,0.99866896013335,0.014347959774896299,5.361702127659575,-0.02710856231151798,0.07585908568510075,-0.02394004179711784
2014-06-30,2012-12-31,2014-06-30,378,0.23291642798575188,5.269667196878859e-10,0.00022926047413578574,0.9984167737202719,0.013405087493473647,4.666666666666667,-0.021478174035554076,0.08011131310778558,-0.018103391461753993
2014-07-31,2013-02-01,2014-07-31,378,0.2925502734882067,5.337291302480203e-10,0.0006055361042503747,0.9987863891510855,0.013609704288079592,4.666666666666667,0.003994996624957154,0.06631539082888772,0.006213083784432305
2014-08-31,2013-03-01,2014-08-29,380,0.36087609225096606,5.582635097067243e-10,4.5076911680197475e-08,0.9992593250168464,0.012768881877369348,4.6421052631578945,0.003994996624957154,0.06631539082888772,0.006213083784432305
2014-09-30,2013-04-01,2014-09-30,381,0.33760243107861354,5.703646731228699e-10,0.00017611081590293237,0.9992876013003424,0.013323302602526664,5.952755905511811,-0.006004168136630196,0.060770953436425225,-0.004148982835288195
2014-10-31,2013-05-01,2014-10-31,382,0.3806592966276557,4.5856131622199307e-10,5.818655291979039e-08,0.9996444669849993,0.01318630372681335,5.277486910994765,0.0003156539809825998,0.06172424776779615,0.0022230627101031963
2014-11-30,2013-05-31,2014-11-28,380,0.43870636171047256,4.621620847616334e-10,0.00013063738249125394,0.9993325169602087,0.0125910904676021,5.305263157894737,0.0003156539809825998,0.06172424776779615,0.0022230627101031963
2014-12-31,2013-07-01,2014-12-31,381,0.4568692768589884,4.719350227689077e-10,1.2839256287911982e-08,0.9995512572848153,0.012990070708026895,5.291338582677166,0.0003156539809825998,0.06172424776779615,0.0022230627101031963
