date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2008-08-01,2007-02-02,2008-08-01,378,-0.09120879458668203,5.700432828125193,0.05232168512208843,0.8445486161527782,-0.7055483053651367,0.04122764010305451
