date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary
2014-01-02,2012-07-03,2014-01-02,379,0.11216696345141924,4.2402889262743464e-05,0.12128150034808961,0.7371846541937151,0.015391617238663448,0.43857725647805706,0.0007015831134564644,0.8584661545418047,0.8599920489685583,0.0002995954015484443,0.0003028605800624924,True
2014-01-31,2012-08-01,2014-01-31,379,0.09160389221917845,4.03423410945914e-05,0.23518434760759138,0.6679380571429767,0.029074754867658856,0.35419517981578064,0.0006725593667546174,0.9031224047505682,0.9050959008330633,0.000416425913450076,0.0004250853382384367,True
2014-02-28,2012-08-29,2014-02-28,378,0.05110246576868613,0.0002017473697469314,0.404070274405157,7.013837182343851e-15,0.014204929928473045,0.18185537256525144,0.0006465608465608465,0.404070274405164,0.4051254885751897,0.0003385422157714222,0.0003391427366146809,True
2014-03-31,2012-10-01,2014-03-31,377,0.0339683574763098,0.00020193601055425455,0.41010170779304583,1.7639732935026915e-14,0.014223970360028391,0.1072735462784787,0.0006161803713527851,0.4101017077930635,0.410574903365482,0.0003423234364669347,0.0003425982566864947,True
2014-04-30,2012-10-31,2014-04-30,377,0.02035704419721746,0.00019950445717392687,0.48270059442320756,7.459586188938163e-14,0.016589565776814627,0.04624779362055539,0.0005721485411140584,0.48270059442328217,0.48290063001384226,0.000385665351676766,0.00038581454311048075,True
2014-05-31,2012-12-03,2014-05-30,376,0.014666169503187828,0.00021048152696759905,0.4596723108602884,4.317122172220164e-14,0.016468665168384064,0.02068842523175724,0.0005367021276595745,0.4596723108603316,0.4597711847783677,0.0003895442177000706,0.00038961551297712183,True
2014-06-30,2012-12-31,2014-06-30,378,0.028655119369269785,0.00021859048474162366,0.42904697077431264,5.3327269048104843e-14,0.014989251077918148,0.0851620910660325,0.0005179894179894181,0.429046970774366,0.4293992680493568,0.00038285195725836006,0.0003830883356815106,True
2014-07-31,2013-02-01,2014-07-31,378,0.0149042965451874,0.0002765034178369572,0.290983434118371,3.688050039683288e-14,0.01713956883489663,0.02330763597104417,0.0004907407407407407,0.2909834341184079,0.2910480726126477,0.0003899816042988396,0.00039001716076283847,True
2014-08-31,2013-03-01,2014-08-29,380,0.028932658419733692,0.0002652799748136081,0.30882099711641514,1.6423049901452726e-14,0.017137488623259308,0.08932239840104846,0.00045684210526315784,0.3088209971164316,0.30907951077882523,0.0003838079190873445,0.00038395152402071506,True
2014-09-30,2013-04-01,2014-09-30,381,0.021992466197906742,0.0002631164895606917,0.315121613710233,1.8287687936438498e-14,0.01641956125390407,0.05646516260182725,0.00042099737532808393,0.31512161371025127,0.3152740281303623,0.000384179870219143,0.00038426538552678916,True
2014-10-31,2013-05-01,2014-10-31,382,0.02363128680316042,0.00028591077714124703,0.23818956962663007,3.334996129896066e-14,0.018714183261278175,0.06538797443551436,0.00039528795811518325,0.23818956962666343,0.2383225836658944,0.0003753043614815462,0.00037536990202140095,True
2014-11-30,2013-05-31,2014-11-28,380,0.030256956442316643,0.00028844431694512597,0.24055500652393932,8.059836833695749e-15,0.01714390554924131,0.09698221870837778,0.0003836842105263158,0.24055500652394737,0.24077523064237075,0.00037980936002341483,0.0003799195292181723,True
2014-12-31,2013-07-01,2014-12-31,381,0.010815034323836719,0.0002967271243676016,0.22812516432775912,8.49150468594423e-15,0.01743417114197761,0.004263395643356487,0.00037191601049868766,0.2281251643277676,0.2281518469801822,0.0003844238866903588,0.0003844371761552727,True
