timestamp,S_t,p25,p50,p75
2008-08-01,3.7875,3.7875,3.7875,3.7875
2008-08-04,3.7855,3.707508766669027,3.7879841048793264,3.870584117431561
2008-08-05,3.9555,3.675952516578126,3.793838263083432,3.913525082084323
2008-08-06,3.9045,3.6494781556834868,3.792267450557828,3.9443530791774872
2008-08-07,3.8475,3.6290033456033584,3.7973395195197153,3.974756723493292
2008-08-08,4.0255,3.614826463160493,3.8014870154141303,4.003505651330917
2008-08-11,4.4045,3.5953655436989846,3.8053921238298756,4.024068085707292
2008-08-12,4.3625,3.5887676582985835,3.810641712571811,4.046563083600277
2008-08-13,4.3345,3.575233118362402,3.817805424536993,4.0682285442556285
2008-08-14,4.4015,3.5649991061465904,3.8164986879356007,4.09261684480698
2008-08-15,4.32,3.5597291369095787,3.8189473984784312,4.122192332954034
2008-08-18,4.1555,3.5468600393891085,3.825478247615969,4.1400240338986745
2008-08-19,4.0645,3.541372333780524,3.826532231068968,4.163684164542961
2008-08-20,4.1065,3.5286481834644396,3.834684033077252,4.1805208782232555
2008-08-21,4.163,3.5197241623043136,3.8429609205886033,4.198263871579265
2008-08-22,4.263,3.513005444330343,3.844430190437424,4.2172851251089645
2008-08-25,4.1425,3.505003842416375,3.8457881960952642,4.238229952573588
2008-08-26,4.088,3.4981959584423366,3.8551933188375473,4.263904123542849
2008-08-27,4.0865,3.494823673088738,3.8594261334771596,4.278452913098334
2008-08-28,4.171,3.4885982707100807,3.867845975624422,4.294447836835363
2008-08-29,4.0405,3.4869172223008165,3.8725355823031435,4.31375543554457
2008-09-02,4.0705,3.484119244473818,3.8744113282295753,4.336806959369467
2008-09-03,4.0385,3.4738330391714163,3.8783448979422444,4.348409511195899
2008-09-04,3.9015,3.4704426180634145,3.879591084744634,4.371553551301789
2008-09-05,3.9595,3.4632082024655904,3.8912520726092428,4.387441048205025
2008-09-08,4.058,3.458317344126467,3.8910887344705394,4.400598408848219
2008-09-09,3.952,3.451725377526807,3.9032967995551693,4.412316550307113
2008-09-10,3.837,3.455824387124654,3.9063911636421587,4.442401790781208
2008-09-11,3.9755,3.447017935230482,3.908757988536914,4.463132276512246
2008-09-12,3.915,3.4406037184648297,3.9217588583442673,4.481248259195924
2008-09-15,3.867,3.440204145742628,3.923620660109905,4.504271173959315
2008-09-16,3.9365,3.441505726571086,3.9292734472574233,4.510891566080647
2008-09-17,3.577,3.4315216129339863,3.9278221146562355,4.53327763647
2008-09-18,3.825,3.431434537741522,3.929100034430487,4.548218054484817
2008-09-19,4.05,3.424767514548232,3.94338814611322,4.56068442695236
2008-09-22,3.7465,3.4200153441230943,3.94630810957661,4.581896949920326
2008-09-23,3.588,3.4229001880997947,3.953354689477467,4.605156167185121
2008-09-24,3.498,3.4171691051388144,3.966668796514748,4.622101843106651
2008-09-25,3.604,3.4217712576204296,3.96922686755609,4.6246530420532705
2008-09-26,3.535,3.4208496547222045,3.990283189872407,4.6471120978884315
2008-09-29,3.1675,3.423174530622369,3.9976494618386504,4.67508542085386
2008-09-30,3.638,3.419032194071502,4.004354764937125,4.6888652661072605
2008-10-01,3.479,3.420142741603457,4.002630057680523,4.708245169449345
2008-10-02,3.368,3.413517423426388,4.010125075708628,4.7173784562679675
2008-10-03,3.35,3.4124057801095695,4.02029466002813,4.731671403163428
2008-10-06,3.2615,3.409761495024992,4.020721237604978,4.74815201124219
2008-10-07,2.926,3.3997780999854648,4.017665476013705,4.765181769922332
2008-10-08,3.051,3.3993045347788216,4.024219458456977,4.793285271145243
2008-10-09,2.8,3.4029823026296784,4.047442275470718,4.819524352085211
2008-10-10,2.8125,3.4016083698563913,4.044980497587809,4.834405169092236
2008-10-13,3.101,3.4019600422534992,4.066080855563104,4.8550391051265365
2008-10-14,2.793,3.393713420457064,4.071202601303857,4.879017302834066
2008-10-15,2.436,3.3888081724807444,4.076125036822928,4.898949872078326
2008-10-16,2.5145,3.3856354620833082,4.085950947302624,4.9158122613357556
2008-10-17,2.5325,3.3896691345420784,4.0844370996860295,4.9371886784694246
2008-10-20,2.6485,3.38201382744934,4.09104584013396,4.961398229919753
2008-10-21,2.5115,3.383154216730064,4.100727188881962,4.984907098588968
2008-10-22,2.4995,3.3732235340229995,4.1018717451275615,5.00336075903307
2008-10-23,2.516,3.3798125342646403,4.118967869961056,5.027799959525386
2008-10-24,2.448,3.374700263578637,4.128427341609967,5.029640313668392
2008-10-27,2.479,3.3827578805914134,4.139982169482007,5.04186955411691
2008-10-28,2.802,3.3827909904739584,4.146117677395953,5.0618066623423905
2008-10-29,2.8445,3.381760701859231,4.149253978019447,5.080086344956937
2008-10-30,2.8355,3.384998856706601,4.1572642414099805,5.10329684413809
2008-10-31,2.862,3.3882900355300096,4.17407361876793,5.114083784864407
2008-11-03,2.7885,3.3789747765943003,4.179023793447864,5.147951463315584
2008-11-04,2.9225,3.3874541172517874,4.185589309310011,5.1644390525330675
2008-11-05,2.599,3.3877508025653147,4.200058319700362,5.191824441683266
2008-11-06,2.361,3.393855632799868,4.201145472807514,5.1929973495382855
2008-11-07,2.4605,3.3811756235313997,4.204616781097975,5.211946012600109
2008-11-10,2.423,3.382563637077722,4.2109370748190535,5.237977508953502
2008-11-11,2.315,3.386690778867991,4.211328132491826,5.252799480771402
2008-11-12,2.078,3.3918399297860664,4.2213337850926544,5.252021012227792
2008-11-13,2.2465,3.3817030698192996,4.231608143346776,5.242717972919047
2008-11-14,2.0875,3.3835630172855797,4.245764813093828,5.275745953756546
2008-11-17,1.9845,3.3908959095334357,4.248126419677307,5.2895799735299756
2008-11-18,1.922,3.394226985549632,4.2536189703807015,5.324755247453925
2008-11-19,1.792,3.4012320010491637,4.267230473124288,5.34251174930855
2008-11-20,1.7515,3.390567798756419,4.2743046072584185,5.363019066269217
2008-11-21,1.8935,3.3945562996830785,4.282321362640889,5.393027629246404
2008-11-24,2.125,3.3980469771637187,4.2886274743167085,5.411515234016093
2008-11-25,2.1095,3.40378193320096,4.296395826480581,5.419916350208993
2008-11-26,2.198,3.4006465876455736,4.29800731886867,5.4419781395011615
2008-11-28,2.135,3.4028068939133047,4.310098473567972,5.443121661153439
2008-12-01,2.0235,3.392719173675874,4.308699879729977,5.457676218083289
2008-12-02,2.0595,3.394225066968274,4.322513551784578,5.482772144313392
2008-12-03,2.2605,3.400014221203034,4.322064916504392,5.504892819933497
2008-12-04,2.366,3.3915988384548306,4.331068485232621,5.529004117759352
2008-12-05,2.413,3.3979033105768552,4.349855424577303,5.538754345858397
2008-12-08,2.5705,3.40325524715852,4.350600088249795,5.55320022075063
2008-12-09,2.5625,3.4096489683072027,4.360805701939179,5.5748289586589905
2008-12-10,2.485,3.4100415900268013,4.374376869574611,5.58173678524893
2008-12-11,2.4125,3.408009549531267,4.377480816509803,5.6169511533402225
2008-12-12,2.5625,3.408340848795019,4.374617408815027,5.637091835396223
2008-12-15,2.4425,3.4180349534955603,4.394824479771003,5.655394912631186
2008-12-16,2.6315,3.411014522649795,4.393101569128964,5.6605772522898725
2008-12-17,2.659,3.4244556155661883,4.403337890644401,5.6703560112470885
2008-12-18,2.604,3.4203701959001793,4.398424267205369,5.699395647690733
2008-12-19,2.578,3.4222283530395377,4.4037584348411,5.725545912782561
2008-12-22,2.492,3.418442497068852,4.409744870622767,5.7197411877477276
2008-12-23,2.554,3.410617983971301,4.418810677052289,5.742223934419445
2008-12-24,2.572,3.407673102477169,4.428629679922162,5.764301594374245
2008-12-26,2.589,3.410139030813976,4.4466669094517375,5.793277495463771
2008-12-29,2.47,3.422843784007471,4.4502250414206195,5.82006100724682
2008-12-30,2.538,3.420732936774721,4.459183139999703,5.822227831309366
2008-12-31,2.564,3.4246310586796214,4.463906334852277,5.819049865602094
2009-01-02,2.718,3.427509181857216,4.45555568448952,5.8447772072195585
2009-01-05,2.703,3.4264137229401768,4.463720491230262,5.854972994708567
2009-01-06,2.868,3.4276315614986057,4.473962833742672,5.874217460212913
2009-01-07,2.81,3.4155318540644615,4.501734569735222,5.903302896337065
2009-01-08,2.858,3.412894171687161,4.501734864495381,5.912355034897656
2009-01-09,2.7755,3.421371613549357,4.507744040224036,5.942574913821323
2009-01-12,2.596,3.4295706200352853,4.511841930402887,5.9692354565258485
