ticker,date,window_start,window_end,n_days,mu,sigma
AAPL,2008-01-02,2007-07-03,2008-01-02,127,0.9410153092761092,0.4400168117196654
AAPL,2008-01-03,2007-07-05,2008-01-03,127,0.8475054222857483,0.4356087247184842
AAPL,2008-01-04,2007-07-05,2008-01-04,128,0.6845539126307062,0.4491638502680186
AAPL,2008-01-07,2007-07-09,2008-01-07,127,0.5847334533580729,0.44779768816581067
AAPL,2008-01-08,2007-07-09,2008-01-08,128,0.5080406027931539,0.44936780886581784
AAPL,2008-01-09,2007-07-10,2008-01-09,128,0.629110441952244,0.45301595204607453
AAPL,2008-01-10,2007-07-11,2008-01-10,128,0.5836274807284227,0.45287193416242266
AAPL,2008-01-11,2007-07-12,2008-01-11,128,0.5231887661615117,0.45518543654082855
AAPL,2008-01-14,2007-07-16,2008-01-14,127,0.5176132798113665,0.4577154529950739
AAPL,2008-01-15,2007-07-16,2008-01-15,128,0.403278699947848,0.46313469942227115
AAPL,2008-01-16,2007-07-17,2008-01-16,128,0.28535657582458857,0.4704249415006199
AAPL,2008-01-17,2007-07-18,2008-01-17,128,0.2891990590616014,0.4704717309744909
AAPL,2008-01-18,2007-07-19,2008-01-18,128,0.30617133468466623,0.4703781089770896
AAPL,2008-01-22,2007-07-23,2008-01-22,127,0.15768823751024375,0.47342608906832073
AAPL,2008-01-23,2007-07-24,2008-01-23,127,-0.06498488906966964,0.4995575534842807
AAPL,2008-01-24,2007-07-25,2008-01-24,127,0.010415677953135506,0.4927935838024773
AAPL,2008-01-25,2007-07-26,2008-01-25,127,-0.1076766778067183,0.4957190145230026
AAPL,2008-01-28,2007-07-30,2008-01-28,126,-0.20231946480784746,0.4893469031375322
AAPL,2008-01-29,2007-07-30,2008-01-29,127,-0.1775107135400851,0.4877192755461159
AAPL,2008-01-30,2007-07-31,2008-01-30,127,-0.13421528384673637,0.48723245657866465
AAPL,2008-01-31,2007-08-01,2008-01-31,127,0.05348834567035167,0.47807398352983876
AAPL,2008-02-01,2007-08-02,2008-02-01,127,-0.018458963341583406,0.47714866923929317
AAPL,2008-02-04,2007-08-06,2008-02-04,126,-0.0030359834058582003,0.47680598776597666
AAPL,2008-02-05,2007-08-06,2008-02-05,127,-0.03783221719756029,0.4755521280821202
AAPL,2008-02-06,2007-08-07,2008-02-06,127,-0.20458304875603825,0.4812009898692344
AAPL,2008-02-07,2007-08-08,2008-02-07,127,-0.21375325962748665,0.4812606937695412
AAPL,2008-02-08,2007-08-09,2008-02-08,127,-0.1305006199866916,0.48370929026304704
AAPL,2008-02-11,2007-08-13,2008-02-11,126,0.06996201586896467,0.48030802726289856
AAPL,2008-02-12,2007-08-13,2008-02-12,127,-0.002223609003114503,0.48113505573066007
AAPL,2008-02-13,2007-08-14,2008-02-13,127,0.024841752153990995,0.4827680726101919
AAPL,2008-02-14,2007-08-15,2008-02-14,127,0.054128395422814515,0.48138164653955406
AAPL,2008-02-15,2007-08-16,2008-02-15,127,0.07677174167116269,0.48003234205825107
AAPL,2008-02-19,2007-08-20,2008-02-19,126,0.001965127276582823,0.4778963526221887
AAPL,2008-02-20,2007-08-21,2008-02-20,126,0.026012876131178864,0.47826478494045993
AAPL,2008-02-21,2007-08-22,2008-02-21,126,-0.09684349832763983,0.47507729828662326
AAPL,2008-02-22,2007-08-23,2008-02-22,126,-0.2073537044396243,0.4724983137000212
AAPL,2008-02-25,2007-08-27,2008-02-25,125,-0.24629810779629413,0.47191519509589314
AAPL,2008-02-26,2007-08-27,2008-02-26,126,-0.2542229242247922,0.47005714664198905
AAPL,2008-02-27,2007-08-28,2008-02-27,126,-0.14566910384659293,0.47125008696106513
AAPL,2008-02-28,2007-08-29,2008-02-28,126,0.04814664515553124,0.4740287727521744
AAPL,2008-02-29,2007-08-30,2008-02-29,126,-0.13992614314614116,0.470483452704539
AAPL,2008-03-03,2007-09-04,2008-03-03,125,-0.2599026933112446,0.4725827314303632
AAPL,2008-03-04,2007-09-05,2008-03-04,125,-0.29363911384080393,0.47020706642654736
AAPL,2008-03-05,2007-09-06,2008-03-05,125,-0.18950837659430092,0.46438653000056274
AAPL,2008-03-06,2007-09-07,2008-03-06,125,-0.22203578977178637,0.465805669515263
AAPL,2008-03-07,2007-09-10,2008-03-07,125,-0.15117961963049467,0.46488824191555117
AAPL,2008-03-10,2007-09-11,2008-03-10,125,-0.26804219175645133,0.4626905030362507
AAPL,2008-03-11,2007-09-12,2008-03-11,125,-0.12490934285234702,0.47113135913494303
AAPL,2008-03-12,2007-09-13,2008-03-12,125,-0.1660497484273832,0.47109957601464497
AAPL,2008-03-13,2007-09-14,2008-03-13,125,-0.14087541592010605,0.4716060570090154
AAPL,2008-03-14,2007-09-17,2008-03-14,125,-0.18546132553892294,0.47148634302950776
AAPL,2008-03-17,2007-09-18,2008-03-17,125,-0.17773255461295528,0.4714822289661627
AAPL,2008-03-18,2007-09-19,2008-03-18,125,-0.11934164813572637,0.4755896503965587
AAPL,2008-03-19,2007-09-20,2008-03-19,125,-0.1655827433585514,0.47676126231204025
AAPL,2008-03-20,2007-09-21,2008-03-20,125,-0.10377722584016584,0.4784037411634269
AAPL,2008-03-24,2007-09-25,2008-03-24,124,-0.12360689984167832,0.4815616610573036
AAPL,2008-03-25,2007-09-26,2008-03-25,124,-0.16866840825302043,0.47948136625597515
AAPL,2008-03-26,2007-09-27,2008-03-26,124,-0.10524303304365423,0.4812740462764179
AAPL,2008-03-27,2007-09-28,2008-03-27,124,-0.19665592824399272,0.4833054727708051
AAPL,2008-03-28,2007-10-01,2008-03-28,124,-0.14345848291078564,0.4840898791506856
AAPL,2008-03-31,2007-10-01,2008-03-31,125,-0.1354158257641595,0.4821672257490536
AAPL,2008-04-01,2007-10-02,2008-04-01,125,-0.08978382169959784,0.4850485512325386
AAPL,2008-04-02,2007-10-03,2008-04-02,125,-0.1445037549075225,0.4850145078074066
AAPL,2008-04-03,2007-10-04,2008-04-03,125,-0.08220705288695708,0.4866367634204424
AAPL,2008-04-04,2007-10-05,2008-04-04,125,-0.04119226268970838,0.48661313181858273
AAPL,2008-04-07,2007-10-08,2008-04-07,125,-0.07064982475006538,0.48504116410347936
AAPL,2008-04-08,2007-10-09,2008-04-08,125,-0.18957807295955525,0.48250034542437553
AAPL,2008-04-09,2007-10-10,2008-04-09,125,-0.20752778226184243,0.4826489020736697
AAPL,2008-04-10,2007-10-11,2008-04-10,125,-0.15365571054815397,0.48351262880302315
AAPL,2008-04-11,2007-10-12,2008-04-11,125,-0.1968233787141396,0.48689656616880556
AAPL,2008-04-14,2007-10-15,2008-04-14,125,-0.24951028326639663,0.4848970207524336
AAPL,2008-04-15,2007-10-16,2008-04-15,125,-0.23808369956899436,0.48494893921513615
AAPL,2008-04-16,2007-10-17,2008-04-16,125,-0.19821751423051104,0.48711561530159514
AAPL,2008-04-17,2007-10-18,2008-04-17,125,-0.2252197030517551,0.48640743722463936
AAPL,2008-04-18,2007-10-19,2008-04-18,125,-0.15024175084459737,0.4900720879488631
AAPL,2008-04-21,2007-10-22,2008-04-21,125,-0.026914266243741658,0.4933658320269873
AAPL,2008-04-22,2007-10-23,2008-04-22,125,-0.17075314609575915,0.49700435742114596
AAPL,2008-04-23,2007-10-24,2008-04-23,125,-0.2691986223659587,0.488558004875088
AAPL,2008-04-24,2007-10-25,2008-04-24,125,-0.1931863101427082,0.4914561930556001
AAPL,2008-04-25,2007-10-26,2008-04-25,125,-0.1493338502918457,0.49095841148839114
AAPL,2008-04-28,2007-10-29,2008-04-28,125,-0.1408052491545236,0.49118846865448207
AAPL,2008-04-29,2007-10-30,2008-04-29,125,-0.11243327217710435,0.49174994617213114
AAPL,2008-04-30,2007-10-31,2008-04-30,125,-0.14583895011213632,0.49157914783526396
AAPL,2008-05-01,2007-11-02,2008-05-01,124,-0.082310197718672,0.49518044218018226
AAPL,2008-05-02,2007-11-05,2008-05-02,124,-0.07638177482432204,0.49522950260771803
AAPL,2008-05-05,2007-11-06,2008-05-05,124,-0.015889236953949646,0.4959714726261413
AAPL,2008-05-06,2007-11-07,2008-05-06,124,-0.055098672950070794,0.4943604362128558
AAPL,2008-05-07,2007-11-08,2008-05-07,124,-0.040878873774441216,0.4936246770174275
AAPL,2008-05-08,2007-11-09,2008-05-08,124,0.1081400443012819,0.4864633213667109
AAPL,2008-05-09,2007-11-12,2008-05-09,124,0.21086078641089231,0.47903185235548645
AAPL,2008-05-12,2007-11-13,2008-05-12,124,0.41031284017076336,0.4684405214826667
AAPL,2008-05-13,2007-11-14,2008-05-13,124,0.2260895219006845,0.44669166866828625
AAPL,2008-05-14,2007-11-15,2008-05-14,124,0.2326791440620157,0.44636135845677943
AAPL,2008-05-15,2007-11-16,2008-05-15,124,0.29245870536564333,0.44672697238974246
AAPL,2008-05-16,2007-11-19,2008-05-16,124,0.2440421422490389,0.44676364036609656
AAPL,2008-05-19,2007-11-20,2008-05-19,124,0.23004772311780752,0.4473681783822804
AAPL,2008-05-20,2007-11-21,2008-05-20,124,0.1954991756675284,0.44580015297955294
AAPL,2008-05-21,2007-11-23,2008-05-21,124,0.11411534891157227,0.45000406108165786
AAPL,2008-05-22,2007-11-23,2008-05-22,125,0.1002635602071064,0.44829202048024597
AAPL,2008-05-23,2007-11-26,2008-05-23,125,0.1101123214078003,0.4487379039360675
AAPL,2008-05-27,2007-11-28,2008-05-27,124,0.13078840968002628,0.4519316984463333
AAPL,2008-05-28,2007-11-29,2008-05-28,124,0.07516042049124345,0.4498940428842631
AAPL,2008-05-29,2007-11-30,2008-05-29,124,0.02629490604369418,0.4487857955392521
AAPL,2008-05-30,2007-12-03,2008-05-30,124,0.07155339679914469,0.44874964794286043
AAPL,2008-06-02,2007-12-03,2008-06-02,125,0.04247685616615784,0.4474054226392055
AAPL,2008-06-03,2007-12-04,2008-06-03,125,0.0720731392021262,0.4466380302578451
AAPL,2008-06-04,2007-12-05,2008-06-04,125,0.05943522924582559,0.4465837733124833
AAPL,2008-06-05,2007-12-06,2008-06-05,125,0.04226434176284783,0.44554793110511376
AAPL,2008-06-06,2007-12-07,2008-06-06,125,-0.046271123425475374,0.4451960866115996
AAPL,2008-06-09,2007-12-10,2008-06-09,125,-0.1361646877690471,0.44505167228090065
AAPL,2008-06-10,2007-12-11,2008-06-10,125,-0.09098395670748027,0.4461956343103489
AAPL,2008-06-11,2007-12-12,2008-06-11,125,-0.08439562609004689,0.44578391138894774
AAPL,2008-06-12,2007-12-13,2008-06-12,125,-0.19504187274899787,0.4494362964203589
AAPL,2008-06-13,2007-12-14,2008-06-13,125,-0.21564335307330287,0.4494005083782328
AAPL,2008-06-16,2007-12-17,2008-06-16,125,-0.14884020461152198,0.4508601885301816
AAPL,2008-06-17,2007-12-18,2008-06-17,125,-0.03273496930808921,0.450129844425838
AAPL,2008-06-18,2007-12-19,2008-06-18,125,-0.04715045897357472,0.45048957904749704
AAPL,2008-06-19,2007-12-20,2008-06-19,125,-0.024589631114506752,0.45081774975217187
AAPL,2008-06-20,2007-12-21,2008-06-20,125,-0.13286142400322118,0.4518941718218882
AAPL,2008-06-23,2007-12-24,2008-06-23,125,-0.22816645434064714,0.44928393426897834
AAPL,2008-06-24,2007-12-26,2008-06-24,125,-0.27732900701006913,0.4477684730751513
AAPL,2008-06-25,2007-12-26,2008-06-25,126,-0.227898150716217,0.4473414103491691
AAPL,2008-06-26,2007-12-27,2008-06-26,126,-0.33508671684526536,0.4533217379482905
AAPL,2008-06-27,2007-12-28,2008-06-27,126,-0.3096276590753151,0.45364610526172505
AAPL,2008-06-30,2007-12-31,2008-06-30,126,-0.3536841169407139,0.4539761493567437
AAPL,2008-07-01,2008-01-02,2008-07-01,126,-0.25143186822651264,0.4580373634995673
AAPL,2008-07-02,2008-01-03,2008-07-02,126,-0.2942870984615875,0.46049451595920365
AAPL,2008-07-03,2008-01-04,2008-07-03,126,-0.27227266949522955,0.4608360221760975
AAPL,2008-07-07,2008-01-08,2008-07-07,125,-0.028343504597949654,0.4504746807588056
AAPL,2008-07-08,2008-01-09,2008-07-08,125,0.09541566908433359,0.4487894773012855
AAPL,2008-07-09,2008-01-10,2008-07-09,125,-0.05871952056066815,0.4459440067128028
AAPL,2008-07-10,2008-01-11,2008-07-10,125,-0.01580307498364164,0.44624172132020934
AAPL,2008-07-11,2008-01-14,2008-07-11,125,-0.0012865194188130646,0.44536321767685666
AAPL,2008-07-14,2008-01-15,2008-07-14,125,-0.05602548464380964,0.4427293681369774
AAPL,2008-07-15,2008-01-16,2008-07-15,125,0.007142869274669217,0.43690084488839087
AAPL,2008-07-16,2008-01-17,2008-07-16,125,0.1598108183892363,0.42991214914599174
AAPL,2008-07-17,2008-01-18,2008-07-17,125,0.13238778881858085,0.4298852318569748
AAPL,2008-07-18,2008-01-22,2008-07-18,125,0.04680345568582053,0.43361492326058
AAPL,2008-07-21,2008-01-22,2008-07-21,126,0.060190723218584985,0.43198071244776803
AAPL,2008-07-22,2008-01-23,2008-07-22,126,0.0803479656655135,0.4305044806846486
AAPL,2008-07-23,2008-01-24,2008-07-23,126,0.3571501640039876,0.4008106273952749
AAPL,2008-07-24,2008-01-25,2008-07-24,126,0.3187677586037463,0.4042903445545108
AAPL,2008-07-25,2008-01-28,2008-07-25,126,0.44145127371118553,0.4003140979805402
AAPL,2008-07-28,2008-01-29,2008-07-28,126,0.3438711901797866,0.4066410311445233
AAPL,2008-07-29,2008-01-30,2008-07-29,126,0.35488857535946394,0.40699776371056395
AAPL,2008-07-30,2008-01-31,2008-07-30,126,0.3805180114300102,0.4076194396465227
AAPL,2008-07-31,2008-02-01,2008-07-31,126,0.32130263587010965,0.4065083209572113
AAPL,2008-08-01,2008-02-04,2008-08-01,126,0.3162110433218701,0.40669139445993424
AAPL,2008-08-04,2008-02-05,2008-08-04,126,0.30358573562511193,0.40732336287367954
AAPL,2008-08-05,2008-02-06,2008-08-05,126,0.4331339936912473,0.41158960496038527
AAPL,2008-08-06,2008-02-07,2008-08-06,126,0.5940063408645488,0.40347337283982937
AAPL,2008-08-07,2008-02-08,2008-08-07,126,0.5989375224098286,0.40338240222613997
AAPL,2008-08-08,2008-02-11,2008-08-08,126,0.6020025508601261,0.4036332187711895
AAPL,2008-08-11,2008-02-12,2008-08-11,126,0.5864574609117121,0.40266525691748783
AAPL,2008-08-12,2008-02-13,2008-08-12,126,0.694860237392557,0.39952052471415966
AAPL,2008-08-13,2008-02-14,2008-08-13,126,0.6523044321494842,0.3971078332778464
AAPL,2008-08-14,2008-02-15,2008-08-14,126,0.6827380398788176,0.39632328994913296
AAPL,2008-08-15,2008-02-19,2008-08-15,126,0.6873134348730199,0.39604357216556474
AAPL,2008-08-18,2008-02-19,2008-08-18,127,0.6779459687124083,0.39452488977372063
AAPL,2008-08-19,2008-02-20,2008-08-19,127,0.6961855728255216,0.39368595544580987
AAPL,2008-08-20,2008-02-21,2008-08-20,127,0.6959676485853341,0.39368008763947876
