trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2013-03-27,156.111371,143.0,16,0.0009,13.18,13.32141756719986,0.14141756719986098,0.681,14.374
2014-08-29,200.72639,183.5,7,0.0003,17.12,17.226592765108165,0.1065927651081644,1.0,1.5725
2013-12-04,179.743996,170.0,27,0.0006,10.0,10.107560006980606,0.10756000698060575,0.6845,15.2185
2013-11-26,180.62625,173.0,25,0.0007,8.04,8.279472604021802,0.23947260402180248,0.689,20.244
2014-05-29,192.382646,186.0,51,0.0004,7.2,8.261901511501103,1.0619015115011026,0.338,40.948
2013-03-06,154.505039,149.0,45,0.001,6.04,6.65741997907556,0.6174199790755601,0.6055,32.3595
2013-04-25,158.493864,163.0,15,0.0005,0.12,0.5173975801132978,0.39739758011329784,0.0545,14.86
2014-04-01,188.316685,183.0,10,0.0004,5.56,5.634041842083125,0.07404184208312525,0.682,5.9385
2014-08-29,200.72639,199.0,22,0.0003,2.68,3.9121426359776024,1.2321426359776022,0.389,19.303
2014-09-15,198.977082,204.0,25,0.0002,0.21,1.26755769021068,1.05755769021068,0.154,23.8085
2014-05-07,187.886821,186.0,45,0.0003,4.3,5.246371763936313,0.9463717639363134,0.369,40.7635
2014-08-15,195.727915,199.0,46,0.0003,1.1,2.9050259112308296,1.8050259112308296,0.204,44.1955
2014-11-17,204.377756,212.0,18,0.0003,0.07,0.5122582843258283,0.4422582843258283,0.019,17.9635
2014-02-03,174.09729,180.0,19,0.0005,0.53,0.5966407873640133,0.06664078736401324,0.0155,18.841
2013-12-11,178.734261,188.0,23,0.0007,0.06,0.294367116234842,0.23436711623484202,0.0495,22.877
2013-07-08,163.939887,169.0,40,0.0005,0.81,1.4731380685023092,0.6631380685023092,0.1605,39.238
2014-04-23,187.473354,195.0,59,0.0002,0.64,1.9908943889160482,1.350894388916048,0.124,57.151
2014-09-15,198.977082,208.0,46,0.0002,0.15,1.2183447569190953,1.0683447569190954,0.0815,44.711
2013-06-07,164.809718,154.0,7,0.0004,10.62,10.809718000000004,0.1897180000000045,1.0,0.0
2014-09-08,200.631279,198.5,18,0.0002,2.78,3.9847983706268835,1.2047983706268837,0.132,17.868
2014-04-08,185.066742,189.5,24,0.0003,0.58,1.1860619635633494,0.6060619635633494,0.1235,23.4215
2013-02-20,151.387962,157.0,16,0.0012,0.06,0.2730773639424548,0.2130773639424548,0.064,15.812
2014-03-11,187.194039,177.5,17,0.0005,9.68,10.030347635024482,0.3503476350244821,0.6265,15.527
2013-08-26,166.002799,177.0,35,0.0004,0.05,0.32041907533602326,0.2704190753360233,0.0475,34.647
