date,S_t,v_t,log_return
2014-01-02,100,0.04,
2014-01-03,98.79730463,0.0411517223,-0.01209986272
2014-01-06,98.99962646,0.04401956565,0.002045753715
2014-01-07,99.53101875,0.03625179789,0.005353264857
2014-01-08,99.16521657,0.03674154135,-0.003682028493
2014-01-09,98.46512818,0.03670654117,-0.007084856465
2014-01-10,98.40237767,0.03991671725,-0.0006374898357
2014-01-13,99.36137282,0.04016669086,0.009698467713
2014-01-14,98.1739339,0.04193606513,-0.01202269353
2014-01-15,96.97823078,0.04334777775,-0.01225421283
2014-01-16,96.13259961,0.04677758901,-0.00875804403
2014-01-17,95.68061194,0.04596820479,-0.004712798442
2014-01-20,94.38534314,0.05087435111,-0.01362988818
2014-01-21,94.45854804,0.04896227402,0.0007752954094
2014-01-22,94.31762759,0.05111709656,-0.001492989979
2014-01-23,94.35207136,0.05279235505,0.0003651224212
2014-01-24,91.74780223,0.06199021954,-0.02798969284
2014-01-27,91.44216089,0.05940546461,-0.003336881778
2014-01-28,91.98900646,0.06208872117,0.005962423926
2014-01-29,91.25217501,0.06137683695,-0.008042246959
2014-01-30,92.70539404,0.05734703111,0.0157998311
2014-01-31,92.52254656,0.06057302957,-0.001974297617
2014-02-03,93.41603817,0.05731436404,0.009610683903
2014-02-04,93.52925219,0.05770487167,0.001211199683
2014-02-05,92.88057264,0.06152038268,-0.006959742235
2014-02-06,92.25460196,0.06453191431,-0.006762335335
2014-02-07,92.63180221,0.06572520387,0.004080351668
2014-02-10,93.76332078,0.0584612266,0.01214122395
2014-02-11,93.59386905,0.05616540907,-0.001808863313
2014-02-12,95.35807083,0.05480482271,0.01867409297
2014-02-13,97.14161529,0.05085675271,0.01853089252
2014-02-14,98.35966496,0.04359849675,0.01246094579
2014-02-17,98.76839669,0.04421216034,0.004146870958
2014-02-18,98.87151362,0.04700491058,0.001043482957
2014-02-19,98.7678715,0.0455205018,-0.001048800289
2014-02-20,97.76832039,0.04893607876,-0.01017176244
2014-02-21,97.88683808,0.0435320607,0.001211495776
2014-02-24,99.13615646,0.03987863795,0.01268212503
2014-02-25,99.64308808,0.04041710256,0.005100459252
2014-02-26,100.1662642,0.0387905313,0.005236764894
2014-02-27,99.33832815,0.04112861781,-0.00829996718
2014-02-28,98.32800359,0.04287029547,-0.01022261455
2014-03-03,98.31613646,0.0414269204,-0.0001206965133
2014-03-04,99.74678617,0.03681583474,0.01444666745
2014-03-05,100.1580006,0.03513901182,0.00411410893
2014-03-06,100.1491759,0.03688065926,-8.811178693e-05
2014-03-07,99.49273327,0.03932028394,-0.006576224526
2014-03-10,99.79694473,0.03773941314,0.00305295988
2014-03-11,99.97560568,0.03156266221,0.001788644124
2014-03-12,100.2122602,0.02718874535,0.002364325538
2014-03-13,99.24318766,0.02853617044,-0.009717259466
2014-03-14,100.4999221,0.02741990283,0.01258367331
2014-03-17,101.3162792,0.02640487072,0.008090148421
2014-03-18,101.8303324,0.02364573965,0.005060919543
2014-03-19,102.2403691,0.02101475967,0.004018580538
2014-03-20,100.4739142,0.02346752336,-0.01742846749
2014-03-21,100.354932,0.02485640745,-0.001184910887
2014-03-24,99.77790135,0.02320633805,-0.005766493107
2014-03-25,99.38042067,0.02354727363,-0.003991610322
2014-03-26,99.25154714,0.02435260142,-0.001297611351
2014-03-27,97.89429292,0.02920063856,-0.0137692549
2014-03-28,98.75181277,0.02598110061,0.008721507939
2014-03-31,99.600881,0.02676250226,0.008561249153
2014-04-01,99.26039079,0.0294493979,-0.00342440272
2014-04-02,97.12794118,0.03427875792,-0.02171751659
2014-04-03,96.90687283,0.0320857277,-0.002278647222
2014-04-04,96.16173492,0.03082897773,-0.00771893071
2014-04-07,95.51273384,0.03300931172,-0.006771935411
2014-04-08,95.83335621,0.02801475476,0.003351233025
2014-04-09,96.23808799,0.02910155478,0.004214394034
2014-04-10,97.03542831,0.03562527431,0.008250947756
2014-04-11,95.88029385,0.03713818254,-0.01197567779
2014-04-14,97.65340289,0.02939613719,0.01832403026
2014-04-15,97.94259808,0.02684623767,0.002957068636
2014-04-16,98.27798796,0.02505531146,0.003418501755
2014-04-17,97.63302387,0.02836266691,-0.006584279464
2014-04-18,97.00272255,0.02795014098,-0.006476749886
2014-04-21,97.78113623,0.02275467949,0.007992631785
2014-04-22,99.01145991,0.02273822749,0.01250392276
2014-04-23,99.60901535,0.02324646912,0.006017075929
2014-04-24,99.16377342,0.02194077679,-0.004479915787
2014-04-25,99.31687218,0.01938246791,0.001542707522
2014-04-28,97.2924137,0.02514616324,-0.0205944498
2014-04-29,96.05608688,0.02777683001,-0.01278875881
2014-04-30,95.66944809,0.03080796843,-0.004033258471
2014-05-01,95.7672886,0.03036134473,0.001022170785
2014-05-02,96.57248981,0.02828167697,0.008372744587
2014-05-05,96.03218615,0.02692867655,-0.005610508446
2014-05-06,96.98674743,0.02306928894,0.009890937056
2014-05-07,95.99728051,0.02773623798,-0.0102544817
2014-05-08,96.29934152,0.02746017333,0.003141617989
2014-05-09,95.49821473,0.0316496305,-0.008353927593
2014-05-12,96.64744421,0.03033434176,0.01196220812
2014-05-13,97.52970124,0.03182228699,0.009087198235
2014-05-14,96.438242,0.03250491248,-0.01125413559
2014-05-15,98.64520816,0.02790282827,0.02262683299
2014-05-16,97.15288433,0.03344008083,-0.01524379235
2014-05-19,98.61691022,0.03216790651,0.01495688538
2014-05-20,98.77357162,0.02847776277,0.001587325089
2014-05-21,97.99311948,0.03062086988,-0.007932808421
2014-05-22,97.88433371,0.03067836958,-0.001110753493
2014-05-23,98.74767875,0.03186974602,0.008781383847
2014-05-26,99.20481938,0.03223988084,0.004618698368
2014-05-27,100.6227275,0.02534469312,0.01419155576
2014-05-28,100.3695752,0.02292406219,-0.002519026111
2014-05-29,100.7268896,0.02054690859,0.003553665457
2014-05-30,99.21911292,0.02318239377,-0.01508212442
2014-06-02,98.88364274,0.02340400587,-0.003386833255
2014-06-03,99.78809977,0.02258837795,0.009105102447
2014-06-04,100.3710537,0.02425497221,0.005824920705
2014-06-05,100.0065761,0.02392518996,-0.003637911388
2014-06-06,100.3402201,0.02339839856,0.003330667484
2014-06-09,99.47896789,0.02404059088,-0.008620368419
2014-06-10,99.59155123,0.02443240375,0.001131090176
2014-06-11,99.13262424,0.03199246467,-0.004618741608
2014-06-12,99.56564279,0.02917186718,0.004358560775
2014-06-13,100.1743682,0.02453414493,0.006095196366
2014-06-16,100.8376462,0.02559111232,0.006599410462
2014-06-17,100.8950406,0.02350130898,0.0005690141757
2014-06-18,102.0816625,0.01741128944,0.01169233184
2014-06-19,102.3867153,0.0149412694,0.002983864436
2014-06-20,102.8088787,0.01311458698,0.004114747102
2014-06-23,102.9429125,0.009523879599,0.001302869915
2014-06-24,101.1477083,0.01369269116,-0.01759268074
2014-06-25,102.595201,0.01147605839,0.01420925089
2014-06-26,100.1810532,0.01758374165,-0.02381207626
2014-06-27,100.609343,0.016838826,0.004266045119
2014-06-30,98.87066662,0.0212619622,-0.01743252822
2014-07-01,99.54032208,0.02073477907,0.00675021083
2014-07-02,99.02331264,0.02207079095,-0.005207505466
