date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
2018-10-01,2017-04-03,2018-10-01,378,0.4313351761546435,0.16246986098336857,4.0,-0.00752513031525807,0.05845947476687694,-0.005799492857141986
