Date,SPY,AAPL
2007-01-04,0.001219278619599691,0.021952103438182886
2007-01-05,-0.006115859320007658,-0.007146746737831695
2007-01-08,0.0025383878921012887,0.0049261183360557815
2007-01-09,-0.0005214055182636289,0.0797992457956662
2007-01-10,0.002045798749570112,0.04674753264242685
2007-01-11,0.006326494096572351,-0.01244911310275755
2007-01-12,0.004829377472656625,-0.012392964080246253
2007-01-16,0.0008021117514761693,0.02587206075681786
2007-01-17,-0.0008034127576869977,-0.022392183205982463
2007-01-18,-0.0029516434113251925,-0.06392788762516324
2007-01-19,0.002895376770498714,-0.006420932277926866
2007-01-22,-0.005263336190691333,-0.01950974233634974
2007-01-23,0.003527371369496314,-0.012638721489573127
2007-01-24,0.008478221416576448,0.011601289939952856
2007-01-25,-0.011317624693231014,-0.0052040126601347715
2007-01-26,-0.001214815436724566,-0.01013803450608627
2007-01-29,-0.000990522492865199,0.00653749640647567
2007-01-30,0.005758556001807632,-0.0045485178531273415
2007-01-31,0.006683289270201587,0.0021019624249671324
2007-02-01,0.005573722939192521,-0.011615029198853072
2007-02-02,0.0016934909226559906,0.00011795384780292482
2007-02-05,-0.0008820728140460596,-0.009602629689133928
2007-02-06,0.0006994204277710619,0.002497662135947283
2007-02-07,0.0017942909623023815,0.023489182732574023
2007-02-08,-0.0011661796030725394,0.0003480299379869066
2007-02-09,-0.007063504892465766,-0.03434926516051942
2007-02-12,-0.0032035069142292293,0.019149815069087864
2007-02-13,0.007728295489338222,-0.0021230340237693847
2007-02-14,0.00784269378663359,0.007058993519567921
2007-02-15,0.0011302789255462542,-0.0010558912234106485
2007-02-16,-0.0008494528926262258,-0.004469402981393927
2007-02-20,0.0029020488581770073,0.012534481451662444
2007-02-21,-0.001336028096167546,0.0376959118691444
2007-02-22,-0.0006308757235626573,0.0034719972207016823
2007-02-23,-0.0034632691634350595,-0.004929563155592592
2007-02-26,-0.0011343255971941815,-0.0063070403043405205
2007-02-27,-0.035008650123824696,-0.05313196995961129
2007-02-28,0.005695105040961648,0.0080694393931403
2007-03-01,-0.002568889398208997,0.028546356995077037
2007-03-02,-0.011428468319970207,-0.01913577135782228
2007-03-05,-0.009378518167388527,0.01059813148554402
2007-03-06,0.015365118933667283,0.021431396156674946
2007-03-07,-0.0021728716497402844,-0.005341835225374499
2007-03-08,0.007145653869422007,0.0031868880267268353
2007-03-09,0.0006711181101166705,-0.0003405122036515213
2007-03-12,0.0026805377274547086,0.021366080130138073
2007-03-13,-0.020250144409383906,-0.016492226829376316
2007-03-14,0.006708588211606854,0.017939938996896884
2007-03-15,0.003704198147273889,-0.00479011459760998
2007-03-16,-0.0077998023632902015,0.0002219245871855963
2007-03-19,0.01083448816974037,0.017043366988581395
2007-03-20,0.0063152915046307025,0.003833314005242306
2007-03-21,0.016934480306858676,0.025791351702791784
2007-03-22,-0.00035782259255964837,0.0009570363017878947
2007-03-23,0.0010895978294422925,-0.004692565486875482
2007-03-26,0.0009529057046168462,0.02460790037087532
2007-03-27,-0.006194332827436923,-0.004074648886703438
2007-03-28,-0.007775064778365951,-0.02353175448042852
2007-03-29,0.003768734785113997,0.005453570682144635
2007-03-30,-0.0011680557884149807,-0.009000393769803428
2007-04-02,0.002585811463881343,0.007933583565307645
2007-04-03,0.009423925665538933,0.00903625985449181
2007-04-04,0.001117574152363523,-0.002435556153019053
2007-04-05,0.0033267275349919707,0.004338928774723422
2007-04-09,0.0005963107667496591,-0.010939632476196386
2007-04-10,0.002622906426401717,0.006386827279641995
2007-04-11,-0.006467328638500893,-0.01776796142944226
2007-04-12,0.006183732930958626,-0.004330775684901931
2007-04-13,0.0034599533379390105,-0.021377990536324547
2007-04-16,0.01068224671853623,0.013100852888102144
2007-04-17,0.002037320229915615,-0.011882181956690585
2007-04-18,0.0007052303565683991,0.0005514797145666522
2007-04-19,-0.0011785122055613505,-0.0014382024950922005
2007-04-20,0.009215881990998208,0.007724599114206584
2007-04-23,-0.0022870274631107655,0.02753730538424487
2007-04-24,-0.00036089195521413664,-0.002890712755959671
2007-04-25,0.010152386000370477,0.022378356892677986
2007-04-26,-0.0006877249560279122,0.03594721006017482
2007-04-27,-8.864858372330772e-05,0.010867084376576559
2007-04-30,-0.00783274674773917,-0.0012000797754807468
2007-05-01,0.002633009215959056,-0.003313294557182465
2007-05-02,0.006539751242928765,0.009207306430915819
2007-05-03,0.004597863447870751,9.761444255274557e-05
2007-05-04,0.0021555155208372624,0.004077338599810411
2007-05-07,0.0025914218237560846,0.030383406636138824
2007-05-08,-0.0010816832072892434,0.010909096782148658
2007-05-09,0.0034694050663628875,0.017175107229172475
2007-05-10,-0.013845185915354753,0.004295032815890121
2007-05-11,0.009655890013067814,0.012958349766838073
2007-05-14,-0.0017353100852634184,0.005684751253959269
2007-05-15,-0.001211603519016186,-0.016967218346909667
2007-05-16,0.008848898967115304,-0.0016758826738876543
2007-05-17,-0.0008308396346283425,0.019375094276145914
2007-05-18,0.006557274359557819,0.0052871697803994365
2007-05-21,0.0015319109277500123,0.017658097382608005
2007-05-22,-0.0006430715729605957,0.013833842202474972
2007-05-23,-0.0011896982990415956,-0.005741233603682664
2007-05-24,-0.00958034977210681,-0.019681546850724665
2007-05-25,0.00541211387993029,0.02612709463573808
2007-05-29,0.001675985838645861,0.006404513485844775
2007-05-30,0.008281460451670728,0.03792583473203368
2007-05-31,0.0002755214561228548,0.020168711657408852
2007-06-01,0.0037061983642755173,-0.023290187187187388
2007-06-04,0.0018767217092138912,0.024444732413121638
2007-06-05,-0.005297697696145367,0.010984379941379517
2007-06-06,-0.008611120355506215,0.007875649737243254
2007-06-07,-0.017573242708147974,0.0034724533523271253
2007-06-08,0.01123906885517622,0.003379470026611885
