underlying,trading_date,S_t,K,expiration,T_years,dte,option_type,option_price,r,moneyness,regime,style
SPY,2020-01-06,323.651111,300.0,2020-01-13,0.019164955509924708,7,call,23.95,0.015600000000000001,0.9269240543407249,covid,American
SPY,2020-01-06,323.651111,310.0,2020-01-13,0.019164955509924708,7,call,14.01,0.015600000000000001,0.9578215228187491,covid,American
SPY,2020-01-06,323.651111,312.0,2020-01-13,0.019164955509924708,7,call,12.05,0.015600000000000001,0.9640010165143539,covid,American
SPY,2020-01-06,323.651111,313.0,2020-01-13,0.019164955509924708,7,call,11.07,0.015600000000000001,0.9670907633621563,covid,American
SPY,2020-01-06,323.651111,314.0,2020-01-13,0.019164955509924708,7,call,10.09,0.015600000000000001,0.9701805102099588,covid,American
SPY,2020-01-06,323.651111,315.0,2020-01-13,0.019164955509924708,7,call,9.14,0.015600000000000001,0.9732702570577612,covid,American
SPY,2020-01-06,323.651111,316.0,2020-01-13,0.019164955509924708,7,call,8.2,0.015600000000000001,0.9763600039055635,covid,American
SPY,2020-01-06,323.651111,317.0,2020-01-13,0.019164955509924708,7,call,7.26,0.015600000000000001,0.9794497507533659,covid,American
SPY,2020-01-06,323.651111,318.0,2020-01-13,0.019164955509924708,7,call,6.36,0.015600000000000001,0.9825394976011684,covid,American
SPY,2020-01-06,323.651111,319.0,2020-01-13,0.019164955509924708,7,call,5.46,0.015600000000000001,0.9856292444489708,covid,American
SPY,2020-01-06,323.651111,320.0,2020-01-13,0.019164955509924708,7,call,4.6,0.015600000000000001,0.9887189912967732,covid,American
SPY,2020-01-06,323.651111,321.0,2020-01-13,0.019164955509924708,7,call,3.77,0.015600000000000001,0.9918087381445756,covid,American
SPY,2020-01-06,323.651111,322.0,2020-01-13,0.019164955509924708,7,call,3.0,0.015600000000000001,0.9948984849923781,covid,American
SPY,2020-01-06,323.651111,323.0,2020-01-13,0.019164955509924708,7,call,2.29,0.015600000000000001,0.9979882318401805,covid,American
SPY,2020-01-06,323.651111,324.0,2020-01-13,0.019164955509924708,7,call,1.65,0.015600000000000001,1.0010779786879829,covid,American
SPY,2020-01-06,323.651111,325.0,2020-01-13,0.019164955509924708,7,call,1.12,0.015600000000000001,1.0041677255357853,covid,American
SPY,2020-01-06,323.651111,326.0,2020-01-13,0.019164955509924708,7,call,0.7,0.015600000000000001,1.0072574723835876,covid,American
SPY,2020-01-06,323.651111,327.0,2020-01-13,0.019164955509924708,7,call,0.4,0.015600000000000001,1.01034721923139,covid,American
SPY,2020-01-06,323.651111,328.0,2020-01-13,0.019164955509924708,7,call,0.21,0.015600000000000001,1.0134369660791926,covid,American
SPY,2020-01-06,323.651111,329.0,2020-01-13,0.019164955509924708,7,call,0.1,0.015600000000000001,1.016526712926995,covid,American
SPY,2020-01-06,323.651111,307.0,2020-01-13,0.019164955509924708,7,put,0.06,0.015600000000000001,0.9485522822753418,covid,American
SPY,2020-01-06,323.651111,308.0,2020-01-13,0.019164955509924708,7,put,0.07,0.015600000000000001,0.9516420291231442,covid,American
SPY,2020-01-06,323.651111,309.0,2020-01-13,0.019164955509924708,7,put,0.08,0.015600000000000001,0.9547317759709466,covid,American
SPY,2020-01-06,323.651111,310.0,2020-01-13,0.019164955509924708,7,put,0.08,0.015600000000000001,0.9578215228187491,covid,American
SPY,2020-01-06,323.651111,311.0,2020-01-13,0.019164955509924708,7,put,0.1,0.015600000000000001,0.9609112696665515,covid,American
SPY,2020-01-06,323.651111,312.0,2020-01-13,0.019164955509924708,7,put,0.11,0.015600000000000001,0.9640010165143539,covid,American
SPY,2020-01-06,323.651111,313.0,2020-01-13,0.019164955509924708,7,put,0.15,0.015600000000000001,0.9670907633621563,covid,American
SPY,2020-01-06,323.651111,314.0,2020-01-13,0.019164955509924708,7,put,0.17,0.015600000000000001,0.9701805102099588,covid,American
SPY,2020-01-06,323.651111,315.0,2020-01-13,0.019164955509924708,7,put,0.21,0.015600000000000001,0.9732702570577612,covid,American
SPY,2020-01-06,323.651111,316.0,2020-01-13,0.019164955509924708,7,put,0.28,0.015600000000000001,0.9763600039055635,covid,American
SPY,2020-01-06,323.651111,317.0,2020-01-13,0.019164955509924708,7,put,0.34,0.015600000000000001,0.9794497507533659,covid,American
SPY,2020-01-06,323.651111,318.0,2020-01-13,0.019164955509924708,7,put,0.42,0.015600000000000001,0.9825394976011684,covid,American
SPY,2020-01-06,323.651111,319.0,2020-01-13,0.019164955509924708,7,put,0.54,0.015600000000000001,0.9856292444489708,covid,American
SPY,2020-01-06,323.651111,320.0,2020-01-13,0.019164955509924708,7,put,0.68,0.015600000000000001,0.9887189912967732,covid,American
SPY,2020-01-06,323.651111,321.0,2020-01-13,0.019164955509924708,7,put,0.85,0.015600000000000001,0.9918087381445756,covid,American
SPY,2020-01-06,323.651111,322.0,2020-01-13,0.019164955509924708,7,put,1.08,0.015600000000000001,0.9948984849923781,covid,American
SPY,2020-01-06,323.651111,323.0,2020-01-13,0.019164955509924708,7,put,1.36,0.015600000000000001,0.9979882318401805,covid,American
SPY,2020-01-06,323.651111,324.0,2020-01-13,0.019164955509924708,7,put,1.73,0.015600000000000001,1.0010779786879829,covid,American
SPY,2020-01-06,323.651111,325.0,2020-01-13,0.019164955509924708,7,put,2.21,0.015600000000000001,1.0041677255357853,covid,American
SPY,2020-01-06,323.651111,326.0,2020-01-13,0.019164955509924708,7,put,2.79,0.015600000000000001,1.0072574723835876,covid,American
SPY,2020-01-06,323.651111,327.0,2020-01-13,0.019164955509924708,7,put,3.49,0.015600000000000001,1.01034721923139,covid,American
SPY,2020-01-06,323.651111,328.0,2020-01-13,0.019164955509924708,7,put,4.31,0.015600000000000001,1.0134369660791926,covid,American
SPY,2020-01-06,323.651111,330.0,2020-01-13,0.019164955509924708,7,put,6.19,0.015600000000000001,1.0196164597747974,covid,American
SPY,2020-01-06,323.651111,331.0,2020-01-13,0.019164955509924708,7,put,7.19,0.015600000000000001,1.0227062066225998,covid,American
SPY,2020-01-06,323.651111,332.0,2020-01-13,0.019164955509924708,7,put,8.19,0.015600000000000001,1.0257959534704022,covid,American
SPY,2020-01-06,323.651111,333.0,2020-01-13,0.019164955509924708,7,put,9.21,0.015600000000000001,1.0288857003182046,covid,American
SPY,2020-01-06,323.651111,336.0,2020-01-13,0.019164955509924708,7,put,12.19,0.015600000000000001,1.038154940861612,covid,American
SPY,2020-01-06,323.651111,338.0,2020-01-13,0.019164955509924708,7,put,14.19,0.015600000000000001,1.0443344345572168,covid,American
SPY,2020-01-06,323.651111,339.0,2020-01-13,0.019164955509924708,7,put,15.19,0.015600000000000001,1.0474241814050191,covid,American
SPY,2020-01-06,323.651111,344.0,2020-01-13,0.019164955509924708,7,put,20.19,0.015600000000000001,1.0628729156440313,covid,American
SPY,2020-01-06,323.651111,345.0,2020-01-13,0.019164955509924708,7,put,21.19,0.015600000000000001,1.0659626624918337,covid,American
SPY,2020-01-06,323.651111,295.0,2020-01-15,0.024640657084188913,9,call,28.99,0.015600000000000001,0.9114753201017128,covid,American
SPY,2020-01-06,323.651111,300.0,2020-01-15,0.024640657084188913,9,call,24.01,0.015600000000000001,0.9269240543407249,covid,American
SPY,2020-01-06,323.651111,305.0,2020-01-15,0.024640657084188913,9,call,19.05,0.015600000000000001,0.9423727885797369,covid,American
SPY,2020-01-06,323.651111,311.0,2020-01-15,0.024640657084188913,9,call,13.18,0.015600000000000001,0.9609112696665515,covid,American
SPY,2020-01-06,323.651111,313.0,2020-01-15,0.024640657084188913,9,call,11.26,0.015600000000000001,0.9670907633621563,covid,American
SPY,2020-01-06,323.651111,314.0,2020-01-15,0.024640657084188913,9,call,10.32,0.015600000000000001,0.9701805102099588,covid,American
SPY,2020-01-06,323.651111,315.0,2020-01-15,0.024640657084188913,9,call,9.38,0.015600000000000001,0.9732702570577612,covid,American
SPY,2020-01-06,323.651111,316.0,2020-01-15,0.024640657084188913,9,call,8.45,0.015600000000000001,0.9763600039055635,covid,American
SPY,2020-01-06,323.651111,317.0,2020-01-15,0.024640657084188913,9,call,7.54,0.015600000000000001,0.9794497507533659,covid,American
SPY,2020-01-06,323.651111,318.0,2020-01-15,0.024640657084188913,9,call,6.65,0.015600000000000001,0.9825394976011684,covid,American
SPY,2020-01-06,323.651111,319.0,2020-01-15,0.024640657084188913,9,call,5.78,0.015600000000000001,0.9856292444489708,covid,American
SPY,2020-01-06,323.651111,320.0,2020-01-15,0.024640657084188913,9,call,4.94,0.015600000000000001,0.9887189912967732,covid,American
SPY,2020-01-06,323.651111,321.0,2020-01-15,0.024640657084188913,9,call,4.13,0.015600000000000001,0.9918087381445756,covid,American
