underlying,trading_date,S_t,K,expiration,T_years,dte,option_type,option_price,r,moneyness,regime,style
AMZN,2008-01-02,92.64,85.0,2008-01-18,0.04380561259411362,16,call,8.95,0.0326,0.9175302245250432,crisis,American
AMZN,2008-01-02,92.64,90.0,2008-01-18,0.04380561259411362,16,call,5.275,0.0326,0.9715025906735751,crisis,American
AMZN,2008-01-02,92.64,95.0,2008-01-18,0.04380561259411362,16,call,2.67,0.0326,1.025474956822107,crisis,American
AMZN,2008-01-02,92.64,100.0,2008-01-18,0.04380561259411362,16,call,1.195,0.0326,1.079447322970639,crisis,American
AMZN,2008-01-02,92.64,85.0,2008-02-15,0.12046543463381246,44,call,12.525,0.0326,0.9175302245250432,crisis,American
AMZN,2008-01-02,92.64,90.0,2008-02-15,0.12046543463381246,44,call,9.55,0.0326,0.9715025906735751,crisis,American
AMZN,2008-01-02,92.64,95.0,2008-02-15,0.12046543463381246,44,call,7.05,0.0326,1.025474956822107,crisis,American
AMZN,2008-01-02,92.64,100.0,2008-02-15,0.12046543463381246,44,call,5.05,0.0326,1.079447322970639,crisis,American
AMZN,2008-01-09,87.88,80.0,2008-01-18,0.024640657084188913,9,call,8.875,0.0322,0.9103322712790168,crisis,American
AMZN,2008-01-09,87.88,85.0,2008-01-18,0.024640657084188913,9,call,5.075,0.0322,0.9672280382339554,crisis,American
AMZN,2008-01-09,87.88,90.0,2008-01-18,0.024640657084188913,9,call,2.37,0.0322,1.024123805188894,crisis,American
AMZN,2008-01-09,87.88,95.0,2008-01-18,0.024640657084188913,9,call,0.885,0.0322,1.0810195721438325,crisis,American
AMZN,2008-01-09,87.88,80.0,2008-02-15,0.10130047912388775,37,call,12.55,0.0322,0.9103322712790168,crisis,American
AMZN,2008-01-09,87.88,85.0,2008-02-15,0.10130047912388775,37,call,9.625,0.0322,0.9672280382339554,crisis,American
AMZN,2008-01-09,87.88,90.0,2008-02-15,0.10130047912388775,37,call,7.175,0.0322,1.024123805188894,crisis,American
AMZN,2008-01-09,87.88,95.0,2008-02-15,0.10130047912388775,37,call,5.225,0.0322,1.0810195721438325,crisis,American
AMZN,2008-01-16,80.24,75.0,2008-02-15,0.08213552361396304,30,call,9.3,0.031400000000000004,0.9346959122632105,crisis,American
AMZN,2008-01-16,80.24,80.0,2008-02-15,0.08213552361396304,30,call,6.4,0.031400000000000004,0.9970089730807578,crisis,American
AMZN,2008-01-16,80.24,85.0,2008-02-15,0.08213552361396304,30,call,4.2,0.031400000000000004,1.0593220338983051,crisis,American
AMZN,2008-01-24,73.97,70.0,2008-02-15,0.06023271731690623,22,call,9.55,0.023700000000000002,0.946329593078275,crisis,American
AMZN,2008-01-24,73.97,75.0,2008-02-15,0.06023271731690623,22,call,6.575,0.023700000000000002,1.0139245640124375,crisis,American
AMZN,2008-01-24,73.97,80.0,2008-02-15,0.06023271731690623,22,call,4.3,0.023700000000000002,1.0815195349466,crisis,American
AMZN,2008-01-24,73.97,70.0,2008-03-20,0.15331964407939766,56,call,11.225,0.023700000000000002,0.946329593078275,crisis,American
AMZN,2008-01-24,73.97,72.5,2008-03-20,0.15331964407939766,56,call,9.75,0.023700000000000002,0.9801270785453562,crisis,American
AMZN,2008-01-24,73.97,75.0,2008-03-20,0.15331964407939766,56,call,8.375,0.023700000000000002,1.0139245640124375,crisis,American
AMZN,2008-01-24,73.97,80.0,2008-03-20,0.15331964407939766,56,call,6.075,0.023700000000000002,1.0815195349466,crisis,American
AMZN,2008-01-31,74.21,70.0,2008-02-15,0.04106776180698152,15,call,8.15,0.0196,0.9432691011992994,crisis,American
AMZN,2008-01-31,74.21,75.0,2008-02-15,0.04106776180698152,15,call,5.325,0.0196,1.0106454655706778,crisis,American
AMZN,2008-01-31,74.21,80.0,2008-02-15,0.04106776180698152,15,call,3.175,0.0196,1.0780218299420563,crisis,American
AMZN,2008-01-31,74.21,70.0,2008-03-20,0.13415468856947296,49,call,9.6,0.0196,0.9432691011992994,crisis,American
AMZN,2008-01-31,74.21,72.5,2008-03-20,0.13415468856947296,49,call,8.225,0.0196,0.9769572833849887,crisis,American
AMZN,2008-01-31,74.21,75.0,2008-03-20,0.13415468856947296,49,call,6.95,0.0196,1.0106454655706778,crisis,American
AMZN,2008-01-31,74.21,80.0,2008-03-20,0.13415468856947296,49,call,4.775,0.0196,1.0780218299420563,crisis,American
AMZN,2008-02-07,68.49,65.0,2008-02-15,0.02190280629705681,8,call,4.725,0.0217,0.9490436560081764,crisis,American
AMZN,2008-02-07,68.49,70.0,2008-02-15,0.02190280629705681,8,call,1.945,0.0217,1.0220470141626516,crisis,American
AMZN,2008-02-07,68.49,75.0,2008-02-15,0.02190280629705681,8,call,0.655,0.0217,1.0950503723171268,crisis,American
AMZN,2008-02-07,68.49,65.0,2008-03-20,0.11498973305954825,42,call,7.0,0.0217,0.9490436560081764,crisis,American
AMZN,2008-02-07,68.49,70.0,2008-03-20,0.11498973305954825,42,call,4.35,0.0217,1.0220470141626516,crisis,American
AMZN,2008-02-07,68.49,72.5,2008-03-20,0.11498973305954825,42,call,3.35,0.0217,1.058548693239889,crisis,American
AMZN,2008-02-07,68.49,75.0,2008-03-20,0.11498973305954825,42,call,2.535,0.0217,1.0950503723171268,crisis,American
AMZN,2008-02-14,77.73,70.0,2008-03-20,0.09582477754962354,35,call,9.75,0.0231,0.9005531969638492,crisis,American
AMZN,2008-02-14,77.73,72.5,2008-03-20,0.09582477754962354,35,call,7.95,0.0231,0.9327158111411296,crisis,American
AMZN,2008-02-14,77.73,75.0,2008-03-20,0.09582477754962354,35,call,6.3,0.0231,0.9648784253184098,crisis,American
AMZN,2008-02-14,77.73,80.0,2008-03-20,0.09582477754962354,35,call,3.65,0.0231,1.0292036536729705,crisis,American
