date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
2008-08-01,2007-02-02,2008-08-01,378,-0.10821405048516268,6.004490068615361,0.00010000000086455439,0.1393030885698497,-0.98999943850617,0.10012080659295645,2.6666666666666665,-0.02590273794569775,0.07783068420421607,-0.022614305217270925
2008-08-31,2007-03-01,2008-08-29,380,-0.0067445684997423615,3.0853847170501094,0.19113973053852554,1.4814835727171927,-0.38924387663867027,0.06442262332343245,2.6526315789473687,-0.02590273794569775,0.07783068420421607,-0.022614305217270925
2008-09-30,2007-04-02,2008-09-30,379,-0.014424978994809058,0.8392518944428314,1.0395688847680133,2.3781969128988396,-0.5552566893407933,0.16976447654631271,3.9894459102902373,-0.02164409431994163,0.07823317510722584,-0.018412263926623873
2008-10-31,2007-05-01,2008-10-31,382,-0.17923483896540496,2.637351457288993,0.41853882892421157,2.4403440265701732,-0.7513556483793228,0.34556037683932733,3.9581151832460733,0.01758562324642295,0.1121504726325396,0.024161764722109957
2008-11-30,2007-05-31,2008-11-28,380,-0.26909121574110717,19.99999999864096,0.05595323527947677,3.999999999999989,-0.9899999999988058,0.15654720185235763,3.9789473684210526,0.04850454462430672,0.10875336524604455,0.05592608952077982
2008-12-31,2007-07-02,2008-12-31,380,-0.2592650371826342,2.240606203546923,0.7978146487255025,1.751913801372047,-0.6533904646292219,0.18004132089116048,4.6421052631578945,0.02972194899702187,0.1110206287127292,0.036536367383967816
2009-01-31,2007-08-01,2009-01-30,379,-0.3343073758783345,8.525722065283507,0.12937900511753833,1.1162849889604096,-0.9899996179866569,0.07083617051973869,3.9894459102902373,0.04133766658104624,0.1198872420888161,0.0497207138602187
2009-02-28,2007-08-29,2009-02-27,378,-0.34624150701258244,11.070403197968215,0.1502051364664041,1.557744243847763,-0.8569611415763939,0.23009619618758695,4.0,0.04133766658104624,0.1198872420888161,0.0497207138602187
2009-03-31,2007-10-01,2009-03-31,378,-0.29593067193019407,6.108936451548465,0.4168813097003594,1.0716469066413414,-0.9898045361621397,0.09047460836352297,3.3333333333333335,0.03225020314388782,0.13170734065216455,0.04177252664374431
2009-04-30,2007-10-31,2009-04-30,377,-0.3572354819547944,7.588352156458517,0.05271281403371085,1.1345102203121666,-0.9899999999999999,0.1176088598373574,3.3421750663129974,0.03409542230381524,0.13279253296492646,0.04384639844459204
2009-05-31,2007-12-03,2009-05-29,375,-0.2982383898282279,6.799271068127995,0.10263956197771432,1.491343270729296,-0.9899999999999999,0.08355921304110984,3.36,0.03409542230381524,0.13279253296492646,0.04384639844459204
2009-06-30,2007-12-31,2009-06-30,378,-0.2579828123966479,1.6727645388063013,0.0018645634790624222,0.6609313358748878,-0.9899999999999758,0.07028878076782859,3.3333333333333335,0.03409542230381524,0.13279253296492646,0.04384639844459204
2009-07-31,2008-02-01,2009-07-31,378,-0.19667511469344698,4.8895530166944035,0.009384335625248888,0.6814127207343446,-0.9899999999999993,0.05139981434477107,3.3333333333333335,0.03409542230381524,0.13279253296492646,0.04384639844459204
